!Agilent Technologies,E4990A,MY54101349,A.02.20
!Date: Wed Sep 28 20:28:10 2022

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+8.96990000000e+001, +2.88310105257e-001, +8.31473600034e+000, +7.39763340024e-005, +2.85279570812e-001
+9.02590000000e+001, +2.90476134976e-001, +8.19882227684e+000, +7.30442027533e-005, +2.87507225590e-001
+9.08230000000e+001, +2.91927241218e-001, +8.38312222933e+000, +7.45815564638e-005, +2.88808092678e-001
+9.13900000000e+001, +2.90691233378e-001, +7.96391476665e+000, +7.01387509027e-005, +2.87887668874e-001
+9.19610000000e+001, +2.91098973128e-001, +8.17081762546e+000, +7.16022991902e-005, +2.88143953951e-001
+9.25350000000e+001, +2.91069118294e-001, +8.32520895110e+000, +7.24858896026e-005, +2.88001884192e-001
+9.31130000000e+001, +2.92046965699e-001, +8.57564530127e+000, +7.44361596699e-005, +2.88781838177e-001
+9.36950000000e+001, +2.91316593832e-001, +8.61320374476e+000, +7.41095271872e-005, +2.88031094567e-001
+9.42800000000e+001, +2.91538139590e-001, +8.60324491086e+000, +7.36211150154e-005, +2.88257726386e-001
+9.48690000000e+001, +2.91497733649e-001, +8.58652641435e+000, +7.30128021258e-005, +2.88230486608e-001
+9.54620000000e+001, +2.90029157084e-001, +8.37182105685e+000, +7.04015325886e-005, +2.86938623553e-001
+9.60580000000e+001, +2.91193232655e-001, +8.87647678047e+000, +7.44469979000e-005, +2.87705698675e-001
+9.66580000000e+001, +2.90615235499e-001, +8.42700580984e+000, +7.01268679480e-005, +2.87477569823e-001
+9.72620000000e+001, +2.91797115670e-001, +8.71802561158e+000, +7.23729601593e-005, +2.88425764829e-001
+9.78690000000e+001, +2.90667840871e-001, +9.18723214100e+000, +7.54694837664e-005, +2.86939115637e-001
+9.84810000000e+001, +2.91330111491e-001, +8.98187966937e+000, +7.35050906353e-005, +2.87757753223e-001
+9.90960000000e+001, +2.90179848758e-001, +9.06184503340e+000, +7.34028883940e-005, +2.86558087941e-001
+9.97150000000e+001, +2.89701349344e-001, +8.83602431097e+000, +7.10266907209e-005, +2.86263172969e-001
+1.00338000000e+002, +2.88425546988e-001, +9.14659359163e+000, +7.27242043721e-005, +2.84758177018e-001
+1.00964000000e+002, +2.92485346220e-001, +9.32209113094e+000, +7.46845262358e-005, +2.88622590120e-001
+1.01595000000e+002, +2.90701462293e-001, +9.20059362313e+000, +7.28148835866e-005, +2.86961474184e-001
+1.02230000000e+002, +2.92185662370e-001, +9.18572099896e+000, +7.26154878214e-005, +2.88438696607e-001
+1.02868000000e+002, +2.89131283287e-001, +9.60746979062e+000, +7.46593508236e-005, +2.85076010785e-001
+1.03511000000e+002, +2.89999294156e-001, +9.69644406914e+000, +7.51009421734e-005, +2.85856342228e-001
+1.04157000000e+002, +2.92230408801e-001, +9.13343175063e+000, +7.08806278968e-005, +2.88525323004e-001
+1.04808000000e+002, +2.92889442715e-001, +9.26113574041e+000, +7.15777883962e-005, +2.89071660093e-001
+1.05463000000e+002, +2.90534011799e-001, +9.78321220914e+000, +7.45012306334e-005, +2.86308987158e-001
+1.06122000000e+002, +2.92123721031e-001, +9.67248651124e+000, +7.36092230289e-005, +2.87970967392e-001
+1.06784000000e+002, +2.93174294607e-001, +9.82851649767e+000, +7.45887207689e-005, +2.88871393667e-001
+1.07451000000e+002, +2.93060977700e-001, +9.55830632932e+000, +7.20791549187e-005, +2.88992450905e-001
+1.08123000000e+002, +2.92340648968e-001, +9.85902542962e+000, +7.36813069192e-005, +2.88023370396e-001
+1.08798000000e+002, +2.92050808063e-001, +9.84250642714e+000, +7.30302204405e-005, +2.87752215252e-001
+1.09478000000e+002, +2.93449847957e-001, +1.00375469701e+001, +7.43546893862e-005, +2.88958230265e-001
+1.10161000000e+002, +2.93504492338e-001, +1.00898098514e+001, +7.42882901965e-005, +2.88965255662e-001
+1.10850000000e+002, +2.93223818617e-001, +1.01209848056e+001, +7.39814599005e-005, +2.88660929110e-001
+1.11542000000e+002, +2.92692412557e-001, +9.97694237142e+000, +7.23554150725e-005, +2.88266187579e-001
+1.12239000000e+002, +2.90459485274e-001, +1.03330313604e+001, +7.38771723059e-005, +2.85748753475e-001
+1.12940000000e+002, +2.93274380779e-001, +1.02902912968e+001, +7.38268317027e-005, +2.88557156692e-001
+1.13645000000e+002, +2.91285141284e-001, +1.03712851935e+001, +7.34385030869e-005, +2.86526071542e-001
+1.14355000000e+002, +2.91571200283e-001, +1.02790437635e+001, +7.24114947713e-005, +2.86891590395e-001
+1.15070000000e+002, +2.91566816515e-001, +1.02643324636e+001, +7.18585916744e-005, +2.86900626235e-001
+1.15788000000e+002, +2.93017573274e-001, +9.98910363940e+000, +6.98637362750e-005, +2.88575649310e-001
+1.16512000000e+002, +2.91945277516e-001, +1.04679767898e+001, +7.24556509407e-005, +2.87086317622e-001
+1.17239000000e+002, +2.92215447300e-001, +1.04690766362e+001, +7.20804765145e-005, +2.87350971671e-001
+1.17972000000e+002, +2.92354850470e-001, +1.10627303080e+001, +7.56814399488e-005, +2.86922221378e-001
+1.18709000000e+002, +2.93482438783e-001, +1.03802256104e+001, +7.08964365142e-005, +2.88679221396e-001
+1.19450000000e+002, +2.92897204266e-001, +1.11145026858e+001, +7.52297169841e-005, +2.87403595444e-001
+1.20196000000e+002, +2.93513913899e-001, +1.11559759993e+001, +7.51962449550e-005, +2.87967706799e-001
+1.20947000000e+002, +2.90822201838e-001, +1.10237178966e+001, +7.31771167971e-005, +2.85455983413e-001
+1.21703000000e+002, +2.94344121326e-001, +1.08641965397e+001, +7.25510355473e-005, +2.89068498772e-001
+1.22463000000e+002, +2.94554779179e-001, +1.08263215528e+001, +7.19038554887e-005, +2.89312017670e-001
+1.23228000000e+002, +2.92968787638e-001, +1.11294531343e+001, +7.30379791807e-005, +2.87459089945e-001
+1.23998000000e+002, +2.92299670611e-001, +1.10907092772e+001, +7.21697109675e-005, +2.86840643742e-001
+1.24772000000e+002, +2.93145566942e-001, +1.15251192584e+001, +7.47096042877e-005, +2.87234932913e-001
+1.25551000000e+002, +2.92211177188e-001, +1.14977570550e+001, +7.38360604250e-005, +2.86347231868e-001
+1.26336000000e+002, +2.93369472283e-001, +1.16157604191e+001, +7.44138685192e-005, +2.87361236681e-001
+1.27125000000e+002, +2.97436000256e-001, +1.12345430192e+001, +7.25485932093e-005, +2.91736494512e-001
+1.27919000000e+002, +2.94139793760e-001, +1.14727193281e+001, +7.27908101433e-005, +2.88262739523e-001
+1.28718000000e+002, +2.92531803434e-001, +1.16532127662e+001, +7.30598291915e-005, +2.86502160852e-001
+1.29522000000e+002, +2.92579318067e-001, +1.18053575815e+001, +7.35528462707e-005, +2.86390757157e-001
+1.30331000000e+002, +2.92746412610e-001, +1.17854784104e+001, +7.30166150886e-005, +2.86575080157e-001
+1.31145000000e+002, +2.94096072017e-001, +1.16692009981e+001, +7.21887519976e-005, +2.88017599182e-001
+1.31964000000e+002, +2.94727839042e-001, +1.23213288477e+001, +7.58522028607e-005, +2.87939138223e-001
+1.32789000000e+002, +2.96579997290e-001, +1.23237992073e+001, +7.58696331347e-005, +2.89745905229e-001
+1.33618000000e+002, +2.93982983393e-001, +1.21515273333e+001, +7.37097535770e-005, +2.87396096763e-001
+1.34453000000e+002, +2.93220162910e-001, +1.17490009084e+001, +7.06763118341e-005, +2.87076914116e-001
+1.35293000000e+002, +2.92832325638e-001, +1.22203559319e+001, +7.29167513800e-005, +2.86196965801e-001
+1.36138000000e+002, +2.94591455438e-001, +1.25369128838e+001, +7.47580242095e-005, +2.87567323712e-001
+1.36988000000e+002, +2.93748714184e-001, +1.27449792572e+001, +7.52909273753e-005, +2.86511232358e-001
+1.37844000000e+002, +2.94184943127e-001, +1.24092410764e+001, +7.29919001518e-005, +2.87312086099e-001
+1.38705000000e+002, +2.95576975372e-001, +1.26320992800e+001, +7.41698578602e-005, +2.88422356342e-001
+1.39571000000e+002, +2.93535806171e-001, +1.27982784927e+001, +7.41476510407e-005, +2.86243205687e-001
+1.40443000000e+002, +2.96752976436e-001, +1.28780181336e+001, +7.49512135548e-005, +2.89288681660e-001
+1.41320000000e+002, +2.95786328790e-001, +1.28307038863e+001, +7.39752620032e-005, +2.88400689101e-001
+1.42203000000e+002, +2.92893333872e-001, +1.27713611931e+001, +7.24657996108e-005, +2.85647144477e-001
+1.43091000000e+002, +2.98157390627e-001, +1.29053837818e+001, +7.40667392115e-005, +2.90625998225e-001
+1.43985000000e+002, +2.96932056839e-001, +1.32618008217e+001, +7.52930727489e-005, +2.89013481943e-001
+1.44885000000e+002, +2.93896972055e-001, +1.29625518532e+001, +7.24183318065e-005, +2.86407561187e-001
+1.45790000000e+002, +2.98739088171e-001, +1.37058733997e+001, +7.72713830634e-005, +2.90232443814e-001
+1.46700000000e+002, +2.93748397975e-001, +1.30151248413e+001, +7.17711388961e-005, +2.86202192169e-001
+1.47617000000e+002, +2.96013575600e-001, +1.36535065150e+001, +7.53353518859e-005, +2.87648523772e-001
+1.48539000000e+002, +2.94004291231e-001, +1.34142224424e+001, +7.30804789695e-005, +2.85983360773e-001
+1.49467000000e+002, +2.97283180314e-001, +1.36275934452e+001, +7.45828888649e-005, +2.88913958464e-001
+1.50400000000e+002, +2.97787751532e-001, +1.37877684269e+001, +7.51018772328e-005, +2.89207051131e-001
+1.51340000000e+002, +2.97710643050e-001, +1.37079725350e+001, +7.41925396874e-005, +2.89230699321e-001
+1.52285000000e+002, +2.96669821086e-001, +1.40999167212e+001, +7.55332039742e-005, +2.87731862299e-001
+1.53236000000e+002, +2.96223678020e-001, +1.40281260325e+001, +7.45776069531e-005, +2.87389355394e-001
+1.54194000000e+002, +2.99056820719e-001, +1.39358123638e+001, +7.43405028596e-005, +2.90254423813e-001
+1.55157000000e+002, +2.96383355320e-001, +1.43414920397e+001, +7.53060332316e-005, +2.87147044456e-001
+1.56126000000e+002, +2.98334862578e-001, +1.39116548528e+001, +7.31188625148e-005, +2.89583983676e-001
+1.57101000000e+002, +2.96543450082e-001, +1.45471884055e+001, +7.54587955872e-005, +2.87036593513e-001
+1.58082000000e+002, +2.96833592611e-001, +1.43346922999e+001, +7.39905606255e-005, +2.87591974693e-001
+1.59070000000e+002, +2.96125149860e-001, +1.46659036572e+001, +7.50136778727e-005, +2.86476975292e-001
+1.60064000000e+002, +2.96366351289e-001, +1.44671810807e+001, +7.36193481518e-005, +2.86968840652e-001
+1.61063000000e+002, +2.98378515130e-001, +1.47201679387e+001, +7.49193211224e-005, +2.88585246156e-001
+1.62069000000e+002, +2.96397111389e-001, +1.46525231551e+001, +7.36274462628e-005, +2.86757593072e-001
+1.63082000000e+002, +2.98635648318e-001, +1.45371607718e+001, +7.31548443084e-005, +2.89074841728e-001
+1.64101000000e+002, +2.97951210240e-001, +1.55702623911e+001, +7.75655262135e-005, +2.87017000185e-001
+1.65126000000e+002, +2.98069857027e-001, +1.51456498107e+001, +7.50616924954e-005, +2.87716332056e-001
+1.66157000000e+002, +2.99760066284e-001, +1.51065997770e+001, +7.48300214507e-005, +2.89401143022e-001
+1.67195000000e+002, +2.96010483545e-001, +1.52684560163e+001, +7.42034382606e-005, +2.85562067303e-001
+1.68239000000e+002, +3.00843621439e-001, +1.53586011560e+001, +7.53788878726e-005, +2.90099601941e-001
+1.69290000000e+002, +2.98111872116e-001, +1.57622779865e+001, +7.61329249252e-005, +2.86901985409e-001
+1.70348000000e+002, +2.97819740413e-001, +1.51766617067e+001, +7.28449932192e-005, +2.87432744448e-001
+1.71412000000e+002, +2.98604007970e-001, +1.57877271585e+001, +7.54330720361e-005, +2.87339558249e-001
+1.72483000000e+002, +2.98630417639e-001, +1.58097651890e+001, +7.50732995532e-005, +2.87333698850e-001
+1.73560000000e+002, +2.99742307661e-001, +1.60339419035e+001, +7.59194119168e-005, +2.88081804427e-001
+1.74644000000e+002, +3.00157510285e-001, +1.60406330535e+001, +7.55833986297e-005, +2.88471171047e-001
+1.75735000000e+002, +2.98241014398e-001, +1.58925396179e+001, +7.39633524755e-005, +2.86841340095e-001
+1.76833000000e+002, +2.99237728050e-001, +1.60399578156e+001, +7.44159625124e-005, +2.87588174069e-001
+1.77937000000e+002, +2.97122865444e-001, +1.62919215388e+001, +7.45540750884e-005, +2.85191853773e-001
+1.79049000000e+002, +3.01690205041e-001, +1.64404797119e+001, +7.58971132463e-005, +2.89355377666e-001
+1.80167000000e+002, +2.98926865022e-001, +1.61145134472e+001, +7.32931872515e-005, +2.87181692941e-001
+1.81293000000e+002, +2.99685826966e-001, +1.65861377106e+001, +7.51009164898e-005, +2.87216399163e-001
+1.82425000000e+002, +2.99519274347e-001, +1.65440495874e+001, +7.44094272848e-005, +2.87119505140e-001
+1.83565000000e+002, +2.96352185330e-001, +1.58588740696e+001, +7.02147702744e-005, +2.85072341035e-001
+1.84711000000e+002, +3.00538347244e-001, +1.66726672712e+001, +7.42956190254e-005, +2.87903555862e-001
+1.85865000000e+002, +3.00887003061e-001, +1.67943539234e+001, +7.44440158680e-005, +2.88053563035e-001
+1.87026000000e+002, +3.00884194490e-001, +1.70500095980e+001, +7.50742148416e-005, +2.87660093525e-001
+1.88194000000e+002, +3.00303973034e-001, +1.71439472484e+001, +7.48623853437e-005, +2.86960625947e-001
+1.89370000000e+002, +3.00041285047e-001, +1.76296129903e+001, +7.63722304308e-005, +2.85949624776e-001
+1.90553000000e+002, +3.01120290964e-001, +1.75070724631e+001, +7.56582260056e-005, +2.87172346399e-001
+1.91743000000e+002, +3.01537492465e-001, +1.75321050520e+001, +7.53971270608e-005, +2.87530564498e-001
+1.92941000000e+002, +3.01928805585e-001, +1.69184296241e+001, +7.24782979923e-005, +2.88861335328e-001
+1.94146000000e+002, +3.03791110504e-001, +1.77004436287e+001, +7.57178187037e-005, +2.89409374173e-001
+1.95359000000e+002, +3.01123200175e-001, +1.75973895584e+001, +7.41663809401e-005, +2.87031972302e-001
+1.96579000000e+002, +3.01292821029e-001, +1.79613584734e+001, +7.52231777355e-005, +2.86609227360e-001
+1.97807000000e+002, +3.03164465005e-001, +1.81644764360e+001, +7.60426919394e-005, +2.88056420797e-001
+1.99042000000e+002, +3.01175383395e-001, +1.79327522298e+001, +7.41490028805e-005, +2.86543847423e-001
+2.00286000000e+002, +3.02275370736e-001, +1.85314913355e+001, +7.63416417210e-005, +2.86602124528e-001
+2.01537000000e+002, +3.04064322341e-001, +1.78843532311e+001, +7.37404884178e-005, +2.89371418498e-001
+2.02796000000e+002, +3.03048754749e-001, +1.85128403339e+001, +7.55162596046e-005, +2.87366745823e-001
+2.04063000000e+002, +3.05512883158e-001, +1.85075647529e+001, +7.56368043677e-005, +2.89712292484e-001
+2.05337000000e+002, +3.03412389285e-001, +1.84582671901e+001, +7.44588150558e-005, +2.87803193398e-001
+2.06620000000e+002, +3.05225300855e-001, +1.88075274774e+001, +7.57966395198e-005, +2.88928379786e-001
+2.07910000000e+002, +3.01604001549e-001, +1.85307758618e+001, +7.33761410153e-005, +2.85966763416e-001
+2.09209000000e+002, +3.03610028594e-001, +1.90856826405e+001, +7.55230304266e-005, +2.86920782523e-001
+2.10516000000e+002, +3.02868582523e-001, +1.86897023782e+001, +7.33735769881e-005, +2.86897681717e-001
+2.11831000000e+002, +3.04852912501e-001, +1.88158974964e+001, +7.38735296483e-005, +2.88561513916e-001
+2.13154000000e+002, +3.03258950615e-001, +1.91163567583e+001, +7.41541050726e-005, +2.86535875198e-001
+2.14486000000e+002, +3.05697815641e-001, +1.96934272262e+001, +7.64411112192e-005, +2.87817308603e-001
+2.15825000000e+002, +3.05805662852e-001, +1.93199610831e+001, +7.46081192525e-005, +2.88584445543e-001
+2.17174000000e+002, +3.05838058689e-001, +1.99208943559e+001, +7.63667926068e-005, +2.87537913180e-001
+2.18530000000e+002, +3.05138152391e-001, +1.94619876908e+001, +7.40433955148e-005, +2.87703395793e-001
+2.19895000000e+002, +3.05295658069e-001, +1.97532824233e+001, +7.46800112519e-005, +2.87331040263e-001
+2.21269000000e+002, +3.06616410508e-001, +1.96397098979e+001, +7.41257585890e-005, +2.88778919771e-001
+2.22651000000e+002, +3.04935785932e-001, +2.01577443308e+001, +7.51149993495e-005, +2.86257683872e-001
+2.24042000000e+002, +3.06473632165e-001, +2.04202142217e+001, +7.59605569386e-005, +2.87214508333e-001
+2.25441000000e+002, +3.06645175014e-001, +2.02471851721e+001, +7.49184061131e-005, +2.87697060261e-001
+2.26849000000e+002, +3.08167260454e-001, +2.04308524331e+001, +7.54728279472e-005, +2.88781738764e-001
+2.28266000000e+002, +3.08941944460e-001, +2.04277781178e+001, +7.51820355764e-005, +2.89513476802e-001
+2.29692000000e+002, +3.09734960755e-001, +2.06595978200e+001, +7.57201886744e-005, +2.89816850555e-001
+2.31127000000e+002, +3.10465241159e-001, +2.09888606621e+001, +7.65758051999e-005, +2.89865897890e-001
+2.32571000000e+002, +3.09594683627e-001, +2.11049263533e+001, +7.62875162137e-005, +2.88827870527e-001
+2.34024000000e+002, +3.05489883945e-001, +2.08993623268e+001, +7.41128102679e-005, +2.85391229314e-001
+2.35485000000e+002, +3.07171227539e-001, +2.12413203154e+001, +7.52145685486e-005, +2.86302863358e-001
+2.36956000000e+002, +3.09166171934e-001, +2.12263308266e+001, +7.51824594929e-005, +2.88191570466e-001
+2.38437000000e+002, +3.08799474733e-001, +2.19096503883e+001, +7.69129662662e-005, +2.86495944154e-001
+2.39926000000e+002, +3.09030026209e-001, +2.11294938717e+001, +7.38960240152e-005, +2.88253349588e-001
+2.41425000000e+002, +3.10185497868e-001, +2.13594313811e+001, +7.44766501095e-005, +2.88880076797e-001
+2.42933000000e+002, +3.09323176375e-001, +2.17179026481e+001, +7.49879181581e-005, +2.87366487816e-001
+2.44450000000e+002, +3.07557062228e-001, +2.17411773821e+001, +7.41726284218e-005, +2.85679483213e-001
+2.45977000000e+002, +3.10784718750e-001, +2.18415373838e+001, +7.48128024537e-005, +2.88475458690e-001
+2.47514000000e+002, +3.12614328675e-001, +2.23650136632e+001, +7.64875006855e-005, +2.89099026521e-001
+2.49060000000e+002, +3.10460716112e-001, +2.20771879515e+001, +7.45664603921e-005, +2.87697223952e-001
+2.50615000000e+002, +3.11094659608e-001, +2.23066738709e+001, +7.49877904018e-005, +2.87814050244e-001
+2.52181000000e+002, +3.11903801523e-001, +2.25270225407e+001, +7.54157865689e-005, +2.88105212063e-001
+2.53756000000e+002, +3.12122781438e-001, +2.20966711080e+001, +7.36400263117e-005, +2.89197515452e-001
+2.55341000000e+002, +3.14083217985e-001, +2.22359836693e+001, +7.40833996013e-005, +2.90725824467e-001
+2.56936000000e+002, +3.12813606074e-001, +2.28489725603e+001, +7.52405551135e-005, +2.88267620640e-001
+2.58541000000e+002, +3.14661511188e-001, +2.29117415052e+001, +7.54106915528e-005, +2.89836493861e-001
+2.60156000000e+002, +3.12256671426e-001, +2.32585548589e+001, +7.54335053705e-005, +2.86880277602e-001
+2.61781000000e+002, +3.15094467043e-001, +2.37931841282e+001, +7.72854821332e-005, +2.88313853137e-001
+2.63416000000e+002, +3.12857110877e-001, +2.31553438058e+001, +7.43302501382e-005, +2.87653998224e-001
+2.65062000000e+002, +3.14590205020e-001, +2.37048812829e+001, +7.59402050861e-005, +2.88047709183e-001
+2.66718000000e+002, +3.14062204279e-001, +2.32560503488e+001, +7.39955475623e-005, +2.88544499640e-001
+2.68384000000e+002, +3.12667355793e-001, +2.37297508837e+001, +7.46154978242e-005, +2.86232505919e-001
+2.70060000000e+002, +3.16676336556e-001, +2.38580333279e+001, +7.54855384105e-005, +2.89616488823e-001
+2.71747000000e+002, +3.13636670671e-001, +2.41945438988e+001, +7.52822336911e-005, +2.86086558222e-001
+2.73444000000e+002, +3.13765179925e-001, +2.46659492671e+001, +7.62136992446e-005, +2.85136101044e-001
+2.75152000000e+002, +3.15486838307e-001, +2.42104269224e+001, +7.48353584462e-005, +2.87738351686e-001
+2.76871000000e+002, +3.16411468698e-001, +2.47251896320e+001, +7.60760422833e-005, +2.87404250437e-001
+2.78601000000e+002, +3.15764499517e-001, +2.45471195810e+001, +7.49394644264e-005, +2.87225679694e-001
+2.80341000000e+002, +3.16081953753e-001, +2.46319284506e+001, +7.47907350383e-005, +2.87319757973e-001
+2.82092000000e+002, +3.15595660361e-001, +2.48618998345e+001, +7.48611900819e-005, +2.86347451082e-001
+2.83854000000e+002, +3.18845559793e-001, +2.48098908740e+001, +7.50153358266e-005, +2.89417726611e-001
+2.85627000000e+002, +3.17251737780e-001, +2.53232768339e+001, +7.56118106379e-005, +2.86766655922e-001
+2.87411000000e+002, +3.18378598551e-001, +2.52742211617e+001, +7.52729087758e-005, +2.87901723596e-001
+2.89207000000e+002, +3.18384772200e-001, +2.54224573116e+001, +7.52165739560e-005, +2.87554651591e-001
+2.91013000000e+002, +3.18931680411e-001, +2.53081733001e+001, +7.45638183126e-005, +2.88321120820e-001
+2.92831000000e+002, +3.19652210183e-001, +2.57413966619e+001, +7.54537152124e-005, +2.87931032113e-001
+2.94660000000e+002, +3.20971492986e-001, +2.56156763056e+001, +7.49520076834e-005, +2.89424576333e-001
+2.96501000000e+002, +3.19923453980e-001, +2.59809982542e+001, +7.52292235669e-005, +2.87591791241e-001
+2.98353000000e+002, +3.21190658696e-001, +2.61076684257e+001, +7.53987053330e-005, +2.88419153930e-001
+3.00217000000e+002, +3.20132390749e-001, +2.59819504312e+001, +7.43491159905e-005, +2.87777282072e-001
+3.02092000000e+002, +3.20460189978e-001, +2.64003953177e+001, +7.50697293405e-005, +2.87038977736e-001
+3.03979000000e+002, +3.20679079882e-001, +2.63935111738e+001, +7.46366096952e-005, +2.87252169242e-001
+3.05878000000e+002, +3.22327973840e-001, +2.69024906398e+001, +7.58862361836e-005, +2.87444951209e-001
+3.07788000000e+002, +3.23846615707e-001, +2.70491225095e+001, +7.61525700680e-005, +2.88423291052e-001
+3.09711000000e+002, +3.24473240356e-001, +2.67577130176e+001, +7.50699049791e-005, +2.89728108506e-001
+3.11646000000e+002, +3.23437692861e-001, +2.69908742795e+001, +7.49652831865e-005, +2.88208478251e-001
+3.13592000000e+002, +3.24948170556e-001, +2.75201252233e+001, +7.62022450088e-005, +2.88179826430e-001
+3.15551000000e+002, +3.25250821521e-001, +2.77771732225e+001, +7.64516295690e-005, +2.87771100770e-001
+3.17522000000e+002, +3.23984581752e-001, +2.72927595467e+001, +7.44638147636e-005, +2.87917058122e-001
+3.19506000000e+002, +3.24189487996e-001, +2.80572324758e+001, +7.59563763741e-005, +2.86090155687e-001
+3.21501000000e+002, +3.26664541931e-001, +2.79240680426e+001, +7.57294664986e-005, +2.88630659527e-001
+3.23510000000e+002, +3.25802329363e-001, +2.78100773222e+001, +7.47786386100e-005, +2.88171812465e-001
+3.25530000000e+002, +3.25983776774e-001, +2.83780297968e+001, +7.57497001618e-005, +2.86810595606e-001
+3.27564000000e+002, +3.28040290746e-001, +2.81206601150e+001, +7.51235628119e-005, +2.89317420174e-001
+3.29610000000e+002, +3.28325137870e-001, +2.86005786477e+001, +7.58905976335e-005, +2.88262294166e-001
+3.31669000000e+002, +3.25032994215e-001, +2.84770113975e+001, +7.43677286092e-005, +2.85706761707e-001
+3.33741000000e+002, +3.28692266336e-001, +2.86256744279e+001, +7.50953149111e-005, +2.88515679418e-001
+3.35825000000e+002, +3.27274439938e-001, +2.93804266042e+001, +7.60943025723e-005, +2.85180880249e-001
+3.37923000000e+002, +3.30220859003e-001, +2.90698540936e+001, +7.55669608558e-005, +2.88622272054e-001
+3.40034000000e+002, +3.28941899110e-001, +2.87566604068e+001, +7.40702700150e-005, +2.88373769935e-001
+3.42158000000e+002, +3.32109252307e-001, +2.94057735834e+001, +7.58487483288e-005, +2.89321737358e-001
+3.44295000000e+002, +3.30680566277e-001, +2.93509400126e+001, +7.49262195045e-005, +2.88232369189e-001
+3.46446000000e+002, +3.29604285564e-001, +2.99993356300e+001, +7.57074663066e-005, +2.85447595430e-001
+3.48610000000e+002, +3.31119259125e-001, +2.98012991743e+001, +7.51303758204e-005, +2.87330122617e-001
+3.50788000000e+002, +3.35607584360e-001, +2.99463707460e+001, +7.60102794813e-005, +2.90801631951e-001
+3.52979000000e+002, +3.31106083437e-001, +3.03115341235e+001, +7.53482121825e-005, +2.85841884416e-001
+3.55184000000e+002, +3.34652300145e-001, +2.98267800317e+001, +7.45844744065e-005, +2.90321938364e-001
+3.57402000000e+002, +3.33108449664e-001, +3.02037239853e+001, +7.46246839707e-005, +2.87886348045e-001
+3.59635000000e+002, +3.34574256744e-001, +3.04331770467e+001, +7.49995308717e-005, +2.88476785089e-001
+3.61881000000e+002, +3.34699136932e-001, +3.04950481947e+001, +7.46988800372e-005, +2.88401216574e-001
+3.64142000000e+002, +3.36445829362e-001, +3.12891057013e+001, +7.63713014330e-005, +2.87512339382e-001
+3.66416000000e+002, +3.36810486624e-001, +3.08558287498e+001, +7.50320344659e-005, +2.89138517943e-001
+3.68705000000e+002, +3.36097887723e-001, +3.09799108634e+001, +7.46780034072e-005, +2.88152795202e-001
+3.71008000000e+002, +3.36626742061e-001, +3.13228404794e+001, +7.50708991388e-005, +2.87563953318e-001
+3.73326000000e+002, +3.39629583516e-001, +3.15292469056e+001, +7.57153724835e-005, +2.89491202934e-001
+3.75658000000e+002, +3.40050411279e-001, +3.18099926727e+001, +7.59393921901e-005, +2.88975103492e-001
+3.78004000000e+002, +3.38654380696e-001, +3.17626261333e+001, +7.50580691114e-005, +2.87936228607e-001
+3.80366000000e+002, +3.39039903028e-001, +3.19866674096e+001, +7.51479598316e-005, +2.87563943829e-001
+3.82741000000e+002, +3.43307777986e-001, +3.22012656727e+001, +7.60747277898e-005, +2.90500654354e-001
+3.85132000000e+002, +3.42547300697e-001, +3.23592419524e+001, +7.57649442832e-005, +2.89352746283e-001
+3.87538000000e+002, +3.41204270765e-001, +3.27533481898e+001, +7.58117498581e-005, +2.86955316160e-001
+3.89959000000e+002, +3.39916909068e-001, +3.28110657017e+001, +7.51743174995e-005, +2.85687233715e-001
+3.92395000000e+002, +3.41324409919e-001, +3.28212104512e+001, +7.50375768979e-005, +2.86837432392e-001
+3.94846000000e+002, +3.44630039537e-001, +3.31719295307e+001, +7.60071536175e-005, +2.88466535421e-001
+3.97312000000e+002, +3.43929733435e-001, +3.32350799264e+001, +7.55089641183e-005, +2.87672770494e-001
+3.99794000000e+002, +3.43326657748e-001, +3.32878421169e+001, +7.50138498144e-005, +2.86994938976e-001
+4.02291000000e+002, +3.43730551978e-001, +3.34781084159e+001, +7.50130186401e-005, +2.86704500327e-001
+4.04804000000e+002, +3.46899271322e-001, +3.36402535824e+001, +7.55562047524e-005, +2.88804829410e-001
+4.07333000000e+002, +3.46503623508e-001, +3.37313438341e+001, +7.51805629528e-005, +2.88169900755e-001
+4.09877000000e+002, +3.46555641054e-001, +3.36391480102e+001, +7.45449747609e-005, +2.88522450572e-001
+4.12437000000e+002, +3.48334929983e-001, +3.39338167232e+001, +7.50371827360e-005, +2.89007553007e-001
+4.15014000000e+002, +3.48581437141e-001, +3.39789140986e+001, +7.47112912168e-005, +2.89058824631e-001
+4.17606000000e+002, +3.49349239361e-001, +3.41872159978e+001, +7.48120105424e-005, +2.88983775498e-001
+4.20215000000e+002, +3.48330343862e-001, +3.44721314402e+001, +7.46724498315e-005, +2.87164089345e-001
+4.22840000000e+002, +3.51940921122e-001, +3.51190394339e+001, +7.62063067118e-005, +2.87873102261e-001
+4.25481000000e+002, +3.50937888849e-001, +3.48020205192e+001, +7.49221879726e-005, +2.88165306711e-001
+4.28139000000e+002, +3.51196822478e-001, +3.52960081393e+001, +7.54334601322e-005, +2.86639066824e-001
