!Agilent Technologies,E4990A,MY54101349,A.02.20
!Date: Wed Sep 28 21:37:42 2022

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+2.30800000000e+001, +3.48807481180e-001, +9.95008191287e+000, +4.15612888229e-004, +3.43560951912e-001
+2.32240000000e+001, +3.43693859309e-001, +9.64434893736e+000, +3.94595724254e-004, +3.38836316064e-001
+2.33690000000e+001, +3.43560426274e-001, +9.60290782006e+000, +3.90326551341e-004, +3.38746310576e-001
+2.35150000000e+001, +3.46173123837e-001, +9.54981021500e+000, +3.88711956892e-004, +3.41375768186e-001
+2.36620000000e+001, +3.44309275142e-001, +9.84311575442e+000, +3.95903192343e-004, +3.39240882447e-001
+2.38100000000e+001, +3.41719149966e-001, +1.03770630549e+001, +4.11438539118e-004, +3.36129874806e-001
+2.39580000000e+001, +3.41888297531e-001, +9.98040874272e+000, +3.93623494935e-004, +3.36714526301e-001
+2.41080000000e+001, +3.46792835011e-001, +9.92460216945e+000, +3.94589561619e-004, +3.41603222733e-001
+2.42590000000e+001, +3.42953582373e-001, +1.04193988675e+001, +4.06917388937e-004, +3.37298379085e-001
+2.44100000000e+001, +3.46041201777e-001, +1.06193098062e+001, +4.15780881261e-004, +3.40114657269e-001
+2.45630000000e+001, +3.43080030947e-001, +1.03697745313e+001, +4.00135680037e-004, +3.37476355194e-001
+2.47160000000e+001, +3.45900177890e-001, +1.03481258529e+001, +4.00099625337e-004, +3.40273940322e-001
+2.48700000000e+001, +3.45358244286e-001, +1.11461068054e+001, +4.27240104157e-004, +3.38843897071e-001
+2.50260000000e+001, +3.45370120773e-001, +1.10610011392e+001, +4.21390077332e-004, +3.38954345260e-001
+2.51820000000e+001, +3.49405670232e-001, +1.06467005114e+001, +4.07990533021e-004, +3.43390682373e-001
+2.53390000000e+001, +3.45440990622e-001, +1.07817063551e+001, +4.05885261674e-004, +3.39342930686e-001
+2.54980000000e+001, +3.43917796770e-001, +1.08088063633e+001, +4.02573071911e-004, +3.37816158066e-001
+2.56570000000e+001, +3.43968103277e-001, +1.04485429135e+001, +3.86950778719e-004, +3.38264484702e-001
+2.58170000000e+001, +3.46514811805e-001, +1.08062872547e+001, +4.00508918764e-004, +3.40369954749e-001
+2.59780000000e+001, +3.50232345282e-001, +1.07717662974e+001, +4.01026969788e-004, +3.44061064878e-001
+2.61410000000e+001, +3.43360342864e-001, +1.12432870594e+001, +4.07594118463e-004, +3.36770616152e-001
+2.63040000000e+001, +3.46262723611e-001, +1.13122935246e+001, +4.10966929135e-004, +3.39535736849e-001
+2.64680000000e+001, +3.48058555249e-001, +1.18114143874e+001, +4.28400714240e-004, +3.40688982646e-001
+2.66340000000e+001, +3.46534867881e-001, +1.09832482962e+001, +3.94526133898e-004, +3.40187364023e-001
+2.68000000000e+001, +3.48135191083e-001, +1.08234903488e+001, +3.88232507969e-004, +3.41941986087e-001
+2.69670000000e+001, +3.44898459099e-001, +1.14949212750e+001, +4.05643762891e-004, +3.37980614399e-001
+2.71360000000e+001, +3.47703817192e-001, +1.15747035836e+001, +4.09178679298e-004, +3.40632888438e-001
+2.73050000000e+001, +3.47832954584e-001, +1.20596203788e+001, +4.23592494588e-004, +3.40156533157e-001
+2.74760000000e+001, +3.50204539273e-001, +1.15972241911e+001, +4.07802861422e-004, +3.43055110127e-001
+2.76480000000e+001, +3.50395592410e-001, +1.23245245417e+001, +4.30534844660e-004, +3.42320480946e-001
+2.78200000000e+001, +3.46631185288e-001, +1.17866893956e+001, +4.05072107532e-004, +3.39322421551e-001
+2.79940000000e+001, +3.45713097078e-001, +1.17291529510e+001, +3.99555795790e-004, +3.38494435672e-001
+2.81690000000e+001, +3.46219220051e-001, +1.20503922460e+001, +4.08387012563e-004, +3.38590058615e-001
+2.83450000000e+001, +3.47381947395e-001, +1.22930234725e+001, +4.15288461532e-004, +3.39417002669e-001
+2.85220000000e+001, +3.48330868317e-001, +1.19052151066e+001, +4.00974851019e-004, +3.40838345249e-001
+2.87000000000e+001, +3.49492405113e-001, +1.22274756566e+001, +4.10476756044e-004, +3.41563975261e-001
+2.88790000000e+001, +3.46187758778e-001, +1.25964470699e+001, +4.16074357579e-004, +3.37855118848e-001
+2.90600000000e+001, +3.44385396603e-001, +1.29505632061e+001, +4.22698755849e-004, +3.35625539973e-001
+2.92410000000e+001, +3.46648770534e-001, +1.32604084037e+001, +4.32780660129e-004, +3.37406284312e-001
+2.94240000000e+001, +3.47458738636e-001, +1.22844828426e+001, +3.99874230305e-004, +3.39503056737e-001
+2.96080000000e+001, +3.47126153842e-001, +1.30864949303e+001, +4.22490059371e-004, +3.38111066762e-001
+2.97930000000e+001, +3.48368076371e-001, +1.31293464966e+001, +4.22724342064e-004, +3.39261647873e-001
+2.99790000000e+001, +3.48396788080e-001, +1.27984619726e+001, +4.09727038916e-004, +3.39740974791e-001
+3.01660000000e+001, +3.50223008177e-001, +1.30506593406e+001, +4.17248721109e-004, +3.41177024012e-001
+3.03550000000e+001, +3.47708151471e-001, +1.33047101874e+001, +4.19543998488e-004, +3.38375649906e-001
+3.05440000000e+001, +3.46694399570e-001, +1.39896291360e+001, +4.36717721390e-004, +3.36411270203e-001
+3.07350000000e+001, +3.50132272590e-001, +1.32295202430e+001, +4.14929800798e-004, +3.40840154742e-001
+3.09270000000e+001, +3.49266203861e-001, +1.32767266012e+001, +4.12775299345e-004, +3.39931099925e-001
+3.11200000000e+001, +3.50361540793e-001, +1.38286665947e+001, +4.28282138638e-004, +3.40206246283e-001
+3.13140000000e+001, +3.47661774979e-001, +1.38653055406e+001, +4.23446158547e-004, +3.37531526045e-001
+3.15100000000e+001, +3.47384768082e-001, +1.36003717529e+001, +4.12595573492e-004, +3.37643916767e-001
+3.17070000000e+001, +3.44888019566e-001, +1.35313294144e+001, +4.05057144655e-004, +3.35314661643e-001
+3.19050000000e+001, +3.48447170741e-001, +1.43072968685e+001, +4.29546784095e-004, +3.37639826378e-001
+3.21040000000e+001, +3.54319876506e-001, +1.43651685082e+001, +4.35797810268e-004, +3.43241770327e-001
+3.23050000000e+001, +3.49374544055e-001, +1.41899968725e+001, +4.21941761817e-004, +3.38714484819e-001
+3.25070000000e+001, +3.49009727940e-001, +1.42614452606e+001, +4.20947440096e-004, +3.38253848215e-001
+3.27100000000e+001, +3.53401054629e-001, +1.40031024345e+001, +4.16080068574e-004, +3.42898903083e-001
+3.29140000000e+001, +3.51113989787e-001, +1.47401155182e+001, +4.31981000224e-004, +3.39558774882e-001
+3.31200000000e+001, +3.49474355998e-001, +1.51687934092e+001, +4.39428603514e-004, +3.37298374024e-001
+3.33260000000e+001, +3.49117606432e-001, +1.46678032614e+001, +4.22179384636e-004, +3.37739932260e-001
+3.35350000000e+001, +3.51789970393e-001, +1.47616232104e+001, +4.25403927894e-004, +3.40178885482e-001
+3.37440000000e+001, +3.53663910106e-001, +1.49508459375e+001, +4.30345890983e-004, +3.41691506736e-001
+3.39550000000e+001, +3.52606978112e-001, +1.54433650052e+001, +4.40103873580e-004, +3.39875799485e-001
+3.41670000000e+001, +3.50693972004e-001, +1.50380552786e+001, +4.23850707919e-004, +3.38684003923e-001
+3.43800000000e+001, +3.53212874667e-001, +1.47144316605e+001, +4.15324153822e-004, +3.41628836545e-001
+3.45950000000e+001, +3.50283339075e-001, +1.53100667676e+001, +4.25500565483e-004, +3.37852148205e-001
+3.48110000000e+001, +3.47975119697e-001, +1.50073250353e+001, +4.11960158748e-004, +3.36106638134e-001
+3.50290000000e+001, +3.48760402232e-001, +1.53990695314e+001, +4.20775327524e-004, +3.36239804977e-001
+3.52480000000e+001, +3.53838881503e-001, +1.53659537499e+001, +4.23359708981e-004, +3.41190214523e-001
+3.54680000000e+001, +3.50925528375e-001, +1.54789029818e+001, +4.20262054653e-004, +3.38197034270e-001
+3.56890000000e+001, +3.50275277661e-001, +1.61326743883e+001, +4.34035451912e-004, +3.36481735710e-001
+3.59120000000e+001, +3.49111737231e-001, +1.54102111793e+001, +4.11132869009e-004, +3.36560493649e-001
+3.61360000000e+001, +3.53374840674e-001, +1.62207118359e+001, +4.34756463716e-004, +3.39307967298e-001
+3.63620000000e+001, +3.50370446747e-001, +1.56722531575e+001, +4.14266122868e-004, +3.37344611910e-001
+3.65890000000e+001, +3.51786647151e-001, +1.62868128175e+001, +4.29138888230e-004, +3.37669401415e-001
+3.68180000000e+001, +3.53369641506e-001, +1.63772999675e+001, +4.30703872602e-004, +3.39031936932e-001
+3.70480000000e+001, +3.56015503444e-001, +1.63403651298e+001, +4.30288877551e-004, +3.41635084159e-001
+3.72790000000e+001, +3.53750980897e-001, +1.60779046625e+001, +4.18259372143e-004, +3.39914373993e-001
+3.75120000000e+001, +3.52648078700e-001, +1.69733225414e+001, +4.36782086141e-004, +3.37287004634e-001
+3.77460000000e+001, +3.56479585616e-001, +1.69276180103e+001, +4.37643613176e-004, +3.41034518351e-001
+3.79820000000e+001, +3.51753314696e-001, +1.71131793119e+001, +4.33722531759e-004, +3.36179561088e-001
+3.82200000000e+001, +3.54672973593e-001, +1.69788369262e+001, +4.31288471865e-004, +3.39213730153e-001
+3.84580000000e+001, +3.53171688056e-001, +1.66782435560e+001, +4.19465611008e-004, +3.38314300006e-001
+3.86990000000e+001, +3.56720570004e-001, +1.71368941390e+001, +4.32278287245e-004, +3.40883417004e-001
+3.89400000000e+001, +3.53349002570e-001, +1.73083180453e+001, +4.29669674494e-004, +3.37348517833e-001
+3.91830000000e+001, +3.54348523238e-001, +1.72086968666e+001, +4.25823006154e-004, +3.38485567990e-001
+3.94280000000e+001, +3.53393202296e-001, +1.78772702592e+001, +4.37907482754e-004, +3.36330056826e-001
+3.96750000000e+001, +3.53611410387e-001, +1.79041988986e+001, +4.36084410477e-004, +3.36486673446e-001
+3.99220000000e+001, +3.58133516800e-001, +1.74736633129e+001, +4.28707384055e-004, +3.41607471807e-001
+4.01720000000e+001, +3.53646758554e-001, +1.79273882117e+001, +4.31271880227e-004, +3.36476279840e-001
+4.04230000000e+001, +3.53963610508e-001, +1.78686799617e+001, +4.27619082343e-004, +3.36889211006e-001
+4.06750000000e+001, +3.57165599993e-001, +1.84886912424e+001, +4.43182260378e-004, +3.38730949278e-001
+4.09290000000e+001, +3.56275531255e-001, +1.81157339120e+001, +4.30772538529e-004, +3.38615089047e-001
+4.11850000000e+001, +3.55223805832e-001, +1.84104178140e+001, +4.33535734574e-004, +3.37042955211e-001
+4.14420000000e+001, +3.58460894857e-001, +1.79986888512e+001, +4.25376002593e-004, +3.40919104659e-001
+4.17010000000e+001, +3.57133880396e-001, +1.80743878698e+001, +4.22881424309e-004, +3.39510935497e-001
+4.19620000000e+001, +3.56982252552e-001, +1.87391648764e+001, +4.34978464578e-004, +3.38058944459e-001
+4.22240000000e+001, +3.55445662366e-001, +1.87387680844e+001, +4.30409937354e-004, +3.36604598336e-001
+4.24870000000e+001, +3.58683728300e-001, +1.92024716139e+001, +4.41925808166e-004, +3.38727348583e-001
+4.27530000000e+001, +3.55821241514e-001, +1.87202005787e+001, +4.25126940273e-004, +3.36997294935e-001
+4.30200000000e+001, +3.63297218157e-001, +1.89331401976e+001, +4.36092983233e-004, +3.43642055728e-001
+4.32890000000e+001, +3.59588562464e-001, +1.92558884700e+001, +4.35996359296e-004, +3.39471427820e-001
+4.35590000000e+001, +3.61196504021e-001, +1.94321229965e+001, +4.39061528081e-004, +3.40621408546e-001
+4.38310000000e+001, +3.57582555518e-001, +1.94554196262e+001, +4.32468931596e-004, +3.37164924961e-001
+4.41050000000e+001, +3.60647869673e-001, +1.96330754347e+001, +4.37269243189e-004, +3.39681118154e-001
+4.43800000000e+001, +3.60102652615e-001, +2.00453748085e+001, +4.42644049419e-004, +3.38288162109e-001
+4.46580000000e+001, +3.62598880512e-001, +1.98240577738e+001, +4.38245347663e-004, +3.41110710363e-001
+4.49360000000e+001, +3.59658261505e-001, +1.99715626695e+001, +4.35085656658e-004, +3.38029225839e-001
+4.52170000000e+001, +3.59916692352e-001, +1.98097203342e+001, +4.29327580434e-004, +3.38618005870e-001
+4.55000000000e+001, +3.58176333903e-001, +2.02740734933e+001, +4.34133122351e-004, +3.35985815698e-001
+4.57840000000e+001, +3.58558842312e-001, +2.04995751105e+001, +4.36499265357e-004, +3.35853026986e-001
+4.60700000000e+001, +3.60292207917e-001, +2.05221833381e+001, +4.36346551724e-004, +3.37426813632e-001
+4.63580000000e+001, +3.59361030016e-001, +2.06216969634e+001, +4.34521184065e-004, +3.36335414757e-001
+4.66470000000e+001, +3.60259454842e-001, +2.06764359111e+001, +4.34007598497e-004, +3.37054900412e-001
+4.69390000000e+001, +3.62658220601e-001, +2.11127704600e+001, +4.42928117732e-004, +3.38314161304e-001
+4.72320000000e+001, +3.61165533319e-001, +2.11325435866e+001, +4.38760456991e-004, +3.36876757089e-001
+4.75270000000e+001, +3.62097980591e-001, +2.06214786424e+001, +4.27057122660e-004, +3.38897484534e-001
+4.78240000000e+001, +3.66746381008e-001, +2.08491943235e+001, +4.34389802494e-004, +3.42731987875e-001
+4.81220000000e+001, +3.61667397393e-001, +2.12520221283e+001, +4.33569783277e-004, +3.37072233972e-001
+4.84230000000e+001, +3.63167200424e-001, +2.12914846738e+001, +4.33427602731e-004, +3.38379297197e-001
+4.87250000000e+001, +3.63619889373e-001, +2.15385287565e+001, +4.36045702650e-004, +3.38228640681e-001
+4.90300000000e+001, +3.63360373815e-001, +2.14840144230e+001, +4.31979865035e-004, +3.38114017269e-001
+4.93360000000e+001, +3.62452640415e-001, +2.14410427020e+001, +4.27411978382e-004, +3.37368817183e-001
+4.96440000000e+001, +3.67002529792e-001, +2.20161431957e+001, +4.41062948817e-004, +3.40240071007e-001
+4.99540000000e+001, +3.64012159393e-001, +2.19895397139e+001, +4.34255047319e-004, +3.37531086437e-001
+5.02660000000e+001, +3.61330195875e-001, +2.21362239715e+001, +4.31094458793e-004, +3.34696759008e-001
+5.05800000000e+001, +3.63513678734e-001, +2.25536500375e+001, +4.38714704924e-004, +3.35712441335e-001
+5.08960000000e+001, +3.64095013691e-001, +2.26697437258e+001, +4.38817694398e-004, +3.35965668949e-001
+5.12140000000e+001, +3.68234825114e-001, +2.22630211940e+001, +4.33544661307e-004, +3.40784549227e-001
+5.15340000000e+001, +3.65066141873e-001, +2.30231060839e+001, +4.40948857455e-004, +3.35987603544e-001
+5.18560000000e+001, +3.67287580165e-001, +2.29444074548e+001, +4.39451865620e-004, +3.38229085530e-001
+5.21800000000e+001, +3.69192977264e-001, +2.36393123375e+001, +4.51533200839e-004, +3.38213190629e-001
+5.25060000000e+001, +3.67615279704e-001, +2.34164202479e+001, +4.42837628818e-004, +3.37338768486e-001
+5.28340000000e+001, +3.70069215976e-001, +2.29065344930e+001, +4.33905143698e-004, +3.40885935299e-001
+5.31640000000e+001, +3.68247898498e-001, +2.37614864472e+001, +4.44193866349e-004, +3.37031789115e-001
+5.34960000000e+001, +3.71375066339e-001, +2.33507866134e+001, +4.37926053310e-004, +3.40957744378e-001
+5.38300000000e+001, +3.68669205720e-001, +2.33278863679e+001, +4.31637873919e-004, +3.38531883256e-001
+5.41660000000e+001, +3.68269393070e-001, +2.40242063601e+001, +4.40538798768e-004, +3.36367518391e-001
+5.45050000000e+001, +3.68324091176e-001, +2.41649703343e+001, +4.40275929905e-004, +3.36048059413e-001
+5.48450000000e+001, +3.72043622157e-001, +2.43680453672e+001, +4.45453584000e-004, +3.38899711704e-001
+5.51880000000e+001, +3.71212903423e-001, +2.45491340343e+001, +4.44776459284e-004, +3.37657230270e-001
+5.55330000000e+001, +3.71572309230e-001, +2.44558539258e+001, +4.40863644050e-004, +3.38235034692e-001
+5.58790000000e+001, +3.72179357521e-001, +2.42951504682e+001, +4.36141447239e-004, +3.39218447992e-001
+5.62290000000e+001, +3.74832038932e-001, +2.50777129108e+001, +4.49682238061e-004, +3.39498023331e-001
+5.65800000000e+001, +3.72335935279e-001, +2.51838138482e+001, +4.45672517515e-004, +3.36944399214e-001
+5.69330000000e+001, +3.73296507190e-001, +2.48874714405e+001, +4.39161626481e-004, +3.38630722087e-001
+5.72890000000e+001, +3.73340157682e-001, +2.53116014336e+001, +4.43436339130e-004, +3.37498008561e-001
+5.76470000000e+001, +3.74805445715e-001, +2.50262272076e+001, +4.37747468268e-004, +3.39616550882e-001
+5.80070000000e+001, +3.74869416245e-001, +2.55002448374e+001, +4.42800372329e-004, +3.38350929018e-001
+5.83690000000e+001, +3.74289517984e-001, +2.56006901013e+001, +4.40987626161e-004, +3.37544513681e-001
+5.87340000000e+001, +3.74236190419e-001, +2.58110244950e+001, +4.41539005371e-004, +3.36900520734e-001
+5.91010000000e+001, +3.75354223385e-001, +2.60257333351e+001, +4.43514951938e-004, +3.37292205119e-001
+5.94700000000e+001, +3.74253156475e-001, +2.59731671991e+001, +4.38644177645e-004, +3.36453305491e-001
+5.98410000000e+001, +3.71721345161e-001, +2.60820026806e+001, +4.34663174190e-004, +3.33867370299e-001
+6.02150000000e+001, +3.77062401435e-001, +2.67276520049e+001, +4.48228990541e-004, +3.36774955970e-001
+6.05910000000e+001, +3.77259586017e-001, +2.65061041988e+001, +4.42254765791e-004, +3.37604630995e-001
+6.09700000000e+001, +3.76818113690e-001, +2.61608077333e+001, +4.33678528572e-004, +3.38216928220e-001
+6.13510000000e+001, +3.76505476253e-001, +2.65400733097e+001, +4.36421277768e-004, +3.36830107399e-001
+6.17340000000e+001, +3.77758451194e-001, +2.64714219197e+001, +4.34112808978e-004, +3.38153048432e-001
+6.21190000000e+001, +3.79058451294e-001, +2.67806699959e+001, +4.37592915812e-004, +3.38399838662e-001
+6.25070000000e+001, +3.79393641978e-001, +2.71181737381e+001, +4.40333585031e-004, +3.37686240602e-001
+6.28980000000e+001, +3.83233004411e-001, +2.73054688724e+001, +4.44843736826e-004, +3.40530673108e-001
+6.32910000000e+001, +3.78636534621e-001, +2.79026761978e+001, +4.45573873683e-004, +3.34617679642e-001
+6.36860000000e+001, +3.81041355242e-001, +2.77374703098e+001, +4.43194360061e-004, +3.37255679312e-001
+6.40840000000e+001, +3.83721901024e-001, +2.77984239935e+001, +4.44437351223e-004, +3.39438015931e-001
+6.44840000000e+001, +3.82282495834e-001, +2.77004809994e+001, +4.38596259219e-004, +3.38468993233e-001
+6.48870000000e+001, +3.83484783428e-001, +2.82747708450e+001, +4.45568396617e-004, +3.37729689285e-001
+6.52920000000e+001, +3.81380483294e-001, +2.78675780111e+001, +4.34545117486e-004, +3.37151893998e-001
+6.57000000000e+001, +3.84561894397e-001, +2.87769689096e+001, +4.48464787027e-004, +3.37068600031e-001
+6.61110000000e+001, +3.82872716908e-001, +2.88693182207e+001, +4.45020722299e-004, +3.35290520172e-001
+6.65240000000e+001, +3.85009478302e-001, +2.86768856389e+001, +4.42014416954e-004, +3.37784148280e-001
+6.69390000000e+001, +3.86852629655e-001, +2.86553439018e+001, +4.41073574154e-004, +3.39470989789e-001
+6.73570000000e+001, +3.84969039457e-001, +2.89855061471e+001, +4.40794506810e-004, +3.36748710410e-001
+6.77780000000e+001, +3.88348425583e-001, +2.88143302902e+001, +4.39516810124e-004, +3.40265516090e-001
+6.82010000000e+001, +3.88884538588e-001, +2.90413565935e+001, +4.40541009218e-004, +3.39989906476e-001
+6.86270000000e+001, +3.90160274374e-001, +2.94659069269e+001, +4.45092128793e-004, +3.39692477842e-001
+6.90560000000e+001, +3.88873712204e-001, +2.98176390659e+001, +4.45650406029e-004, +3.37391660170e-001
+6.94870000000e+001, +3.86852864195e-001, +2.97720491371e+001, +4.39972848433e-004, +3.35791300165e-001
+6.99210000000e+001, +3.89638671424e-001, +2.98581156828e+001, +4.41546511651e-004, +3.37918393193e-001
+7.03580000000e+001, +3.89935346190e-001, +3.01187850288e+001, +4.42613876170e-004, +3.37288985198e-001
+7.07980000000e+001, +3.92263978242e-001, +3.06016050563e+001, +4.48901710319e-004, +3.37632497920e-001
+7.12400000000e+001, +3.90214380886e-001, +3.05845484592e+001, +4.43562179261e-004, +3.35927472970e-001
+7.16850000000e+001, +3.92073481801e-001, +3.08627245077e+001, +4.46541886549e-004, +3.36555415627e-001
+7.21330000000e+001, +3.91218660622e-001, +3.06485511776e+001, +4.40028179015e-004, +3.36569469723e-001
+7.25830000000e+001, +3.94970496385e-001, +3.10414703560e+001, +4.46593018811e-004, +3.38408467842e-001
+7.30370000000e+001, +3.97027068831e-001, +3.11433443760e+001, +4.47445187576e-004, +3.39805971755e-001
+7.34930000000e+001, +3.95561112669e-001, +3.14206354013e+001, +4.46570099170e-004, +3.37557256293e-001
+7.39520000000e+001, +3.96807320970e-001, +3.11718018442e+001, +4.42027376720e-004, +3.39515924387e-001
+7.44140000000e+001, +3.97583448439e-001, +3.11941705407e+001, +4.40426267549e-004, +3.40099625402e-001
+7.48790000000e+001, +3.97163264512e-001, +3.14395053051e+001, +4.40316651351e-004, +3.38856265591e-001
+7.53460000000e+001, +3.96973407947e-001, +3.19941742403e+001, +4.44283697382e-004, +3.36673930615e-001
+7.58170000000e+001, +4.00294179504e-001, +3.21070207694e+001, +4.46619851754e-004, +3.39071906673e-001
+7.62910000000e+001, +4.01396754885e-001, +3.20066432917e+001, +4.43824184606e-004, +3.40379088589e-001
+7.67670000000e+001, +3.99369426883e-001, +3.22878069390e+001, +4.42284652705e-004, +3.37617140558e-001
+7.72470000000e+001, +4.01272944888e-001, +3.21837715764e+001, +4.40361535778e-004, +3.39614974851e-001
+7.77290000000e+001, +4.01757515710e-001, +3.25142577391e+001, +4.42167865662e-004, +3.38785124945e-001
+7.82150000000e+001, +4.02241352918e-001, +3.30000910301e+001, +4.45786205884e-004, +3.37347635840e-001
+7.87030000000e+001, +4.02385908728e-001, +3.31138364686e+001, +4.44535230166e-004, +3.37033130878e-001
+7.91950000000e+001, +4.03919984900e-001, +3.30465758716e+001, +4.42659331251e-004, +3.38576860374e-001
+7.96900000000e+001, +4.04227448227e-001, +3.34213218811e+001, +4.44661203931e-004, +3.37385590342e-001
+8.01870000000e+001, +4.04412980763e-001, +3.32333299489e+001, +4.39907482208e-004, +3.38269476489e-001
+8.06880000000e+001, +4.05878674789e-001, +3.36777699697e+001, +4.43941638643e-004, +3.37759785694e-001
+8.11920000000e+001, +4.06555939461e-001, +3.41113650413e+001, +4.46928153117e-004, +3.36607628830e-001
+8.17000000000e+001, +4.08758469991e-001, +3.40357187167e+001, +4.45684586584e-004, +3.38733568224e-001
+8.22100000000e+001, +4.07963878915e-001, +3.43684267358e+001, +4.45851829632e-004, +3.36743463278e-001
+8.27230000000e+001, +4.08547092197e-001, +3.43928504451e+001, +4.43996867688e-004, +3.37126519759e-001
+8.32400000000e+001, +4.11637091335e-001, +3.44739045450e+001, +4.45494807395e-004, +3.39347062269e-001
+8.37600000000e+001, +4.10680758825e-001, +3.47159391204e+001, +4.44414081018e-004, +3.37573686902e-001
+8.42830000000e+001, +4.10806395711e-001, +3.48560715151e+001, +4.43349698788e-004, +3.37103742319e-001
+8.48100000000e+001, +4.11870013220e-001, +3.48912441581e+001, +4.42124783452e-004, +3.37831971598e-001
+8.53400000000e+001, +4.13950928879e-001, +3.51710686528e+001, +4.44686184132e-004, +3.38378334403e-001
+8.58730000000e+001, +4.15731740756e-001, +3.54892329554e+001, +4.47317899558e-004, +3.38499022755e-001
+8.64090000000e+001, +4.13648548892e-001, +3.57406180446e+001, +4.45033116454e-004, +3.35745968616e-001
+8.69490000000e+001, +4.13971900397e-001, +3.57568153903e+001, +4.42788799399e-004, +3.35940051411e-001
+8.74920000000e+001, +4.15295871022e-001, +3.60361888769e+001, +4.44432066471e-004, +3.35827170083e-001
+8.80380000000e+001, +4.19921729583e-001, +3.61422082402e+001, +4.47730586248e-004, +3.39110152595e-001
+8.85880000000e+001, +4.20080926059e-001, +3.59723327412e+001, +4.43310572800e-004, +3.39971801203e-001
+8.91420000000e+001, +4.20714837862e-001, +3.63420208450e+001, +4.45133449801e-004, +3.38883227895e-001
+8.96990000000e+001, +4.19003855110e-001, +3.66630769068e+001, +4.43918947936e-004, +3.36108385927e-001
+9.02590000000e+001, +4.19656033455e-001, +3.67651728635e+001, +4.42908400336e-004, +3.36184492140e-001
+9.08230000000e+001, +4.21512016849e-001, +3.67790711114e+001, +4.42248169307e-004, +3.37610103712e-001
+9.13900000000e+001, +4.22513264596e-001, +3.71068621000e+001, +4.43912783971e-004, +3.36959263113e-001
+9.19610000000e+001, +4.26009427322e-001, +3.71620824322e+001, +4.45373378378e-004, +3.39499632867e-001
+9.25350000000e+001, +4.25847475287e-001, +3.75818880412e+001, +4.46707273916e-004, +3.37476662796e-001
+9.31130000000e+001, +4.28678467646e-001, +3.76013369520e+001, +4.47082647534e-004, +3.39631406947e-001
+9.36950000000e+001, +4.27765588280e-001, +3.77626747485e+001, +4.44978672338e-004, +3.38171849100e-001
+9.42800000000e+001, +4.28881419014e-001, +3.79171638092e+001, +4.44912809184e-004, +3.38344564796e-001
