!Agilent Technologies,E4990A,MY54101349,A.02.20
!Date: Wed Sep 28 21:05:58 2022

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+2.53390000000e+001, +3.12327567289e-001, +1.55176783379e+000, +5.31241502911e-005, +3.12213026017e-001
+2.54980000000e+001, +3.16157684909e-001, +1.78478371568e+000, +6.14625368763e-005, +3.16004306385e-001
+2.56570000000e+001, +3.18159813372e-001, +1.27540160756e+000, +4.39286687074e-005, +3.18080991626e-001
+2.58170000000e+001, +3.15888293320e-001, +1.59914039350e+000, +5.43444832219e-005, +3.15765265518e-001
+2.59780000000e+001, +3.14769596244e-001, +1.55606373840e+000, +5.23671039522e-005, +3.14653519401e-001
+2.61410000000e+001, +3.13694967847e-001, +1.96115955617e+000, +6.53598393127e-005, +3.13511222756e-001
+2.63040000000e+001, +3.14318720013e-001, +1.87672147224e+000, +6.22827977036e-005, +3.14150120699e-001
+2.64680000000e+001, +3.16324559245e-001, +1.62467526451e+000, +5.39284144771e-005, +3.16197395975e-001
+2.66340000000e+001, +3.12823139197e-001, +2.33281844488e+000, +7.60888317819e-005, +3.12563885180e-001
+2.68000000000e+001, +3.15444685451e-001, +1.41761433279e+000, +4.63446604367e-005, +3.15348137738e-001
+2.69670000000e+001, +3.18450969976e-001, +8.70354098565e-001, +2.85487249440e-005, +3.18414228981e-001
+2.71360000000e+001, +3.18221893657e-001, +1.39490533332e+000, +4.54342701913e-005, +3.18127591243e-001
+2.73050000000e+001, +3.13516526203e-001, +1.17847751868e+000, +3.75842974640e-005, +3.13450211096e-001
+2.74760000000e+001, +3.15812154572e-001, +1.10391226741e+000, +3.52436209714e-005, +3.15753539505e-001
+2.76480000000e+001, +3.15826550728e-001, +1.77526184558e+000, +5.63216467277e-005, +3.15674963200e-001
+2.78200000000e+001, +3.13635323699e-001, +1.57943988876e+000, +4.94553682538e-005, +3.13516164271e-001
+2.79940000000e+001, +3.15850605435e-001, +1.64619264081e+000, +5.15863924015e-005, +3.15720247375e-001
+2.81690000000e+001, +3.13728244971e-001, +1.55919624890e+000, +4.82310666225e-005, +3.13612085902e-001
+2.83450000000e+001, +3.14083904336e-001, +2.24488105604e+000, +6.90794598064e-005, +3.13842857447e-001
+2.85220000000e+001, +3.18553950489e-001, +2.32715748272e+000, +7.21783378098e-005, +3.18291226593e-001
+2.87000000000e+001, +3.16887291868e-001, +1.18378236128e+000, +3.63045778853e-005, +3.16819658994e-001
+2.88790000000e+001, +3.16170311887e-001, +2.14036829854e+000, +6.50764616335e-005, +3.15949728733e-001
+2.90600000000e+001, +3.18031715929e-001, +2.60526083541e+000, +7.91724104675e-005, +3.17702998474e-001
+2.92410000000e+001, +3.16743735912e-001, +1.55687066049e+000, +4.68395164595e-005, +3.16626809905e-001
+2.94240000000e+001, +3.15445812486e-001, +1.77977624503e+000, +5.29927082549e-005, +3.15293636755e-001
+2.96080000000e+001, +3.15280444035e-001, +1.85732104518e+000, +5.49283276609e-005, +3.15114806903e-001
+2.97930000000e+001, +3.11823841709e-001, +2.54848096729e+000, +7.40680247468e-005, +3.11515433987e-001
+2.99790000000e+001, +3.15699292179e-001, +2.64896456171e+000, +7.74596240466e-005, +3.15361947950e-001
+3.01660000000e+001, +3.16725378177e-001, +1.84312896876e+000, +5.37456667991e-005, +3.16561514913e-001
+3.03550000000e+001, +3.15308175882e-001, +2.54593138693e+000, +7.34355351002e-005, +3.14996945560e-001
+3.05440000000e+001, +3.17546306870e-001, +2.32850823212e+000, +6.72259390089e-005, +3.17284109950e-001
+3.07350000000e+001, +3.13662506150e-001, +1.61927810161e+000, +4.58976571383e-005, +3.13537249346e-001
+3.09270000000e+001, +3.13991120140e-001, +2.38080965266e+000, +6.71238347357e-005, +3.13720082901e-001
+3.11200000000e+001, +3.17710878899e-001, +2.18357235140e+000, +6.19088090200e-005, +3.17480183234e-001
+3.13140000000e+001, +3.17007851429e-001, +1.28877666129e+000, +3.62384831305e-005, +3.16927659294e-001
+3.15100000000e+001, +3.15516438126e-001, +2.34285880268e+000, +6.51472621819e-005, +3.15252696641e-001
+3.17070000000e+001, +3.14631549154e-001, +1.90205932485e+000, +5.24190204854e-005, +3.14458194606e-001
+3.19050000000e+001, +3.15800101864e-001, +2.25810198414e+000, +6.20700556074e-005, +3.15554875084e-001
+3.21040000000e+001, +3.14330419027e-001, +2.02812449480e+000, +5.51478615771e-005, +3.14133514807e-001
+3.23050000000e+001, +3.15632504137e-001, +2.00452580324e+000, +5.43916867283e-005, +3.15439358250e-001
+3.25070000000e+001, +3.13347260969e-001, +1.74233840277e+000, +4.66457502616e-005, +3.13202389724e-001
+3.27100000000e+001, +3.16141022503e-001, +2.05632561489e+000, +5.51945830182e-005, +3.15937438923e-001
+3.29140000000e+001, +3.19562629532e-001, +2.54518594182e+000, +6.86198073565e-005, +3.19247384435e-001
+3.31200000000e+001, +3.15064413642e-001, +2.83671588154e+000, +7.49281349172e-005, +3.14678342751e-001
+3.33260000000e+001, +3.14270769922e-001, +2.63212432511e+000, +6.89242311073e-005, +3.13939207620e-001
+3.35350000000e+001, +3.16437547515e-001, +2.38912144986e+000, +6.26036371303e-005, +3.16162488251e-001
+3.37440000000e+001, +3.14704912624e-001, +2.05034917332e+000, +5.31055108005e-005, +3.14503430013e-001
+3.39550000000e+001, +3.15078078425e-001, +2.30195906325e+000, +5.93188475200e-005, +3.14823817454e-001
+3.41670000000e+001, +3.17951193097e-001, +2.60246953623e+000, +6.72492461929e-005, +3.17623262576e-001
+3.43800000000e+001, +3.11504104723e-001, +2.41247076961e+000, +6.07000610481e-005, +3.11228016126e-001
+3.45950000000e+001, +3.16098301291e-001, +2.33484823495e+000, +5.92440549533e-005, +3.15835876951e-001
+3.48110000000e+001, +3.15657512120e-001, +2.93481326344e+000, +7.38903417775e-005, +3.15243505907e-001
+3.50290000000e+001, +3.14523735160e-001, +3.15260901177e+000, +7.85912383141e-005, +3.14047733119e-001
+3.52480000000e+001, +3.13520441290e-001, +2.68441503940e+000, +6.63009339709e-005, +3.13176400067e-001
+3.54680000000e+001, +3.13413341317e-001, +3.24326842707e+000, +7.95663104944e-005, +3.12911354814e-001
+3.56890000000e+001, +3.14267327675e-001, +2.85387916473e+000, +6.97779711977e-005, +3.13877560428e-001
+3.59120000000e+001, +3.14721579770e-001, +2.69032295939e+000, +6.54680264091e-005, +3.14374698938e-001
+3.61360000000e+001, +3.14855951439e-001, +2.32481511583e+000, +5.62520783883e-005, +3.14596799834e-001
+3.63620000000e+001, +3.16504080319e-001, +3.48430496476e+000, +8.41932926144e-005, +3.15919017463e-001
+3.65890000000e+001, +3.11921383387e-001, +2.69035004177e+000, +6.36856074512e-005, +3.11577581963e-001
+3.68180000000e+001, +3.15746898492e-001, +3.45883262765e+000, +8.23459285486e-005, +3.15171735371e-001
+3.70480000000e+001, +3.13697617358e-001, +2.59148170428e+000, +6.09318006492e-005, +3.13376799737e-001
+3.72790000000e+001, +3.13863846138e-001, +2.85387100461e+000, +6.67158897627e-005, +3.13474581531e-001
+3.75120000000e+001, +3.16854230331e-001, +2.71147023407e+000, +6.35959578728e-005, +3.16499488113e-001
+3.77460000000e+001, +3.16683566538e-001, +3.02439196539e+000, +7.04512117713e-005, +3.16242478200e-001
+3.79820000000e+001, +3.11631557976e-001, +3.29180243609e+000, +7.49818092096e-005, +3.11117379099e-001
+3.82200000000e+001, +3.14919494512e-001, +3.39612210740e+000, +7.76846698861e-005, +3.14366445370e-001
+3.84580000000e+001, +3.14918919539e-001, +3.04988413435e+000, +6.93406300579e-005, +3.14472865349e-001
+3.86990000000e+001, +3.16572551093e-001, +3.76208226428e+000, +8.54254334252e-005, +3.15890371799e-001
+3.89400000000e+001, +3.11536234606e-001, +3.15962192967e+000, +7.01818959451e-005, +3.11062654465e-001
+3.91830000000e+001, +3.16006746565e-001, +3.20404496220e+000, +7.17411601735e-005, +3.15512771395e-001
+3.94280000000e+001, +3.17994846348e-001, +3.05968801097e+000, +6.85146656403e-005, +3.17541535721e-001
+3.96750000000e+001, +3.14622958038e-001, +3.12165421672e+000, +6.87291363302e-005, +3.14156108099e-001
+3.99220000000e+001, +3.12954586748e-001, +2.97259790045e+000, +6.47005313489e-005, +3.12533490884e-001
+4.01720000000e+001, +3.17139039279e-001, +3.36703366411e+000, +7.37940275780e-005, +3.16591589385e-001
+4.04230000000e+001, +3.15245884109e-001, +2.78547558505e+000, +6.03179607605e-005, +3.14873417506e-001
+4.06750000000e+001, +3.15375273436e-001, +3.93916963199e+000, +8.47734918405e-005, +3.14630214424e-001
+4.09290000000e+001, +3.12086585252e-001, +3.34911736948e+000, +7.08964504828e-005, +3.11553573339e-001
+4.11850000000e+001, +3.17130910859e-001, +3.22448721919e+000, +6.89331920559e-005, +3.16628834230e-001
+4.14420000000e+001, +3.16730992480e-001, +3.73888941303e+000, +7.93198167247e-005, +3.16056858185e-001
+4.17010000000e+001, +3.14901442820e-001, +3.51451281303e+000, +7.36747096206e-005, +3.14309208630e-001
+4.19620000000e+001, +3.12993853950e-001, +3.84193573825e+000, +7.95429556290e-005, +3.12290461002e-001
+4.22240000000e+001, +3.15717701593e-001, +3.86545100823e+000, +8.02246319203e-005, +3.14999478628e-001
+4.24870000000e+001, +3.15854720275e-001, +3.60409446501e+000, +7.43769777446e-005, +3.15230035048e-001
+4.27530000000e+001, +3.14500315958e-001, +3.70282085093e+000, +7.56105397943e-005, +3.13843777658e-001
+4.30200000000e+001, +3.15461301839e-001, +3.65915001300e+000, +7.44831674544e-005, +3.14818194236e-001
+4.32890000000e+001, +3.13261243601e-001, +4.29314091656e+000, +8.62174742112e-005, +3.12382264614e-001
+4.35590000000e+001, +3.16624691713e-001, +3.52590501995e+000, +7.11476959122e-005, +3.16025351143e-001
+4.38310000000e+001, +3.17612697567e-001, +3.63167694914e+000, +7.30517024964e-005, +3.16974887151e-001
+4.41050000000e+001, +3.14907427673e-001, +3.80969750200e+000, +7.55027916057e-005, +3.14211556866e-001
+4.43800000000e+001, +3.13603712400e-001, +4.00189567342e+000, +7.84881303915e-005, +3.12839065567e-001
+4.46580000000e+001, +3.19325085435e-001, +4.02499194269e+000, +7.98801769420e-005, +3.18537479106e-001
+4.49360000000e+001, +3.14123469181e-001, +4.29167712912e+000, +8.32576849836e-005, +3.13242671537e-001
+4.52170000000e+001, +3.13973563100e-001, +3.69354428601e+000, +7.11920185898e-005, +3.13321403280e-001
+4.55000000000e+001, +3.13776601085e-001, +4.28248003954e+000, +8.19591714553e-005, +3.12900541200e-001
+4.57840000000e+001, +3.12495675083e-001, +4.49176306986e+000, +8.50745515250e-005, +3.11535876752e-001
+4.60700000000e+001, +3.13478250996e-001, +4.13965874002e+000, +7.81759791070e-005, +3.12660403546e-001
+4.63580000000e+001, +3.13904711882e-001, +3.77149451922e+000, +7.08876289820e-005, +3.13224893793e-001
+4.66470000000e+001, +3.13285937178e-001, +4.59129859694e+000, +8.55628669518e-005, +3.12280617212e-001
+4.69390000000e+001, +3.15077222218e-001, +4.19033733937e+000, +7.80624964901e-005, +3.14234962298e-001
+4.72320000000e+001, +3.15562264956e-001, +4.41829658844e+000, +8.19163481546e-005, +3.14624477732e-001
+4.75270000000e+001, +3.11309418230e-001, +5.01334572890e+000, +9.11009070755e-005, +3.10118463627e-001
+4.78240000000e+001, +3.12970440066e-001, +4.07756553520e+000, +7.40609387021e-005, +3.12178218514e-001
+4.81220000000e+001, +3.14574156623e-001, +3.91056515009e+000, +7.09543720285e-005, +3.13841739931e-001
+4.84230000000e+001, +3.15857556939e-001, +4.87238839576e+000, +8.81770179182e-005, +3.14716156400e-001
+4.87250000000e+001, +3.14832138381e-001, +3.89602883981e+000, +6.98734424624e-005, +3.14104558339e-001
+4.90300000000e+001, +3.12494423362e-001, +4.33527229814e+000, +7.66795893332e-005, +3.11600310048e-001
+4.93360000000e+001, +3.16574256323e-001, +4.01022720661e+000, +7.14205994268e-005, +3.15799150515e-001
+4.96440000000e+001, +3.10815866341e-001, +4.81375004857e+000, +8.36192765849e-005, +3.09719540841e-001
+4.99540000000e+001, +3.15420891700e-001, +4.60489634485e+000, +8.06807438367e-005, +3.14402719758e-001
+5.02660000000e+001, +3.14604850950e-001, +5.09968799475e+000, +8.85438942966e-005, +3.13359503212e-001
+5.05800000000e+001, +3.14881400487e-001, +4.79756482561e+000, +8.28664861057e-005, +3.13778186676e-001
+5.08960000000e+001, +3.13600731709e-001, +5.07903723364e+000, +8.68167200532e-005, +3.12369385473e-001
+5.12140000000e+001, +3.13006981048e-001, +5.15860232764e+000, +8.74596970473e-005, +3.11739184781e-001
+5.15340000000e+001, +3.16463463356e-001, +4.87677032246e+000, +8.30873697422e-005, +3.15317816648e-001
+5.18560000000e+001, +3.14563529928e-001, +5.73766145964e+000, +9.65196335472e-005, +3.12987588818e-001
+5.21800000000e+001, +3.13798852023e-001, +4.67880939533e+000, +7.80723661547e-005, +3.12753156030e-001
+5.25060000000e+001, +3.12928757117e-001, +4.87994093719e+000, +8.06906862854e-005, +3.11794433967e-001
+5.28340000000e+001, +3.15586753929e-001, +4.74535102156e+000, +7.86456122285e-005, +3.14504991421e-001
+5.31640000000e+001, +3.16957697589e-001, +5.31059955001e+000, +8.78218729401e-005, +3.15597186105e-001
+5.34960000000e+001, +3.14388469899e-001, +4.61228831228e+000, +7.52125118791e-005, +3.13370371615e-001
+5.38300000000e+001, +3.14426969377e-001, +5.75430337600e+000, +9.32084602194e-005, +3.12842568895e-001
+5.41660000000e+001, +3.15888550327e-001, +5.32563786965e+000, +8.61490929483e-005, +3.14524943442e-001
+5.45050000000e+001, +3.18593012968e-001, +5.74799533396e+000, +9.31719274254e-005, +3.16991134635e-001
+5.48450000000e+001, +3.12284958706e-001, +5.61950409274e+000, +8.87386901492e-005, +3.10784155937e-001
+5.51880000000e+001, +3.14448161653e-001, +5.42049498120e+000, +8.56629093255e-005, +3.13042024283e-001
+5.55330000000e+001, +3.12515046501e-001, +4.93144837330e+000, +7.69937445395e-005, +3.11358197887e-001
+5.58790000000e+001, +3.12263180664e-001, +5.22087971231e+000, +8.09304905322e-005, +3.10967695715e-001
+5.62290000000e+001, +3.15479878199e-001, +5.17576990736e+000, +8.05550819975e-005, +3.14193552411e-001
+5.65800000000e+001, +3.16686109254e-001, +5.40189284513e+000, +8.38621412008e-005, +3.15279660343e-001
+5.69330000000e+001, +3.15268514075e-001, +5.91554344182e+000, +9.08315720483e-005, +3.13589675983e-001
+5.72890000000e+001, +3.16219911129e-001, +5.69277382300e+000, +8.71414152750e-005, +3.14660342453e-001
+5.76470000000e+001, +3.16400015294e-001, +5.33677317039e+000, +8.12470997876e-005, +3.15028487188e-001
+5.80070000000e+001, +3.15375067354e-001, +4.52852349418e+000, +6.83201501289e-005, +3.14390514014e-001
+5.83690000000e+001, +3.13289068033e-001, +5.77628245083e+000, +8.59751587552e-005, +3.11698328935e-001
+5.87340000000e+001, +3.17403277492e-001, +5.51530171049e+000, +8.26642439867e-005, +3.15933879904e-001
+5.91010000000e+001, +3.14382576757e-001, +5.51922766050e+000, +8.14268412233e-005, +3.12925092160e-001
+5.94700000000e+001, +3.15732827214e-001, +5.42463007992e+000, +7.98804324507e-005, +3.14318791767e-001
+5.98410000000e+001, +3.16325717753e-001, +5.96488172186e+000, +8.74279337436e-005, +3.14613059820e-001
+6.02150000000e+001, +3.13138922940e-001, +5.91248504781e+000, +8.52567686326e-005, +3.11473147396e-001
+6.05910000000e+001, +3.16774304450e-001, +5.89997404933e+000, +8.55306235102e-005, +3.15096307775e-001
+6.09700000000e+001, +3.17207125382e-001, +6.36957872608e+000, +9.18628721791e-005, +3.15248994272e-001
+6.13510000000e+001, +3.16411193449e-001, +5.86701086414e+000, +8.39045194418e-005, +3.14753780042e-001
+6.17340000000e+001, +3.14056621580e-001, +6.08820814498e+000, +8.58722708583e-005, +3.12285277204e-001
+6.21190000000e+001, +3.12297219664e-001, +6.03223295322e+000, +8.40846374703e-005, +3.10568009127e-001
+6.25070000000e+001, +3.16136480780e-001, +6.18532771756e+000, +8.67285908861e-005, +3.14296120017e-001
+6.28980000000e+001, +3.13412973948e-001, +5.98010697286e+000, +8.26223973991e-005, +3.11707420530e-001
+6.32910000000e+001, +3.16171015487e-001, +6.38609835622e+000, +8.84328497906e-005, +3.14209153961e-001
+6.36860000000e+001, +3.14038680003e-001, +6.43688277621e+000, +8.79829098794e-005, +3.12058966921e-001
+6.40840000000e+001, +3.15460453950e-001, +6.11328718442e+000, +8.34340407810e-005, +3.13666516852e-001
+6.44840000000e+001, +3.15137791442e-001, +6.45394852365e+000, +8.74284362771e-005, +3.13140612561e-001
+6.48870000000e+001, +3.14090324622e-001, +6.12209207731e+000, +8.21613393064e-005, +3.12299035141e-001
+6.52920000000e+001, +3.15524619986e-001, +6.67915866409e+000, +8.94557919771e-005, +3.13383161585e-001
+6.57000000000e+001, +3.16927947445e-001, +6.68742616324e+000, +8.94056888919e-005, +3.14771642451e-001
+6.61110000000e+001, +3.16203506040e-001, +6.16387679837e+000, +8.17346799199e-005, +3.14375488231e-001
+6.65240000000e+001, +3.14740361842e-001, +6.60396758770e+000, +8.65993204110e-005, +3.12651997888e-001
+6.69390000000e+001, +3.15443019423e-001, +6.40637948994e+000, +8.36847952292e-005, +3.13473236025e-001
+6.73570000000e+001, +3.16925704171e-001, +6.32189585751e+000, +8.24589860881e-005, +3.14998462288e-001
+6.77780000000e+001, +3.16075331476e-001, +6.87556659736e+000, +8.88515513837e-005, +3.13802270424e-001
+6.82010000000e+001, +3.15528068055e-001, +6.96172190522e+000, +8.92467242978e-005, +3.13201789557e-001
+6.86270000000e+001, +3.16141979954e-001, +7.11844122158e+000, +9.08556025817e-005, +3.13705190486e-001
+6.90560000000e+001, +3.13744157843e-001, +7.07015469286e+000, +8.90016220913e-005, +3.11358505977e-001
+6.94870000000e+001, +3.16258378207e-001, +6.54242494919e+000, +8.25335541251e-005, +3.14198828195e-001
+6.99210000000e+001, +3.16872892220e-001, +6.75880559130e+000, +8.48862240370e-005, +3.14670746445e-001
+7.03580000000e+001, +3.15902727683e-001, +6.97876013232e+000, +8.68242973794e-005, +3.13562286854e-001
+7.07980000000e+001, +3.17698541881e-001, +6.86846947436e+000, +8.54104533459e-005, +3.15418516116e-001
+7.12400000000e+001, +3.15467635023e-001, +6.88810963889e+000, +8.45243441866e-005, +3.13190669151e-001
+7.16850000000e+001, +3.15451275247e-001, +6.54309949973e+000, +7.98069379928e-005, +3.13396558108e-001
+7.21330000000e+001, +3.16070360328e-001, +7.04543513281e+000, +8.55381938027e-005, +3.13683775645e-001
+7.25830000000e+001, +3.16397320055e-001, +7.35083688882e+000, +8.87646617350e-005, +3.13796949013e-001
+7.30370000000e+001, +3.15818503570e-001, +7.32348683660e+000, +8.77257003158e-005, +3.13242142309e-001
+7.34930000000e+001, +3.15583787789e-001, +7.53864347725e+000, +8.96614219652e-005, +3.12856071420e-001
+7.39520000000e+001, +3.16045075286e-001, +7.15044551888e+000, +8.46645844979e-005, +3.13587107262e-001
+7.44140000000e+001, +3.16467904298e-001, +7.48432494434e+000, +8.81636126382e-005, +3.13771766684e-001
+7.48790000000e+001, +3.15597203516e-001, +7.75283011040e+000, +9.04908744748e-005, +3.12712403723e-001
+7.53460000000e+001, +3.16956939120e-001, +7.73936506642e+000, +9.01615581004e-005, +3.14069750032e-001
+7.58170000000e+001, +3.16114976821e-001, +7.58142626583e+000, +8.75505383556e-005, +3.13351614157e-001
+7.62910000000e+001, +3.16209532771e-001, +7.51944832946e+000, +8.63252250727e-005, +3.13490288511e-001
+7.67670000000e+001, +3.15975352184e-001, +7.66342673839e+000, +8.73581605745e-005, +3.13153226034e-001
+7.72470000000e+001, +3.15290462459e-001, +7.97593413820e+000, +9.01373337565e-005, +3.12240480641e-001
+7.77290000000e+001, +3.16378955540e-001, +7.72470239221e+000, +8.70737566967e-005, +3.13507924425e-001
+7.82150000000e+001, +3.18518687500e-001, +7.87612256914e+000, +8.88149757715e-005, +3.15513991098e-001
+7.87030000000e+001, +3.13526515740e-001, +7.78265314356e+000, +8.58562357492e-005, +3.10638586721e-001
+7.91950000000e+001, +3.16097552398e-001, +7.74661966537e+000, +8.56266860662e-005, +3.13212799224e-001
+7.96900000000e+001, +3.14504582698e-001, +8.08422485438e+000, +8.83317989859e-005, +3.11379166447e-001
+8.01870000000e+001, +3.16316006734e-001, +7.97792518684e+000, +8.71365575706e-005, +3.13254578829e-001
+8.06880000000e+001, +3.15525377178e-001, +8.06921402027e+000, +8.73609748174e-005, +3.12401430902e-001
+8.11920000000e+001, +3.16626776601e-001, +7.97793234323e+000, +8.61426012862e-005, +3.13562335457e-001
+8.17000000000e+001, +3.15178549312e-001, +8.28387821457e+000, +8.84609681283e-005, +3.11890092500e-001
+8.22100000000e+001, +3.17841849854e-001, +8.44330408810e+000, +9.03490034120e-005, +3.14396965788e-001
+8.27230000000e+001, +3.16151617482e-001, +8.69885962392e+000, +9.19939407070e-005, +3.12514892928e-001
+8.32400000000e+001, +3.18890959283e-001, +8.50112171303e+000, +9.01341237742e-005, +3.15387294562e-001
+8.37600000000e+001, +3.17933293464e-001, +8.67506798529e+000, +9.11190374913e-005, +3.14296013777e-001
+8.42830000000e+001, +3.14911799106e-001, +8.30145761067e+000, +8.58578979133e-005, +3.11612189903e-001
+8.48100000000e+001, +3.15743872632e-001, +8.55625173820e+000, +8.81563353891e-005, +3.12229728802e-001
+8.53400000000e+001, +3.16564560686e-001, +8.80499864844e+000, +9.03702929661e-005, +3.12833857077e-001
+8.58730000000e+001, +3.15829370222e-001, +8.91759798359e+000, +9.07374227515e-005, +3.12011719858e-001
+8.64090000000e+001, +3.19097071605e-001, +9.07749011836e+000, +9.27275424274e-005, +3.15100657233e-001
+8.69490000000e+001, +3.17806959491e-001, +9.01671299736e+000, +9.11696886059e-005, +3.13879713107e-001
+8.74920000000e+001, +3.16639764043e-001, +8.66731837000e+000, +8.68003992111e-005, +3.13023739672e-001
+8.80380000000e+001, +3.15440858704e-001, +9.18259817359e+000, +9.10018233413e-005, +3.11398414237e-001
+8.85880000000e+001, +3.15579236118e-001, +9.03220889564e+000, +8.90071168299e-005, +3.11666130814e-001
+8.91420000000e+001, +3.17217285936e-001, +8.88078641482e+000, +8.74345414813e-005, +3.13414387045e-001
+8.96990000000e+001, +3.15265140325e-001, +9.36149666033e+000, +9.09907191477e-005, +3.11066343194e-001
+9.02590000000e+001, +3.16682362966e-001, +9.66579165326e+000, +9.37575719952e-005, +3.12186705209e-001
+9.08230000000e+001, +3.14892039122e-001, +9.30499639982e+000, +8.92213525900e-005, +3.10748570080e-001
+9.13900000000e+001, +3.18855301310e-001, +9.23726151806e+000, +8.91359094884e-005, +3.14720411211e-001
+9.19610000000e+001, +3.15862897264e-001, +9.93798380162e+000, +9.43432632044e-005, +3.11123415742e-001
+9.25350000000e+001, +3.17684712751e-001, +9.43551730432e+000, +8.95753944651e-005, +3.13386669637e-001
+9.31130000000e+001, +3.18200756474e-001, +9.24079128892e+000, +8.73399834932e-005, +3.14071207111e-001
+9.36950000000e+001, +3.17385487476e-001, +9.44161867125e+000, +8.84397054774e-005, +3.13085950120e-001
+9.42800000000e+001, +3.17033563041e-001, +9.76126498664e+000, +9.07374059626e-005, +3.12443786994e-001
