!Agilent Technologies,E4990A,MY54101349,A.02.20
!Date: Wed Sep 28 18:38:03 2022

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+5.25060000000e+001, +2.39698838799e-001, +8.19851212412e+000, +1.03611149644e-004, +2.37249100945e-001
+5.28340000000e+001, +2.38180393587e-001, +7.64761160053e+000, +9.54828819609e-005, +2.36061849422e-001
+5.31640000000e+001, +2.41290883832e-001, +8.57048522968e+000, +1.07647859690e-004, +2.38596456091e-001
+5.34960000000e+001, +2.39351713678e-001, +7.81158870337e+000, +9.67845015040e-005, +2.37130618391e-001
+5.38300000000e+001, +2.40937199025e-001, +8.28500852059e+000, +1.02649162442e-004, +2.38422664235e-001
+5.41660000000e+001, +2.39687495015e-001, +8.31201908790e+000, +1.01811824009e-004, +2.37169694204e-001
+5.45050000000e+001, +2.42285201305e-001, +8.42711083297e+000, +1.03681145462e-004, +2.39669272126e-001
+5.48450000000e+001, +2.43611004298e-001, +8.15390405395e+000, +1.00266537351e-004, +2.41148257648e-001
+5.51880000000e+001, +2.45086211616e-001, +7.82993823083e+000, +9.62891694650e-005, +2.42801221649e-001
+5.55330000000e+001, +2.43076745277e-001, +8.09258764996e+000, +9.80691118099e-005, +2.40656157347e-001
+5.58790000000e+001, +2.38881571727e-001, +8.71674314930e+000, +1.03111988439e-004, +2.36122404221e-001
+5.62290000000e+001, +2.36838651410e-001, +8.61197896715e+000, +1.00382072987e-004, +2.34168318286e-001
+5.65800000000e+001, +2.41088516287e-001, +9.01747527887e+000, +1.06292262463e-004, +2.38108802530e-001
+5.69330000000e+001, +2.38391268813e-001, +8.35287359866e+000, +9.68100016996e-005, +2.35862450754e-001
+5.72890000000e+001, +2.40858905951e-001, +9.14120854179e+000, +1.06303746522e-004, +2.37799949717e-001
+5.76470000000e+001, +2.41612376606e-001, +9.55472389691e+000, +1.10724398365e-004, +2.38260611985e-001
+5.80070000000e+001, +2.43576050323e-001, +8.68840593309e+000, +1.00954588825e-004, +2.40780887244e-001
+5.83690000000e+001, +2.40509927563e-001, +8.88629055201e+000, +1.01303918473e-004, +2.37623052225e-001
+5.87340000000e+001, +2.42776910960e-001, +9.34890318778e+000, +1.06867864050e-004, +2.39552208336e-001
+5.91010000000e+001, +2.39490651222e-001, +9.29918139676e+000, +1.04214368182e-004, +2.36343271117e-001
+5.94700000000e+001, +2.41944440769e-001, +9.50663300863e+000, +1.06941779994e-004, +2.38621693821e-001
+5.98410000000e+001, +2.40004465874e-001, +8.63738777120e+000, +9.58637027319e-005, +2.37282477495e-001
+6.02150000000e+001, +2.40628324947e-001, +9.72415205240e+000, +1.07424752799e-004, +2.37171063249e-001
+6.05910000000e+001, +2.40953383403e-001, +8.75070047296e+000, +9.62887434596e-005, +2.38148601831e-001
+6.09700000000e+001, +2.43008987679e-001, +9.73230164227e+000, +1.07233076010e-004, +2.39511680866e-001
+6.13510000000e+001, +2.40309501232e-001, +9.45992910500e+000, +1.02461265426e-004, +2.37041481742e-001
+6.17340000000e+001, +2.42722262914e-001, +9.62090816884e+000, +1.04581760946e-004, +2.39308402144e-001
+6.21190000000e+001, +2.42031311065e-001, +1.03004121758e+001, +1.10881046262e-004, +2.38130674344e-001
+6.25070000000e+001, +2.39473572523e-001, +9.77748415171e+000, +1.03548460450e-004, +2.35995149576e-001
+6.28980000000e+001, +2.41740977019e-001, +1.00043053301e+001, +1.06264654254e-004, +2.38065233408e-001
+6.32910000000e+001, +2.40840708349e-001, +9.35457580549e+000, +9.84415306600e-005, +2.37637848849e-001
+6.36860000000e+001, +2.39426389750e-001, +1.04779052080e+001, +1.08811958760e-004, +2.35433980886e-001
+6.40840000000e+001, +2.43710384528e-001, +1.04451615713e+001, +1.09730875290e-004, +2.39671829728e-001
+6.44840000000e+001, +2.41865267278e-001, +9.60028557442e+000, +9.95563880251e-005, +2.38477993997e-001
+6.48870000000e+001, +2.39704329326e-001, +1.02873814123e+001, +1.04998855825e-004, +2.35850936670e-001
+6.52920000000e+001, +2.43010014189e-001, +1.02448116564e+001, +1.05353515693e-004, +2.39135658645e-001
+6.57000000000e+001, +2.43631504004e-001, +1.09479527407e+001, +1.12086299459e-004, +2.39197437077e-001
+6.61110000000e+001, +2.43795888825e-001, +9.97757443252e+000, +1.01689915747e-004, +2.40108632882e-001
+6.65240000000e+001, +2.41336689738e-001, +1.08271892821e+001, +1.08460196558e-004, +2.37040467017e-001
+6.69390000000e+001, +2.39521416760e-001, +1.10204778188e+001, +1.08863396689e-004, +2.35104384252e-001
+6.73570000000e+001, +2.38805647808e-001, +1.02067801151e+001, +9.99881788315e-005, +2.35026463822e-001
+6.77780000000e+001, +2.41351908710e-001, +1.06616113128e+001, +1.04851133886e-004, +2.37185444503e-001
+6.82010000000e+001, +2.42017828113e-001, +1.08931693420e+001, +1.06730577313e-004, +2.37656969179e-001
+6.86270000000e+001, +2.41547371794e-001, +9.96473934977e+000, +9.69346753874e-005, +2.37903492519e-001
+6.90560000000e+001, +2.44711907156e-001, +1.06321889176e+001, +1.04058727625e-004, +2.40510656352e-001
+6.94870000000e+001, +2.41755341115e-001, +1.13072806983e+001, +1.08568905762e-004, +2.37062809826e-001
+6.99210000000e+001, +2.42463709220e-001, +1.10816261655e+001, +1.06078912796e-004, +2.37942816301e-001
+7.03580000000e+001, +2.40764687650e-001, +1.12594487535e+001, +1.06339610794e-004, +2.36130712425e-001
+7.07980000000e+001, +2.42060839518e-001, +1.14638050607e+001, +1.08150445961e-004, +2.37231835657e-001
+7.12400000000e+001, +2.38968415133e-001, +1.16680058267e+001, +1.07970415634e-004, +2.34030346739e-001
+7.16850000000e+001, +2.41682143103e-001, +1.17891284427e+001, +1.09629313762e-004, +2.36584141820e-001
+7.21330000000e+001, +2.42816258480e-001, +1.13111413388e+001, +1.05080719640e-004, +2.38099926034e-001
+7.25830000000e+001, +2.44279793943e-001, +1.11797464463e+001, +1.03853886185e-004, +2.39644280528e-001
+7.30370000000e+001, +2.43483395685e-001, +1.16110279138e+001, +1.06786895890e-004, +2.38500880352e-001
+7.34930000000e+001, +2.42453652522e-001, +1.12347176496e+001, +1.02295339562e-004, +2.37807581414e-001
+7.39520000000e+001, +2.43851109921e-001, +1.11304807168e+001, +1.01309739458e-004, +2.39264296293e-001
+7.44140000000e+001, +2.42305133957e-001, +1.16766001619e+001, +1.04884541142e-004, +2.37290762027e-001
+7.48790000000e+001, +2.41380275925e-001, +1.18968673746e+001, +1.05766140887e-004, +2.36195489820e-001
+7.53460000000e+001, +2.44887748122e-001, +1.20021937553e+001, +1.07568254475e-004, +2.39534413652e-001
+7.58170000000e+001, +2.44386065933e-001, +1.14975838221e+001, +1.02257520507e-004, +2.39481997911e-001
+7.62910000000e+001, +2.43356627701e-001, +1.21783556353e+001, +1.07097899480e-004, +2.37880046374e-001
+7.67670000000e+001, +2.44341285286e-001, +1.20616860142e+001, +1.05855950612e-004, +2.38947009438e-001
+7.72470000000e+001, +2.40993892903e-001, +1.25926357549e+001, +1.08252144620e-004, +2.35196734658e-001
+7.77290000000e+001, +2.39728787589e-001, +1.21566126525e+001, +1.03367453861e-004, +2.34353022995e-001
+7.82150000000e+001, +2.45111578275e-001, +1.22733810675e+001, +1.06025184615e-004, +2.39509415978e-001
+7.87030000000e+001, +2.46583621357e-001, +1.28745355863e+001, +1.11106929650e-004, +2.40384587708e-001
+7.91950000000e+001, +2.42480616887e-001, +1.25462788275e+001, +1.05855988105e-004, +2.36690389868e-001
+7.96900000000e+001, +2.44260206358e-001, +1.31160693380e+001, +1.10700693125e-004, +2.37888034444e-001
+8.01870000000e+001, +2.45004702436e-001, +1.30401094467e+001, +1.09721918912e-004, +2.38686607138e-001
+8.06880000000e+001, +2.44344884011e-001, +1.31410451300e+001, +1.09573980693e-004, +2.37946310195e-001
+8.11920000000e+001, +2.44789581091e-001, +1.28065409258e+001, +1.06362074013e-004, +2.38700209137e-001
+8.17000000000e+001, +2.44726666015e-001, +1.24240562130e+001, +1.02567880502e-004, +2.38995665136e-001
+8.22100000000e+001, +2.44001686089e-001, +1.24962434953e+001, +1.02210756916e-004, +2.38221333856e-001
+8.27230000000e+001, +2.44034603297e-001, +1.26410815303e+001, +1.02749041539e-004, +2.38119229075e-001
+8.32400000000e+001, +2.45661260845e-001, +1.39449096455e+001, +1.13193545149e-004, +2.38421104548e-001
+8.37600000000e+001, +2.45372754817e-001, +1.33672027150e+001, +1.07790572602e-004, +2.38725208430e-001
+8.42830000000e+001, +2.44979789126e-001, +1.38302231312e+001, +1.10583752277e-004, +2.37877413484e-001
+8.48100000000e+001, +2.44846581281e-001, +1.31416957716e+001, +1.04467510392e-004, +2.38434237549e-001
+8.53400000000e+001, +2.44470494413e-001, +1.32440951758e+001, +1.04452580699e-004, +2.37968281960e-001
+8.58730000000e+001, +2.44482477289e-001, +1.34463909447e+001, +1.05365982690e-004, +2.37780703805e-001
+8.64090000000e+001, +2.43364790427e-001, +1.35544744717e+001, +1.05055900627e-004, +2.36586480072e-001
+8.69490000000e+001, +2.45599797228e-001, +1.39518537518e+001, +1.08390792495e-004, +2.38354277348e-001
+8.74920000000e+001, +2.45870646360e-001, +1.40275731461e+001, +1.08410424612e-004, +2.38538584752e-001
+8.80380000000e+001, +2.44913397779e-001, +1.40141790032e+001, +1.07218200887e-004, +2.37623753303e-001
+8.85880000000e+001, +2.46316080816e-001, +1.45260768791e+001, +1.10994438317e-004, +2.38442238832e-001
+8.91420000000e+001, +2.45412154479e-001, +1.43881991941e+001, +1.08878824443e-004, +2.37714645553e-001
+8.96990000000e+001, +2.45716108046e-001, +1.43788579718e+001, +1.08267886130e-004, +2.38019016870e-001
+9.02590000000e+001, +2.46923502849e-001, +1.39160095013e+001, +1.04714254320e-004, +2.39676130015e-001
+9.08230000000e+001, +2.45712387011e-001, +1.45577610601e+001, +1.08228191047e-004, +2.37823725760e-001
+9.13900000000e+001, +2.44375586678e-001, +1.46850520907e+001, +1.07886425395e-004, +2.36392794904e-001
+9.19610000000e+001, +2.45773681221e-001, +1.53098831367e+001, +1.12310561969e-004, +2.37051637241e-001
+9.25350000000e+001, +2.46646711361e-001, +1.46314044007e+001, +1.07157436695e-004, +2.38648171452e-001
+9.31130000000e+001, +2.47330247622e-001, +1.53383252348e+001, +1.11825945379e-004, +2.38520516738e-001
+9.36950000000e+001, +2.44394173435e-001, +1.51016778054e+001, +1.08157574306e-004, +2.35954021157e-001
+9.42800000000e+001, +2.45674335992e-001, +1.49119806482e+001, +1.06723231834e-004, +2.37400587263e-001
