!Agilent Technologies,E4990A,MY54101349,A.02.20
!Date: Wed Sep 21 03:08:47 2022

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+2.78200000000e+001, +4.31136449737e+000, +7.92030468241e+001, +2.42281726230e-002, +8.07643941046e-001
+2.79940000000e+001, +4.33859154881e+000, +7.92974186227e+001, +2.42372117653e-002, +8.05723677808e-001
+2.81690000000e+001, +4.36550633538e+000, +7.93089530152e+001, +2.42369829648e-002, +8.09858484319e-001
+2.83450000000e+001, +4.38774352721e+000, +7.92717620377e+001, +2.42062114264e-002, +8.16782270670e-001
+2.85220000000e+001, +4.41827004434e+000, +7.94063196377e+001, +2.42340683357e-002, +8.12267724683e-001
+2.87000000000e+001, +4.44367094784e+000, +7.93866367007e+001, +2.42206677553e-002, +8.18437977507e-001
+2.88790000000e+001, +4.47351757170e+000, +7.94318313739e+001, +2.42357892221e-002, +8.20466565891e-001
+2.90600000000e+001, +4.50140006928e+000, +7.94982259794e+001, +2.42401758025e-002, +8.20452047443e-001
+2.92410000000e+001, +4.52713573422e+000, +7.94426899700e+001, +2.42234955018e-002, +8.29456981605e-001
+2.94240000000e+001, +4.55571866615e+000, +7.95116017893e+001, +2.42302407226e-002, +8.29306730355e-001
+2.96080000000e+001, +4.58209019419e+000, +7.95442482299e+001, +2.42216008947e-002, +8.31539976408e-001
+2.97930000000e+001, +4.60949900781e+000, +7.95406190946e+001, +2.42149008013e-002, +8.36801139355e-001
+2.99790000000e+001, +4.63660667245e+000, +7.95221667731e+001, +2.42047429774e-002, +8.43190602917e-001
+3.01660000000e+001, +4.65952132802e+000, +7.95853709913e+001, +2.41784950880e-002, +8.42302924471e-001
+3.03550000000e+001, +4.69795064968e+000, +7.96370076705e+001, +2.42301252004e-002, +8.45085277185e-001
+3.05440000000e+001, +4.71911258644e+000, +7.96027098345e+001, +2.41860113208e-002, +8.51670643270e-001
+3.07350000000e+001, +4.75209516681e+000, +7.96780293113e+001, +2.42095157343e-002, +8.51477956868e-001
+3.09270000000e+001, +4.78199319831e+000, +7.97331459168e+001, +2.42148192089e-002, +8.52309005378e-001
+3.11200000000e+001, +4.80532194479e+000, +7.97103083196e+001, +2.41802942575e-002, +8.58351581033e-001
+3.13140000000e+001, +4.84003654718e+000, +7.97275151134e+001, +2.42054093653e-002, +8.63122285152e-001
+3.15100000000e+001, +4.86689470254e+000, +7.98274561007e+001, +2.41959398039e-002, +8.59557332089e-001
+3.17070000000e+001, +4.90232259207e+000, +7.97119780228e+001, +2.42118353166e-002, +8.75537775470e-001
+3.19050000000e+001, +4.93149859429e+000, +7.97959866048e+001, +2.42111960423e-002, +8.73633122889e-001
+3.21040000000e+001, +4.95687037771e+000, +7.98181637821e+001, +2.41865942847e-002, +8.76239478679e-001
+3.23050000000e+001, +4.98442175628e+000, +7.98543337710e+001, +2.41724400903e-002, +8.78012596373e-001
+3.25070000000e+001, +5.02241331751e+000, +7.98636835820e+001, +2.42060368367e-002, +8.83898082491e-001
+3.27100000000e+001, +5.05484049543e+000, +7.99658713934e+001, +2.42188104961e-002, +8.80728890328e-001
+3.29140000000e+001, +5.07967879766e+000, +7.99426623819e+001, +2.41852354263e-002, +8.87082683831e-001
+3.31200000000e+001, +5.11140720988e+000, +8.00234459474e+001, +2.41909566141e-002, +8.85526615944e-001
+3.33260000000e+001, +5.13868732923e+000, +7.99720958573e+001, +2.41659151270e-002, +8.94788202896e-001
+3.35350000000e+001, +5.16954380087e+000, +8.00419395328e+001, +2.41647014032e-002, +8.93955090127e-001
+3.37440000000e+001, +5.20042332877e+000, +8.00095599658e+001, +2.41560821037e-002, +9.02189498365e-001
+3.39550000000e+001, +5.23618226673e+000, +8.00294691207e+001, +2.41725205793e-002, +9.06601160982e-001
+3.41670000000e+001, +5.26202089746e+000, +8.00129686336e+001, +2.41398536604e-002, +9.12567376784e-001
+3.43800000000e+001, +5.29997557053e+000, +8.01879545258e+001, +2.41762192428e-002, +9.03204139282e-001
+3.45950000000e+001, +5.33523328919e+000, +8.01324186901e+001, +2.41817349425e-002, +9.14307919927e-001
+3.48110000000e+001, +5.36771382231e+000, +8.01364175866e+001, +2.41782855807e-002, +9.19505069807e-001
+3.50290000000e+001, +5.39648712034e+000, +8.01509133957e+001, +2.41576755616e-002, +9.23088862691e-001
+3.52480000000e+001, +5.42901958378e+000, +8.01605089158e+001, +2.41530115116e-002, +9.27757830370e-001
+3.54680000000e+001, +5.46256899672e+000, +8.02430334572e+001, +2.41575352920e-002, +9.25737937893e-001
+3.56890000000e+001, +5.49957833057e+000, +8.02590750500e+001, +2.41717609738e-002, +9.30492356271e-001
+3.59120000000e+001, +5.52924714723e+000, +8.02875115025e+001, +2.41533088893e-002, +9.32807353767e-001
+3.61360000000e+001, +5.56177496502e+000, +8.02897766994e+001, +2.41449604891e-002, +9.38078199427e-001
+3.63620000000e+001, +5.59998686995e+000, +8.03081970179e+001, +2.41610764100e-002, +9.42748595625e-001
+3.65890000000e+001, +5.62734883762e+000, +8.03323373278e+001, +2.41302344201e-002, +9.45017734288e-001
+3.68180000000e+001, +5.66336933355e+000, +8.03910165429e+001, +2.41378436500e-002, +9.45348524105e-001
+3.70480000000e+001, +5.69554363449e+000, +8.03369306956e+001, +2.41204046029e-002, +9.56019766301e-001
+3.72790000000e+001, +5.73355175983e+000, +8.03765614248e+001, +2.41337437986e-002, +9.58489798216e-001
+3.75120000000e+001, +5.77017148877e+000, +8.03952589318e+001, +2.41383578888e-002, +9.62755043638e-001
+3.77460000000e+001, +5.80213736452e+000, +8.04274979854e+001, +2.41239030234e-002, +9.64869438966e-001
+3.79820000000e+001, +5.83545573169e+000, +8.04802252988e+001, +2.41154108069e-002, +9.65114331359e-001
+3.82200000000e+001, +5.87731898290e+000, +8.04685856930e+001, +2.41363441651e-002, +9.73215521903e-001
+3.84580000000e+001, +5.90764270808e+000, +8.05011483863e+001, +2.41130311746e-002, +9.74925501334e-001
+3.86990000000e+001, +5.94189277908e+000, +8.05213597685e+001, +2.41032139126e-002, +9.78510361060e-001
+3.89400000000e+001, +5.97933329270e+000, +8.05569458203e+001, +2.41074708944e-002, +9.81012848351e-001
+3.91830000000e+001, +6.01563315093e+000, +8.05482139618e+001, +2.41027992017e-002, +9.87872812695e-001
+3.94280000000e+001, +6.05087479174e+000, +8.06122614091e+001, +2.40978214761e-002, +9.86987413775e-001
+3.96750000000e+001, +6.09245529515e+000, +8.05927249512e+001, +2.41110026853e-002, +9.95819308662e-001
+3.99220000000e+001, +6.13168498906e+000, +8.06234271561e+001, +2.41182555895e-002, +9.98989803148e-001
+4.01720000000e+001, +6.16455407758e+000, +8.06877730313e+001, +2.41010974407e-002, +9.97513701212e-001
+4.04230000000e+001, +6.20109142770e+000, +8.06259831555e+001, +2.40891313703e-002, +1.01002473838e+000
+4.06750000000e+001, +6.23697137773e+000, +8.07026576780e+001, +2.40837039815e-002, +1.00763290499e+000
+4.09290000000e+001, +6.27443664633e+000, +8.07084540137e+001, +2.40784144877e-002, +1.01305929973e+000
+4.11850000000e+001, +6.31215178570e+000, +8.07508246695e+001, +2.40754862245e-002, +1.01454180176e+000
+4.14420000000e+001, +6.34815249365e+000, +8.07519036069e+001, +2.40627178958e-002, +1.02021014840e+000
+4.17010000000e+001, +6.39162629448e+000, +8.07385703439e+001, +2.40761185083e-002, +1.02866484284e+000
+4.19620000000e+001, +6.42675194579e+000, +8.07773960954e+001, +2.40605090911e-002, +1.03001947327e+000
+4.22240000000e+001, +6.46496102783e+000, +8.08422460383e+001, +2.40577784005e-002, +1.02891986050e+000
+4.24870000000e+001, +6.50779070107e+000, +8.08426252029e+001, +2.40672769468e-002, +1.03569382668e+000
+4.27530000000e+001, +6.54544439125e+000, +8.08673799452e+001, +2.40575941329e-002, +1.03889426438e+000
+4.30200000000e+001, +6.58584405845e+000, +8.08556127320e+001, +2.40550542182e-002, +1.04664191825e+000
+4.32890000000e+001, +6.62069007860e+000, +8.09255248296e+001, +2.40367627982e-002, +1.04420309890e+000
+4.35590000000e+001, +6.66191682030e+000, +8.09016789366e+001, +2.40349194127e-002, +1.05344313110e+000
+4.38310000000e+001, +6.69960562244e+000, +8.09035756027e+001, +2.40210245272e-002, +1.05918384093e+000
+4.41050000000e+001, +6.74205516575e+000, +8.09701196232e+001, +2.40275008400e-002, +1.05816241671e+000
+4.43800000000e+001, +6.78969137082e+000, +8.09825147965e+001, +2.40481560903e-002, +1.06418821744e+000
+4.46580000000e+001, +6.83632929746e+000, +8.09522489329e+001, +2.40605905145e-002, +1.07506448694e+000
+4.49360000000e+001, +6.85968687712e+000, +8.10955529532e+001, +2.40029176615e-002, +1.06179081183e+000
+4.52170000000e+001, +6.90496603906e+000, +8.11428242956e+001, +2.40143006309e-002, +1.06317085987e+000
+4.55000000000e+001, +6.94733204636e+000, +8.11714904307e+001, +2.40132313457e-002, +1.06625947224e+000
+4.57840000000e+001, +6.99328549863e+000, +8.11728606288e+001, +2.40222168920e-002, +1.07314703574e+000
+4.60700000000e+001, +7.03616378048e+000, +8.11973738122e+001, +2.40210562219e-002, +1.07675210958e+000
+4.63580000000e+001, +7.07173086239e+000, +8.12544168863e+001, +2.39961816251e-002, +1.07523683245e+000
+4.66470000000e+001, +7.11309569579e+000, +8.12604520107e+001, +2.39873943959e-002, +1.08078570232e+000
+4.69390000000e+001, +7.15786104852e+000, +8.12608955228e+001, +2.39882236754e-002, +1.08753272421e+000
+4.72320000000e+001, +7.20252173852e+000, +8.12709280217e+001, +2.39888033386e-002, +1.09307172777e+000
+4.75270000000e+001, +7.24812829206e+000, +8.13128285935e+001, +2.39935471690e-002, +1.09475361153e+000
+4.78240000000e+001, +7.29105114919e+000, +8.13471484699e+001, +2.39879371880e-002, +1.09691926158e+000
+4.81220000000e+001, +7.33650055136e+000, +8.13273643016e+001, +2.39867326108e-002, +1.10626138905e+000
+4.84230000000e+001, +7.37880275268e+000, +8.13734305074e+001, +2.39780098444e-002, +1.10677494861e+000
+4.87250000000e+001, +7.41920785259e+000, +8.12992313537e+001, +2.39551513068e-002, +1.12233385175e+000
+4.90300000000e+001, +7.46039786553e+000, +8.13953822727e+001, +2.39444150480e-002, +1.11618766038e+000
+4.93360000000e+001, +7.51035146109e+000, +8.14447587794e+001, +2.39583513843e-002, +1.11726161235e+000
+4.96440000000e+001, +7.55337862667e+000, +8.14012160061e+001, +2.39433719897e-002, +1.12933856159e+000
+4.99540000000e+001, +7.60758944504e+000, +8.14639331243e+001, +2.39695147283e-002, +1.12920936030e+000
+5.02660000000e+001, +7.64337518821e+000, +8.15087358907e+001, +2.39355896921e-002, +1.12861018740e+000
+5.05800000000e+001, +7.69721289144e+000, +8.14873996188e+001, +2.39532130903e-002, +1.13939464056e+000
+5.08960000000e+001, +7.73619681797e+000, +8.15009783634e+001, +2.39259039997e-002, +1.14335204620e+000
+5.12140000000e+001, +7.78048451435e+000, +8.14999938665e+001, +2.39133999665e-002, +1.15002965812e+000
+5.15340000000e+001, +7.83190631261e+000, +8.14861608483e+001, +2.39211100761e-002, +1.15950035647e+000
+5.18560000000e+001, +7.87740379758e+000, +8.15975530972e+001, +2.39175863250e-002, +1.15108781037e+000
+5.21800000000e+001, +7.92435230001e+000, +8.15593284452e+001, +2.39083750463e-002, +1.16317786846e+000
+5.25060000000e+001, +7.97965275421e+000, +8.15540898516e+001, +2.39254174439e-002, +1.17201683611e+000
+5.28340000000e+001, +8.02114818427e+000, +8.16815731790e+001, +2.39083661178e-002, +1.16045507062e+000
+5.31640000000e+001, +8.07351230960e+000, +8.16659600385e+001, +2.39141193445e-002, +1.17020766931e+000
+5.34960000000e+001, +8.11624597408e+000, +8.16544924392e+001, +2.38907991828e-002, +1.17800892752e+000
+5.38300000000e+001, +8.16977733295e+000, +8.17328552270e+001, +2.39039321255e-002, +1.17472208402e+000
+5.41660000000e+001, +8.22252766995e+000, +8.16885125659e+001, +2.39063413104e-002, +1.18860412954e+000
+5.45050000000e+001, +8.25834776228e+000, +8.16833892811e+001, +2.38608376450e-002, +1.19451277404e+000
+5.48450000000e+001, +8.31195841791e+000, +8.17109330635e+001, +2.38685288339e-002, +1.19831326019e+000
+5.51880000000e+001, +8.36383488352e+000, +8.17375590223e+001, +2.38698385016e-002, +1.20194586486e+000
+5.55330000000e+001, +8.41149427773e+000, +8.17978482252e+001, +2.38603505250e-002, +1.20003512752e+000
+5.58790000000e+001, +8.46559544362e+000, +8.17912411630e+001, +2.38647266667e-002, +1.20871974638e+000
+5.62290000000e+001, +8.51376089303e+000, +8.18186259254e+001, +2.38527558070e-002, +1.21156918495e+000
+5.65800000000e+001, +8.57078564685e+000, +8.18192496435e+001, +2.38635935410e-002, +1.21959186455e+000
+5.69330000000e+001, +8.61461632580e+000, +8.18764782883e+001, +2.38403245410e-002, +1.21731123833e+000
+5.72890000000e+001, +8.66570375007e+000, +8.19161878701e+001, +2.38350323716e-002, +1.21858437529e+000
+5.76470000000e+001, +8.71865178152e+000, +8.18838896290e+001, +2.38298291522e-002, +1.23089577317e+000
+5.80070000000e+001, +8.77204031158e+000, +8.18827542535e+001, +2.38268863602e-002, +1.23860523032e+000
+5.83690000000e+001, +8.82403140598e+000, +8.18954556578e+001, +2.38202103812e-002, +1.24400977661e+000
+5.87340000000e+001, +8.88653671536e+000, +8.19449935158e+001, +2.38427895923e-002, +1.24521474112e+000
+5.91010000000e+001, +8.93033689470e+000, +8.19654142383e+001, +2.38127195062e-002, +1.24820065752e+000
+5.94700000000e+001, +8.98278390806e+000, +8.20005416927e+001, +2.38060037634e-002, +1.25007779206e+000
+5.98410000000e+001, +9.04919591924e+000, +8.20413476986e+001, +2.38357042032e-002, +1.25293749942e+000
+6.02150000000e+001, +9.08652776069e+000, +8.20324185779e+001, +2.37848621184e-002, +1.25950882096e+000
+6.05910000000e+001, +9.14683733609e+000, +8.20421771879e+001, +2.37947175116e-002, +1.26632563077e+000
+6.09700000000e+001, +9.19805060871e+000, +8.20492775498e+001, +2.37796160139e-002, +1.27228690728e+000
+6.13510000000e+001, +9.25842892249e+000, +8.20393867963e+001, +2.37864927498e-002, +1.28222138313e+000
+6.17340000000e+001, +9.31520816224e+000, +8.20342670093e+001, +2.37835937785e-002, +1.29090922626e+000
+6.21190000000e+001, +9.36881563221e+000, +8.20667360737e+001, +2.37740918462e-002, +1.29307997995e+000
+6.25070000000e+001, +9.42249659079e+000, +8.21299617991e+001, +2.37655323646e-002, +1.29019002716e+000
+6.28980000000e+001, +9.47652042788e+000, +8.21545324115e+001, +2.37546143448e-002, +1.29356159015e+000
+6.32910000000e+001, +9.53389975369e+000, +8.21755075093e+001, +2.37512471176e-002, +1.29793633712e+000
+6.36860000000e+001, +9.59158559205e+000, +8.21834759031e+001, +2.37472062699e-002, +1.30446809386e+000
+6.40840000000e+001, +9.65402162773e+000, +8.22096735687e+001, +2.37548317950e-002, +1.30858619056e+000
+6.44840000000e+001, +9.70533173431e+000, +8.22268627160e+001, +2.37339227473e-002, +1.31265633196e+000
+6.48870000000e+001, +9.76477776941e+000, +8.22201446140e+001, +2.37306057182e-002, +1.32183089065e+000
+6.52920000000e+001, +9.82198107304e+000, +8.22317148269e+001, +2.37222156233e-002, +1.32760913843e+000
+6.57000000000e+001, +9.88052641877e+000, +8.22785785141e+001, +2.37180594459e-002, +1.32751472968e+000
+6.61110000000e+001, +9.94405753648e+000, +8.23167248285e+001, +2.37243021779e-002, +1.32948974981e+000
+6.65240000000e+001, +9.99585816986e+000, +8.22744388968e+001, +2.36974662805e-002, +1.34372596949e+000
+6.69390000000e+001, +1.00574910904e+001, +8.23046210084e+001, +2.36974488340e-002, +1.34676102085e+000
+6.73570000000e+001, +1.01207795394e+001, +8.23247254421e+001, +2.36997055735e-002, +1.35171637393e+000
+6.77780000000e+001, +1.01743836853e+001, +8.23515610924e+001, +2.36787323213e-002, +1.35415282832e+000
+6.82010000000e+001, +1.02455827797e+001, +8.23894324365e+001, +2.36986421247e-002, +1.35691685439e+000
+6.86270000000e+001, +1.03031706066e+001, +8.24335353945e+001, +2.36863396104e-002, +1.35668241687e+000
+6.90560000000e+001, +1.03667477378e+001, +8.24556149428e+001, +2.36856542270e-002, +1.36109375750e+000
+6.94870000000e+001, +1.04194050103e+001, +8.24745641185e+001, +2.36593402105e-002, +1.36459114388e+000
+6.99210000000e+001, +1.04811141561e+001, +8.24508364244e+001, +2.36504438005e-002, +1.37697596622e+000
+7.03580000000e+001, +1.05538304104e+001, +8.24698384142e+001, +2.36676513826e-002, +1.38305931222e+000
+7.07980000000e+001, +1.06040405581e+001, +8.25228702490e+001, +2.36353411845e-002, +1.37990841658e+000
+7.12400000000e+001, +1.06741512347e+001, +8.25275009957e+001, +2.36442493838e-002, +1.38817657673e+000
+7.16850000000e+001, +1.07344434199e+001, +8.25587225897e+001, +2.36318818794e-002, +1.39021765451e+000
+7.21330000000e+001, +1.07994724506e+001, +8.25196966981e+001, +2.36252750489e-002, +1.40593313642e+000
+7.25830000000e+001, +1.08602378895e+001, +8.25386036194e+001, +2.36119331160e-002, +1.41029058002e+000
+7.30370000000e+001, +1.09285789419e+001, +8.25671362510e+001, +2.36143588109e-002, +1.41376882518e+000
+7.34930000000e+001, +1.09938125035e+001, +8.25913349584e+001, +2.36092195400e-002, +1.41760340886e+000
+7.39520000000e+001, +1.10564496704e+001, +8.26327701981e+001, +2.35985747275e-002, +1.41775075527e+000
+7.44140000000e+001, +1.11221972064e+001, +8.26452512128e+001, +2.35921851092e-002, +1.42377862166e+000
+7.48790000000e+001, +1.11900536301e+001, +8.26516922677e+001, +2.35890611867e-002, +1.43121746362e+000
+7.53460000000e+001, +1.12582132012e+001, +8.26819100514e+001, +2.35872477541e-002, +1.43404611728e+000
+7.58170000000e+001, +1.13247827217e+001, +8.26875500595e+001, +2.35796183650e-002, +1.44141989379e+000
+7.62910000000e+001, +1.13826828711e+001, +8.27034275372e+001, +2.35537599586e-002, +1.44566072791e+000
+7.67670000000e+001, +1.14582258355e+001, +8.27120677135e+001, +2.35635166338e-002, +1.45354116349e+000
+7.72470000000e+001, +1.15252199356e+001, +8.27267865692e+001, +2.35547853015e-002, +1.45910287497e+000
+7.77290000000e+001, +1.15912390526e+001, +8.27671431072e+001, +2.35449224278e-002, +1.45936194079e+000
+7.82150000000e+001, +1.16641941607e+001, +8.27821205953e+001, +2.35466736844e-002, +1.46552226247e+000
+7.87030000000e+001, +1.17305630665e+001, +8.27839555945e+001, +2.35339164674e-002, +1.47348832330e+000
+7.91950000000e+001, +1.17976540859e+001, +8.28479408403e+001, +2.35247850379e-002, +1.46884405940e+000
+7.96900000000e+001, +1.18716045468e+001, +8.27968127203e+001, +2.35225585770e-002, +1.48856177554e+000
+8.01870000000e+001, +1.19424907748e+001, +8.28470557908e+001, +2.35189471114e-002, +1.48705971113e+000
+8.06880000000e+001, +1.20081639534e+001, +8.28893261252e+001, +2.35036155027e-002, +1.48644666997e+000
+8.11920000000e+001, +1.20832914544e+001, +8.29245491795e+001, +2.35056491389e-002, +1.48837497471e+000
+8.17000000000e+001, +1.21504165945e+001, +8.29193968837e+001, +2.34889985278e-002, +1.49772749410e+000
+8.22100000000e+001, +1.22246920267e+001, +8.29281617066e+001, +2.34864249421e-002, +1.50502726590e+000
+8.27230000000e+001, +1.22969125797e+001, +8.29421855472e+001, +2.34793797060e-002, +1.51093163898e+000
+8.32400000000e+001, +1.23705460204e+001, +8.29561448254e+001, +2.34739780660e-002, +1.51698792938e+000
+8.37600000000e+001, +1.24380909662e+001, +8.29777648643e+001, +2.34567140867e-002, +1.52061281447e+000
+8.42830000000e+001, +1.25136872830e+001, +8.30051456948e+001, +2.34542171027e-002, +1.52391937788e+000
+8.48100000000e+001, +1.25881048068e+001, +8.29955638894e+001, +2.34466066949e-002, +1.53507142885e+000
+8.53400000000e+001, +1.26608416518e+001, +8.30161841899e+001, +2.34366656823e-002, +1.53941877954e+000
+8.58730000000e+001, +1.27388914574e+001, +8.30099057027e+001, +2.34344656829e-002, +1.55029434036e+000
+8.64090000000e+001, +1.28116289920e+001, +8.30600287717e+001, +2.34245815875e-002, +1.54802126977e+000
+8.69490000000e+001, +1.28886807438e+001, +8.30857962687e+001, +2.34203872513e-002, +1.55157730064e+000
+8.74920000000e+001, +1.29645843355e+001, +8.30901434276e+001, +2.34123196266e-002, +1.55973829536e+000
+8.80380000000e+001, +1.30399429918e+001, +8.30950627775e+001, +2.34026066810e-002, +1.56769304766e+000
+8.85880000000e+001, +1.31244723507e+001, +8.31016463794e+001, +2.34083986246e-002, +1.57635822203e+000
+8.91420000000e+001, +1.32062780416e+001, +8.31348845294e+001, +2.34095582657e-002, +1.57857779771e+000
+8.96990000000e+001, +1.32641455762e+001, +8.31944598183e+001, +2.33690449222e-002, +1.57180101161e+000
+9.02590000000e+001, +1.33481563153e+001, +8.32032909651e+001, +2.33715779305e-002, +1.57971337424e+000
+9.08230000000e+001, +1.34205663226e+001, +8.32153652107e+001, +2.33530261743e-002, +1.58547452937e+000
+9.13900000000e+001, +1.35049840035e+001, +8.32275555229e+001, +2.33547136274e-002, +1.59259418827e+000
+9.19610000000e+001, +1.35875651784e+001, +8.32535545613e+001, +2.33528807912e-002, +1.59620993256e+000
+9.25350000000e+001, +1.36605464652e+001, +8.32728174590e+001, +2.33336026617e-002, +1.60022248789e+000
+9.31130000000e+001, +1.37439541126e+001, +8.33104249119e+001, +2.33321446818e-002, +1.60103360940e+000
+9.36950000000e+001, +1.38262064120e+001, +8.33011013958e+001, +2.33255347851e-002, +1.61284972725e+000
+9.42800000000e+001, +1.38996480078e+001, +8.33188181703e+001, +2.33047779547e-002, +1.61714808145e+000
