!Agilent Technologies,E4990A,MY54101349,A.02.20
!Date: Wed Sep 21 02:13:13 2022

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+2.51820000000e+001, +5.20716531298e+000, +7.19869352334e+001, +3.12971948774e-002, +1.61023177359e+000
+2.53390000000e+001, +5.24287469746e+000, +7.21028881465e+001, +3.13371205388e-002, +1.61118074412e+000
+2.54980000000e+001, +5.27459160631e+000, +7.21256781942e+001, +3.13341235529e-002, +1.61893099144e+000
+2.56570000000e+001, +5.29658578948e+000, +7.21359916218e+001, +3.12716048020e-002, +1.62477425824e+000
+2.58170000000e+001, +5.32296384014e+000, +7.22203148478e+001, +3.12473544502e-002, +1.62540798382e+000
+2.59780000000e+001, +5.35609845703e+000, +7.21596926822e+001, +3.12363824455e-002, +1.64092136045e+000
+2.61410000000e+001, +5.38491149488e+000, +7.22445382777e+001, +3.12234380107e-002, +1.64215614160e+000
+2.63040000000e+001, +5.41741671257e+000, +7.23151291767e+001, +3.12295528729e-002, +1.64571095506e+000
+2.64680000000e+001, +5.44365991325e+000, +7.23561914922e+001, +3.11935136387e-002, +1.64996577726e+000
+2.66340000000e+001, +5.47791064733e+000, +7.23310480965e+001, +3.11897807991e-002, +1.66263778515e+000
+2.68000000000e+001, +5.51472419859e+000, +7.23500637520e+001, +3.12081959907e-002, +1.67206730524e+000
+2.69670000000e+001, +5.53638809110e+000, +7.24330764322e+001, +3.11510905972e-002, +1.67099027541e+000
+2.71360000000e+001, +5.57180269348e+000, +7.25662433858e+001, +3.11779480568e-002, +1.66932849276e+000
+2.73050000000e+001, +5.60415239982e+000, +7.25298598813e+001, +3.11586539082e-002, +1.68241545231e+000
+2.74760000000e+001, +5.63328215586e+000, +7.25867881208e+001, +3.11354035685e-002, +1.68582065605e+000
+2.76480000000e+001, +5.65929260591e+000, +7.25941520500e+001, +3.10858275406e-002, +1.69291052516e+000
+2.78200000000e+001, +5.69389615685e+000, +7.27313361726e+001, +3.11057757769e-002, +1.69024817686e+000
+2.79940000000e+001, +5.72008775662e+000, +7.28617834109e+001, +3.10765282678e-002, +1.68558275461e+000
+2.81690000000e+001, +5.76382408147e+000, +7.27671911291e+001, +3.11037176045e-002, +1.70756179388e+000
+2.83450000000e+001, +5.79088514287e+000, +7.28280374082e+001, +3.10659251203e-002, +1.70970413707e+000
+2.85220000000e+001, +5.81936457865e+000, +7.29590767431e+001, +3.10468169684e-002, +1.70539194599e+000
+2.87000000000e+001, +5.85664257387e+000, +7.29454875751e+001, +3.10496514093e-002, +1.71764445618e+000
+2.88790000000e+001, +5.89056287702e+000, +7.29005281160e+001, +3.10284342402e-002, +1.73201112887e+000
+2.90600000000e+001, +5.92581961327e+000, +7.29986303432e+001, +3.10360247994e-002, +1.73267744882e+000
+2.92410000000e+001, +5.96236196417e+000, +7.29508111545e+001, +3.10261865224e-002, +1.74812035574e+000
+2.94240000000e+001, +5.99705513987e+000, +7.30241754495e+001, +3.10247834784e-002, +1.75094924061e+000
+2.96080000000e+001, +6.02542050678e+000, +7.31022983422e+001, +3.09906757245e-002, +1.75137169394e+000
+2.97930000000e+001, +6.06532486655e+000, +7.31641659131e+001, +3.10123564850e-002, +1.75670289071e+000
+2.99790000000e+001, +6.08986912638e+000, +7.32065129067e+001, +3.09515751131e-002, +1.75950310521e+000
+3.01660000000e+001, +6.13283971505e+000, +7.32703922247e+001, +3.09871517026e-002, +1.76537127011e+000
+3.03550000000e+001, +6.16295462898e+000, +7.33100181239e+001, +3.09518542763e-002, +1.76995768092e+000
+3.05440000000e+001, +6.19410071513e+000, +7.33899862408e+001, +3.09286929429e-002, +1.77061993741e+000
+3.07350000000e+001, +6.22294926825e+000, +7.34119598652e+001, +3.08831725664e-002, +1.77657934362e+000
+3.09270000000e+001, +6.26470782735e+000, +7.34974804476e+001, +3.09111003714e-002, +1.77953729399e+000
+3.11200000000e+001, +6.30020068323e+000, +7.35130594878e+001, +3.08959248980e-002, +1.78797674619e+000
+3.13140000000e+001, +6.33016484783e+000, +7.36170045337e+001, +3.08670616622e-002, +1.78546562467e+000
+3.15100000000e+001, +6.37504016571e+000, +7.35931398163e+001, +3.08887346018e-002, +1.80067036057e+000
+3.17070000000e+001, +6.40915860612e+000, +7.36019558380e+001, +3.08625020703e-002, +1.80936129646e+000
+3.19050000000e+001, +6.44331676357e+000, +7.36536708465e+001, +3.08426128299e-002, +1.81342454460e+000
+3.21040000000e+001, +6.47022762131e+000, +7.38341292732e+001, +3.08077294622e-002, +1.80143456405e+000
+3.23050000000e+001, +6.51291649098e+000, +7.37898869582e+001, +3.08111346060e-002, +1.81814966997e+000
+3.25070000000e+001, +6.54470290902e+000, +7.38350039122e+001, +3.07761469301e-002, +1.82207394526e+000
+3.27100000000e+001, +6.58873033277e+000, +7.38817117961e+001, +3.07981660993e-002, +1.82917194402e+000
+3.29140000000e+001, +6.61748796727e+000, +7.39205932960e+001, +3.07468920293e-002, +1.83284108528e+000
+3.31200000000e+001, +6.66792811007e+000, +7.39241619352e+001, +3.07891077956e-002, +1.84641239210e+000
+3.33260000000e+001, +6.68986931977e+000, +7.40537726069e+001, +3.07194107119e-002, +1.83794179459e+000
+3.35350000000e+001, +6.72493908267e+000, +7.40830706451e+001, +3.06924722753e-002, +1.84426999274e+000
+3.37440000000e+001, +6.76817021503e+000, +7.40838011341e+001, +3.06985679890e-002, +1.85604286222e+000
+3.39550000000e+001, +6.80887274400e+000, +7.40955451851e+001, +3.06930653958e-002, +1.86586259536e+000
+3.41670000000e+001, +6.84802694183e+000, +7.40419667828e+001, +3.06698371309e-002, +1.88274994441e+000
+3.43800000000e+001, +6.88256631783e+000, +7.42410643585e+001, +3.06638086386e-002, +1.86923995504e+000
+3.45950000000e+001, +6.92127383471e+000, +7.42421238806e+001, +3.06447813467e-002, +1.87962937194e+000
+3.48110000000e+001, +6.96264396988e+000, +7.42759832031e+001, +3.06417706593e-002, +1.88690405860e+000
+3.50290000000e+001, +7.00291459490e+000, +7.43604551020e+001, +3.06398768727e-002, +1.88787737250e+000
+3.52480000000e+001, +7.03978867420e+000, +7.44246404548e+001, +3.06194209810e-002, +1.89022254732e+000
+3.54680000000e+001, +7.07949789502e+000, +7.43940783038e+001, +3.05965845417e-002, +1.90452202833e+000
+3.56890000000e+001, +7.12198259177e+000, +7.45047984158e+001, +3.06060484613e-002, +1.90269229543e+000
+3.59120000000e+001, +7.15433876668e+000, +7.45359601192e+001, +3.05587830594e-002, +1.90758658121e+000
+3.61360000000e+001, +7.19745683068e+000, +7.45920250684e+001, +3.05606424989e-002, +1.91229450927e+000
+3.63620000000e+001, +7.23774453506e+000, +7.45718601892e+001, +3.05377351357e-002, +1.92545416690e+000
+3.65890000000e+001, +7.28162435588e+000, +7.45851638736e+001, +3.05342237551e-002, +1.93549762842e+000
+3.68180000000e+001, +7.31257398700e+000, +7.46793395223e+001, +3.04870515248e-002, +1.93213448385e+000
+3.70480000000e+001, +7.35500322122e+000, +7.47714318227e+001, +3.04869568488e-002, +1.93194098869e+000
+3.72790000000e+001, +7.40372822339e+000, +7.47403800661e+001, +3.04942564543e-002, +1.94861090882e+000
+3.75120000000e+001, +7.42806167223e+000, +7.48207606018e+001, +3.04160541843e-002, +1.94495992848e+000
+3.77460000000e+001, +7.48181600094e+000, +7.48834656474e+001, +3.04552627674e-002, +1.95113126623e+000
+3.79820000000e+001, +7.53899317793e+000, +7.48337333975e+001, +3.04901653075e-002, +1.97235871727e+000
+3.82200000000e+001, +7.57008472271e+000, +7.49443616177e+001, +3.04411282586e-002, +1.96638179615e+000
+3.84580000000e+001, +7.61475084817e+000, +7.49238689280e+001, +3.04283132046e-002, +1.98061404559e+000
+3.86990000000e+001, +7.64637740321e+000, +7.50389701960e+001, +3.03807812919e-002, +1.97400410523e+000
+3.89400000000e+001, +7.69841736031e+000, +7.50400946386e+001, +3.03984005840e-002, +1.98729288270e+000
+3.91830000000e+001, +7.74047032206e+000, +7.50595549693e+001, +3.03776575052e-002, +1.99560852704e+000
+3.94280000000e+001, +7.78302599462e+000, +7.51200169077e+001, +3.03633984484e-002, +1.99864343210e+000
+3.96750000000e+001, +7.82577950705e+000, +7.51307375395e+001, +3.03416295034e-002, +2.00820711154e+000
+3.99220000000e+001, +7.86148336435e+000, +7.52544208606e+001, +3.03087668900e-002, +2.00096238286e+000
+4.01720000000e+001, +7.92029886455e+000, +7.52126931537e+001, +3.03396666083e-002, +2.02151026814e+000
+4.04230000000e+001, +7.94803456748e+000, +7.53388437259e+001, +3.02743747340e-002, +2.01166444866e+000
+4.06750000000e+001, +8.00511476648e+000, +7.52915473799e+001, +3.02963304097e-002, +2.03250375459e+000
+4.09290000000e+001, +8.05133868786e+000, +7.52871769814e+001, +3.02815633259e-002, +2.04483404544e+000
+4.11850000000e+001, +8.08720755203e+000, +7.54096353177e+001, +3.02442991143e-002, +2.03722109497e+000
+4.14420000000e+001, +8.14150064433e+000, +7.54015742865e+001, +3.02574170671e-002, +2.05200636543e+000
+4.17010000000e+001, +8.17851349269e+000, +7.54780234755e+001, +3.02166638676e-002, +2.05077314357e+000
+4.19620000000e+001, +8.23841929439e+000, +7.55217547665e+001, +3.02546440188e-002, +2.05970687955e+000
+4.22240000000e+001, +8.27023895260e+000, +7.55933051053e+001, +3.01927519127e-002, +2.05766077843e+000
+4.24870000000e+001, +8.32313461447e+000, +7.56016872844e+001, +3.01989040192e-002, +2.06964200243e+000
+4.27530000000e+001, +8.36396922634e+000, +7.57661562453e+001, +3.01803520808e-002, +2.05653258467e+000
+4.30200000000e+001, +8.40802969371e+000, +7.57588600446e+001, +3.01500660954e-002, +2.06840398591e+000
+4.32890000000e+001, +8.46040339435e+000, +7.57447931524e+001, +3.01474705384e-002, +2.08330134335e+000
+4.35590000000e+001, +8.51085781131e+000, +7.57613372476e+001, +3.01414844335e-002, +2.09334338984e+000
+4.38310000000e+001, +8.55564708565e+000, +7.58145859235e+001, +3.01191635736e-002, +2.09665187056e+000
+4.41050000000e+001, +8.60465630213e+000, +7.58743988118e+001, +3.01114363587e-002, +2.09995217752e+000
+4.43800000000e+001, +8.65796636070e+000, +7.58667155962e+001, +3.01092340119e-002, +2.11408829583e+000
+4.46580000000e+001, +8.69386015962e+000, +7.60707798128e+001, +3.00726045943e-002, +2.09281266807e+000
+4.49360000000e+001, +8.74772007630e+000, +7.60335434493e+001, +3.00668568881e-002, +2.11129548804e+000
+4.52170000000e+001, +8.79401751495e+000, +7.60536743961e+001, +3.00407704613e-002, +2.11947097321e+000
+4.55000000000e+001, +8.83674318691e+000, +7.61727506210e+001, +3.00143863379e-002, +2.11194003313e+000
+4.57840000000e+001, +8.89350828785e+000, +7.62285097030e+001, +3.00269913972e-002, +2.11710145441e+000
+4.60700000000e+001, +8.94307338854e+000, +7.62468761759e+001, +3.00092483897e-002, +2.12611598759e+000
+4.63580000000e+001, +8.98540709882e+000, +7.62983735064e+001, +2.99705667745e-002, +2.12833497573e+000
+4.66470000000e+001, +9.03982071303e+000, +7.63348558637e+001, +2.99699013822e-002, +2.13563107336e+000
+4.69390000000e+001, +9.09682130501e+000, +7.62840505470e+001, +2.99647898474e-002, +2.15693445009e+000
+4.72320000000e+001, +9.14173736361e+000, +7.63882417469e+001, +2.99391732804e-002, +2.15143086216e+000
+4.75270000000e+001, +9.18585282388e+000, +7.64388615515e+001, +2.99033063087e-002, +2.15392462674e+000
+4.78240000000e+001, +9.23790692245e+000, +7.65374019947e+001, +2.98983551835e-002, +2.15068230963e+000
+4.81220000000e+001, +9.28873610958e+000, +7.65509855390e+001, +2.98783908000e-002, +2.16037418001e+000
+4.84230000000e+001, +9.34487653792e+000, +7.65410650208e+001, +2.98708880288e-002, +2.17500494243e+000
+4.87250000000e+001, +9.39716387120e+000, +7.65530981922e+001, +2.98533469980e-002, +2.18525530920e+000
+4.90300000000e+001, +9.45442592425e+000, +7.66663596941e+001, +2.98624694187e-002, +2.18038995529e+000
+4.93360000000e+001, +9.50454688732e+000, +7.66680187340e+001, +2.98347848343e-002, +2.19168111300e+000
+4.96440000000e+001, +9.56032230541e+000, +7.67635044179e+001, +2.98354145449e-002, +2.18903619931e+000
+4.99540000000e+001, +9.59432639711e+000, +7.68554333843e+001, +2.97669160630e-002, +2.18183454631e+000
+5.02660000000e+001, +9.65612311028e+000, +7.69008384174e+001, +2.97781915054e-002, +2.18843530522e+000
+5.05800000000e+001, +9.70591355046e+000, +7.69203039516e+001, +2.97482725288e-002, +2.19650787507e+000
+5.08960000000e+001, +9.76875418785e+000, +7.68846950591e+001, +2.97506795218e-002, +2.21664236674e+000
+5.12140000000e+001, +9.83649528624e+000, +7.69117463073e+001, +2.97742460578e-002, +2.22749035338e+000
+5.15340000000e+001, +9.87432821620e+000, +7.70024821806e+001, +2.97140680340e-002, +2.22082372714e+000
+5.18560000000e+001, +9.93570861165e+000, +7.70269970751e+001, +2.97160506451e-002, +2.23048628346e+000
+5.21800000000e+001, +9.98420612677e+000, +7.70563195341e+001, +2.96791776741e-002, +2.23639405769e+000
+5.25060000000e+001, +1.00416053495e+001, +7.71504192370e+001, +2.96756287724e-002, +2.23317528439e+000
+5.28340000000e+001, +1.00927818582e+001, +7.71340364122e+001, +2.96397656211e-002, +2.24737005364e+000
+5.31640000000e+001, +1.01686960363e+001, +7.72422708647e+001, +2.96900928612e-002, +2.24554303374e+000
+5.34960000000e+001, +1.02054440087e+001, +7.72306336403e+001, +2.96111007763e-002, +2.25567963922e+000
+5.38300000000e+001, +1.02661835748e+001, +7.72373024759e+001, +2.96032952843e-002, +2.26793935336e+000
+5.41660000000e+001, +1.03191115340e+001, +7.73531718722e+001, +2.95848217404e-002, +2.25927443250e+000
+5.45050000000e+001, +1.03831195540e+001, +7.73209046929e+001, +2.95794417773e-002, +2.27899361436e+000
+5.48450000000e+001, +1.04567957783e+001, +7.73179962666e+001, +2.96043198862e-002, +2.29568268506e+000
+5.51880000000e+001, +1.04952445827e+001, +7.74558200259e+001, +2.95444001529e-002, +2.27948691569e+000
+5.55330000000e+001, +1.05604389367e+001, +7.74628687441e+001, +2.95440471176e-002, +2.29237844628e+000
+5.58790000000e+001, +1.06124246243e+001, +7.75424598063e+001, +2.95147332859e-002, +2.28927039850e+000
+5.62290000000e+001, +1.06884203719e+001, +7.75722279144e+001, +2.95444440425e-002, +2.30024114921e+000
+5.65800000000e+001, +1.07340488010e+001, +7.76591097581e+001, +2.94963230810e-002, +2.29416269728e+000
+5.69330000000e+001, +1.07948517273e+001, +7.76407587366e+001, +2.94774163842e-002, +2.31053539073e+000
+5.72890000000e+001, +1.08541058981e+001, +7.76511510478e+001, +2.94562101446e-002, +2.32129505170e+000
+5.76470000000e+001, +1.09234868423e+001, +7.76836905810e+001, +2.94640579243e-002, +2.33007255655e+000
+5.80070000000e+001, +1.09756608812e+001, +7.77923361106e+001, +2.94331836073e-002, +2.32086423063e+000
+5.83690000000e+001, +1.10377550531e+001, +7.78433167224e+001, +2.94217761257e-002, +2.32439437572e+000
+5.87340000000e+001, +1.11029223156e+001, +7.78576142678e+001, +2.94131434417e-002, +2.33540911764e+000
+5.91010000000e+001, +1.11630591996e+001, +7.79350603030e+001, +2.93973379466e-002, +2.33330487547e+000
+5.94700000000e+001, +1.12223829055e+001, +7.79207631790e+001, +2.93686222462e-002, +2.34844314188e+000
+5.98410000000e+001, +1.12804863844e+001, +7.79730359924e+001, +2.93433717394e-002, +2.35053744702e+000
+6.02150000000e+001, +1.13429050779e+001, +7.80814912832e+001, +2.93342486150e-002, +2.34253982228e+000
+6.05910000000e+001, +1.14094089454e+001, +7.80798486293e+001, +2.93229567404e-002, +2.35659427092e+000
+6.09700000000e+001, +1.14666017347e+001, +7.81266153183e+001, +2.92917924053e-002, +2.35924896499e+000
+6.13510000000e+001, +1.15412808211e+001, +7.81394205672e+001, +2.93008468312e-002, +2.37208988249e+000
+6.17340000000e+001, +1.16051153674e+001, +7.82047164467e+001, +2.92871089861e-002, +2.37226514948e+000
+6.21190000000e+001, +1.16787410901e+001, +7.81798027942e+001, +2.92875845732e-002, +2.39228614186e+000
+6.25070000000e+001, +1.17387576574e+001, +7.82791247874e+001, +2.92659304610e-002, +2.38465880883e+000
+6.28980000000e+001, +1.17871188821e+001, +7.83075381749e+001, +2.92068223929e-002, +2.38875937464e+000
+6.32910000000e+001, +1.18522682086e+001, +7.83856668709e+001, +2.91941027924e-002, +2.38613378585e+000
+6.36860000000e+001, +1.19362459827e+001, +7.83960421960e+001, +2.92196872839e-002, +2.40092319882e+000
+6.40840000000e+001, +1.19886398081e+001, +7.84318679573e+001, +2.91694170446e-002, +2.40411850070e+000
+6.44840000000e+001, +1.20687795220e+001, +7.84360438150e+001, +2.91826892889e-002, +2.41932742049e+000
+6.48870000000e+001, +1.21295327898e+001, +7.85194109799e+001, +2.91560794068e-002, +2.41421294470e+000
+6.52920000000e+001, +1.21979187333e+001, +7.85793864489e+001, +2.91447673644e-002, +2.41530993707e+000
+6.57000000000e+001, +1.22745245491e+001, +7.85684792540e+001, +2.91445550499e-002, +2.43276900291e+000
+6.61110000000e+001, +1.23300717953e+001, +7.86329289990e+001, +2.91010390618e-002, +2.43018226853e+000
+6.65240000000e+001, +1.24027638249e+001, +7.86854442776e+001, +2.90962199322e-002, +2.43336345403e+000
+6.69390000000e+001, +1.24662112589e+001, +7.87613500236e+001, +2.90714328281e-002, +2.42961507420e+000
+6.73570000000e+001, +1.25424284815e+001, +7.87548361682e+001, +2.90670031942e-002, +2.44586807516e+000
+6.77780000000e+001, +1.26110622823e+001, +7.87496723947e+001, +2.90440046824e-002, +2.46036692348e+000
+6.82010000000e+001, +1.26736674379e+001, +7.88338172161e+001, +2.90155980250e-002, +2.45432333034e+000
+6.86270000000e+001, +1.27415808117e+001, +7.89083972375e+001, +2.89974270992e-002, +2.45120170327e+000
+6.90560000000e+001, +1.28139131065e+001, +7.89275375079e+001, +2.89827732432e-002, +2.46091605170e+000
+6.94870000000e+001, +1.28811740941e+001, +7.89899877650e+001, +2.89603520732e-002, +2.46005343418e+000
+6.99210000000e+001, +1.29593706823e+001, +7.89575675199e+001, +2.89521184504e-002, +2.48218502268e+000
+7.03580000000e+001, +1.30345305916e+001, +7.90227088931e+001, +2.89455656876e-002, +2.48203423885e+000
+7.07980000000e+001, +1.31033447404e+001, +7.90724598101e+001, +2.89223972083e-002, +2.48396720687e+000
+7.12400000000e+001, +1.31829890462e+001, +7.91033595936e+001, +2.89206628785e-002, +2.49208409785e+000
+7.16850000000e+001, +1.32514071012e+001, +7.91219727700e+001, +2.88920997599e-002, +2.50079031823e+000
+7.21330000000e+001, +1.33188268642e+001, +7.91821984895e+001, +2.88645543039e-002, +2.49976396155e+000
+7.25830000000e+001, +1.33957692088e+001, +7.92193549794e+001, +2.88548845809e-002, +2.50567165525e+000
+7.30370000000e+001, +1.34664291541e+001, +7.92722364237e+001, +2.88318330836e-002, +2.50667794187e+000
+7.34930000000e+001, +1.35511935793e+001, +7.92916853641e+001, +2.88351495103e-002, +2.51793654655e+000
+7.39520000000e+001, +1.36224443924e+001, +7.93307191775e+001, +2.88105533451e-002, +2.52205608674e+000
+7.44140000000e+001, +1.36902713528e+001, +7.93720256083e+001, +2.87781422928e-002, +2.52491375130e+000
+7.48790000000e+001, +1.37670022431e+001, +7.94100651212e+001, +2.87632995112e-002, +2.53008144487e+000
+7.53460000000e+001, +1.38508223119e+001, +7.94671354735e+001, +2.87644031808e-002, +2.53192318252e+000
+7.58170000000e+001, +1.39238166540e+001, +7.95134289607e+001, +2.87406646781e-002, +2.53420516376e+000
+7.62910000000e+001, +1.40070562903e+001, +7.95232966308e+001, +2.87337634296e-002, +2.54698311144e+000
+7.67670000000e+001, +1.40791527529e+001, +7.95712728719e+001, +2.87070116856e-002, +2.54849937873e+000
+7.72470000000e+001, +1.41634463955e+001, +7.95973754606e+001, +2.87018390330e-002, +2.55741135881e+000
+7.77290000000e+001, +1.42406928332e+001, +7.96240992339e+001, +2.86818777050e-002, +2.56482608252e+000
+7.82150000000e+001, +1.43117407193e+001, +7.96955878763e+001, +2.86523876920e-002, +2.56005526618e+000
+7.87030000000e+001, +1.43983560441e+001, +7.97207129921e+001, +2.86493393844e-002, +2.56933651899e+000
+7.91950000000e+001, +1.44738483026e+001, +7.97388847385e+001, +2.86222783937e-002, +2.57829091938e+000
+7.96900000000e+001, +1.45594347174e+001, +7.97280938036e+001, +2.86117103401e-002, +2.59623499056e+000
+8.01870000000e+001, +1.46409053927e+001, +7.98258791178e+001, +2.86022877787e-002, +2.58617223596e+000
+8.06880000000e+001, +1.47155573648e+001, +7.98501048087e+001, +2.85717921885e-002, +2.59323437634e+000
+8.11920000000e+001, +1.48033428857e+001, +7.98850128233e+001, +2.85669295251e-002, +2.59982587455e+000
+8.17000000000e+001, +1.48820959582e+001, +7.99243524972e+001, +2.85438229349e-002, +2.60359687699e+000
+8.22100000000e+001, +1.49646546276e+001, +7.99371957541e+001, +2.85252481636e-002, +2.61473760670e+000
+8.27230000000e+001, +1.50444145741e+001, +8.00024512293e+001, +2.85051862506e-002, +2.61180132019e+000
+8.32400000000e+001, +1.51164781637e+001, +8.00771888333e+001, +2.84703561128e-002, +2.60489098999e+000
+8.37600000000e+001, +1.52117005598e+001, +8.00822194512e+001, +2.84722716109e-002, +2.61998420517e+000
+8.42830000000e+001, +1.52966569385e+001, +8.01140883105e+001, +2.84563849522e-002, +2.62623513762e+000
+8.48100000000e+001, +1.53801208525e+001, +8.01227899075e+001, +2.84346155284e-002, +2.63826364592e+000
+8.53400000000e+001, +1.54667877037e+001, +8.01642536694e+001, +2.84208307229e-002, +2.64210246013e+000
+8.58730000000e+001, +1.55507570783e+001, +8.02247932425e+001, +2.84029527739e-002, +2.64025533788e+000
+8.64090000000e+001, +1.56403973939e+001, +8.02776402906e+001, +2.83939763725e-002, +2.64125706454e+000
+8.69490000000e+001, +1.57105759469e+001, +8.03182051656e+001, +2.83476783645e-002, +2.64214454725e+000
+8.74920000000e+001, +1.58097917915e+001, +8.03106500627e+001, +2.83490176226e-002, +2.66088527435e+000
+8.80380000000e+001, +1.59023102361e+001, +8.03259044005e+001, +2.83393567205e-002, +2.67228319353e+000
+8.85880000000e+001, +1.59976396282e+001, +8.03265716021e+001, +2.83322984863e-002, +2.68811905675e+000
+8.91420000000e+001, +1.60952165363e+001, +8.03778648140e+001, +2.83322678973e-002, +2.69030990665e+000
+8.96990000000e+001, +1.61609267793e+001, +8.05356685914e+001, +2.82843786546e-002, +2.65739900189e+000
+9.02590000000e+001, +1.62484882626e+001, +8.05407236396e+001, +2.82616042528e-002, +2.67038299360e+000
+9.08230000000e+001, +1.63297921496e+001, +8.05886649391e+001, +2.82305649775e-002, +2.67026617428e+000
+9.13900000000e+001, +1.64265712859e+001, +8.06276708393e+001, +2.82248669998e-002, +2.67505860685e+000
+9.19610000000e+001, +1.65170704752e+001, +8.06731509723e+001, +2.82078349652e-002, +2.67685963681e+000
+9.25350000000e+001, +1.66129745847e+001, +8.06894511173e+001, +2.81969453614e-002, +2.68773858354e+000
+9.31130000000e+001, +1.66965071891e+001, +8.07478400440e+001, +2.81675016401e-002, +2.68446064609e+000
+9.36950000000e+001, +1.67888800148e+001, +8.07806791749e+001, +2.81500262168e-002, +2.68981450917e+000
+9.42800000000e+001, +1.68886969443e+001, +8.07942120636e+001, +2.81427608164e-002, +2.70186903740e+000
