!Agilent Technologies,E4990A,MY54101349,A.02.20
!Date: Tue Sep 20 23:58:16 2022

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+9.08230000000e+001, +2.70500648994e+001, +6.18784556972e+001, +4.18057880060e-002, +1.27498734657e+001
+9.13900000000e+001, +2.71437497095e+001, +6.19267442557e+001, +4.17090718884e-002, +1.27738506457e+001
+9.19610000000e+001, +2.72265661895e+001, +6.20381884981e+001, +4.16196124516e-002, +1.27660729649e+001
+9.25350000000e+001, +2.73524479232e+001, +6.21310616354e+001, +4.15883785996e-002, +1.27859190574e+001
+9.31130000000e+001, +2.74133328314e+001, +6.22537389143e+001, +4.14690192869e-002, +1.27624626401e+001
+9.36950000000e+001, +2.75327233197e+001, +6.23272674134e+001, +4.14188204007e-002, +1.27867646777e+001
+9.42800000000e+001, +2.76386554254e+001, +6.23833066039e+001, +4.13413634159e-002, +1.28120152208e+001
+9.48690000000e+001, +2.77395804720e+001, +6.24754893561e+001, +4.12693716064e-002, +1.28192375825e+001
+9.54620000000e+001, +2.78272919840e+001, +6.25609660335e+001, +4.11746314834e-002, +1.28229419541e+001
+9.60580000000e+001, +2.79379758439e+001, +6.26908879254e+001, +4.11301794592e-002, +1.28176882588e+001
+9.66580000000e+001, +2.80360765124e+001, +6.27710617730e+001, +4.10479888841e-002, +1.28278250522e+001
+9.72620000000e+001, +2.81783003166e+001, +6.28066934592e+001, +4.10131305302e-002, +1.28773147311e+001
+9.78690000000e+001, +2.82501815947e+001, +6.29000367289e+001, +4.08968825155e-002, +1.28692102326e+001
+9.84810000000e+001, +2.83455390551e+001, +6.30416668902e+001, +4.08313806264e-002, +1.28502352159e+001
+9.90960000000e+001, +2.84658773856e+001, +6.30778178360e+001, +4.07633158684e-002, +1.28887781526e+001
+9.97150000000e+001, +2.85921463953e+001, +6.31394578431e+001, +4.07121714666e-002, +1.29185164083e+001
+1.00338000000e+002, +2.86593765609e+001, +6.32837009021e+001, +4.06061029112e-002, +1.28844853493e+001
+1.00964000000e+002, +2.87740574241e+001, +6.33104306344e+001, +4.05253229339e-002, +1.29240507190e+001
+1.01595000000e+002, +2.88987043950e+001, +6.34220764613e+001, +4.04876307943e-002, +1.29297002671e+001
+1.02230000000e+002, +2.89960911638e+001, +6.35213092592e+001, +4.04066554945e-002, +1.29283404816e+001
+1.02868000000e+002, +2.91043869806e+001, +6.36023976126e+001, +4.03343988937e-002, +1.29397434134e+001
+1.03511000000e+002, +2.92099794383e+001, +6.36640738797e+001, +4.02507434218e-002, +1.29585174317e+001
+1.04157000000e+002, +2.93188979012e+001, +6.37260451617e+001, +4.01717309325e-002, +1.29784096492e+001
+1.04808000000e+002, +2.94116670861e+001, +6.38190789606e+001, +4.00805790899e-002, +1.29766348602e+001
+1.05463000000e+002, +2.95464155880e+001, +6.38807667021e+001, +4.00352952199e-002, +1.30075316935e+001
+1.06122000000e+002, +2.96582993873e+001, +6.38831122363e+001, +3.99381450263e-002, +1.30556973300e+001
+1.06784000000e+002, +2.97495178830e+001, +6.39934358589e+001, +3.98501347981e-002, +1.30443935266e+001
+1.07451000000e+002, +2.98779936083e+001, +6.40634018883e+001, +3.97974596864e-002, +1.30679262523e+001
+1.08123000000e+002, +2.99985995998e+001, +6.41389793312e+001, +3.97352026188e-002, +1.30850802283e+001
+1.08798000000e+002, +3.01253916166e+001, +6.42241239222e+001, +3.96841036018e-002, +1.31000864610e+001
+1.09478000000e+002, +3.02210934722e+001, +6.43092778382e+001, +3.95912490729e-002, +1.31012419885e+001
+1.10161000000e+002, +3.03238046397e+001, +6.44048076362e+001, +3.95111167518e-002, +1.31001891271e+001
+1.10850000000e+002, +3.04509758547e+001, +6.44408965902e+001, +3.94420910010e-002, +1.31378277514e+001
+1.11542000000e+002, +3.05719017982e+001, +6.45304627453e+001, +3.93824262866e-002, +1.31468702032e+001
+1.12239000000e+002, +3.06464847706e+001, +6.46428899936e+001, +3.92699373345e-002, +1.31246268576e+001
+1.12940000000e+002, +3.07667245084e+001, +6.47687120708e+001, +3.92199928605e-002, +1.31150342215e+001
+1.13645000000e+002, +3.08817701567e+001, +6.48503156083e+001, +3.91486529887e-002, +1.31242746613e+001
+1.14355000000e+002, +3.10425584015e+001, +6.48964572346e+001, +3.91229280316e-002, +1.31699735252e+001
+1.15070000000e+002, +3.11499427406e+001, +6.50150793021e+001, +3.90520883315e-002, +1.31571041513e+001
+1.15788000000e+002, +3.12636886353e+001, +6.50793863247e+001, +3.89719911420e-002, +1.31733340985e+001
+1.16512000000e+002, +3.13897867942e+001, +6.51720575507e+001, +3.89152044221e-002, +1.31804065057e+001
+1.17239000000e+002, +3.14959068977e+001, +6.52644261348e+001, +3.88335291534e-002, +1.31788659847e+001
+1.17972000000e+002, +3.16208679531e+001, +6.53313684233e+001, +3.87661881554e-002, +1.31975896127e+001
+1.18709000000e+002, +3.17185734803e+001, +6.54392749145e+001, +3.86779084085e-002, +1.31840608775e+001
+1.19450000000e+002, +3.18274560825e+001, +6.55682504163e+001, +3.86095021989e-002, +1.31641225329e+001
+1.20196000000e+002, +3.19554312914e+001, +6.56789516259e+001, +3.85578947515e-002, +1.31608171214e+001
+1.20947000000e+002, +3.20823994446e+001, +6.57760482029e+001, +3.85001364494e-002, +1.31635464024e+001
+1.21703000000e+002, +3.22016764526e+001, +6.58562493714e+001, +3.84273757868e-002, +1.31713671778e+001
+1.22463000000e+002, +3.23226607684e+001, +6.59417947818e+001, +3.83579868645e-002, +1.31768006598e+001
+1.23228000000e+002, +3.24409043562e+001, +6.60161360841e+001, +3.82814414059e-002, +1.31865576239e+001
+1.23998000000e+002, +3.25695034003e+001, +6.60608050858e+001, +3.82077673894e-002, +1.32156269197e+001
+1.24772000000e+002, +3.27114360539e+001, +6.61373808071e+001, +3.81588170200e-002, +1.32332487068e+001
+1.25551000000e+002, +3.28220616101e+001, +6.62396863336e+001, +3.80802958703e-002, +1.32243843108e+001
+1.26336000000e+002, +3.29489239142e+001, +6.63446454132e+001, +3.80205250752e-002, +1.32202338674e+001
+1.27125000000e+002, +3.30570318117e+001, +6.63921442546e+001, +3.79222781170e-002, +1.32385039068e+001
+1.27919000000e+002, +3.31546332541e+001, +6.64965943688e+001, +3.78282164294e-002, +1.32221863621e+001
+1.28718000000e+002, +3.33274871478e+001, +6.66072727444e+001, +3.78210734895e-002, +1.32320586734e+001
+1.29522000000e+002, +3.34196498479e+001, +6.66811300744e+001, +3.77112271916e-002, +1.32291003625e+001
+1.30331000000e+002, +3.35896958140e+001, +6.68774006704e+001, +3.77232346295e-002, +1.31906699776e+001
+1.31145000000e+002, +3.37126790449e+001, +6.69306068539e+001, +3.76412551801e-002, +1.32101683482e+001
+1.31964000000e+002, +3.38391605171e+001, +6.70280513835e+001, +3.75751321483e-002, +1.32067615295e+001
+1.32789000000e+002, +3.39632999982e+001, +6.71359029539e+001, +3.75085104074e-002, +1.31963259686e+001
+1.33618000000e+002, +3.41129213732e+001, +6.72135594857e+001, +3.74613758610e-002, +1.32118460823e+001
+1.34453000000e+002, +3.42428536430e+001, +6.72791009376e+001, +3.73884612130e-002, +1.32260460586e+001
+1.35293000000e+002, +3.43546381451e+001, +6.74071668773e+001, +3.73124180164e-002, +1.31983593633e+001
+1.36138000000e+002, +3.44852083149e+001, +6.75045820308e+001, +3.72480335437e-002, +1.31943699346e+001
+1.36988000000e+002, +3.46340199325e+001, +6.75760569206e+001, +3.71958255021e-002, +1.32113788650e+001
+1.37844000000e+002, +3.47725914037e+001, +6.76456071955e+001, +3.71313027421e-002, +1.32252099414e+001
+1.38705000000e+002, +3.48885484292e+001, +6.77399396371e+001, +3.70488847929e-002, +1.32161702414e+001
+1.39571000000e+002, +3.50388249044e+001, +6.78507177868e+001, +3.70067926879e-002, +1.32103750929e+001
+1.40443000000e+002, +3.51697697202e+001, +6.79091944770e+001, +3.69297778737e-002, +1.32264913573e+001
+1.41320000000e+002, +3.53240698292e+001, +6.79745688362e+001, +3.68786628631e-002, +1.32471653414e+001
+1.42203000000e+002, +3.54609846426e+001, +6.80586617931e+001, +3.68135253893e-002, +1.32502489681e+001
+1.43091000000e+002, +3.55974595447e+001, +6.81545800970e+001, +3.67505833781e-002, +1.32459483449e+001
+1.43985000000e+002, +3.57364153971e+001, +6.82275002391e+001, +3.66836433666e-002, +1.32554279506e+001
+1.44885000000e+002, +3.58978282226e+001, +6.83074488664e+001, +3.66408070579e-002, +1.32687692253e+001
+1.45790000000e+002, +3.60221273340e+001, +6.84027423519e+001, +3.65635656222e-002, +1.32590264412e+001
+1.46700000000e+002, +3.61608057804e+001, +6.84814034756e+001, +3.64964369521e-002, +1.32638990428e+001
+1.47617000000e+002, +3.63097170498e+001, +6.85711685040e+001, +3.64415323555e-002, +1.32655826395e+001
+1.48539000000e+002, +3.64548798854e+001, +6.86991559330e+001, +3.63919074481e-002, +1.32427803330e+001
+1.49467000000e+002, +3.66289190804e+001, +6.87229842285e+001, +3.63445091083e-002, +1.32918088579e+001
+1.50400000000e+002, +3.67527662355e+001, +6.88582357118e+001, +3.62743848458e-002, +1.32558688292e+001
+1.51340000000e+002, +3.69017587426e+001, +6.89146373900e+001, +3.62089788559e-002, +1.32757196799e+001
+1.52285000000e+002, +3.70577091521e+001, +6.90285493745e+001, +3.61639880144e-002, +1.32630549053e+001
+1.53236000000e+002, +3.71940858255e+001, +6.90949135212e+001, +3.60878020622e-002, +1.32716283939e+001
+1.54194000000e+002, +3.73504616919e+001, +6.91663233205e+001, +3.60314891895e-002, +1.32839293442e+001
+1.55157000000e+002, +3.75088318935e+001, +6.92529707105e+001, +3.59803378633e-002, +1.32872243323e+001
+1.56126000000e+002, +3.76487205366e+001, +6.93467389319e+001, +3.59125821529e-002, +1.32791419427e+001
+1.57101000000e+002, +3.77814015485e+001, +6.94506929901e+001, +3.58399135384e-002, +1.32617753110e+001
+1.58082000000e+002, +3.79370855896e+001, +6.95146068268e+001, +3.57792044315e-002, +1.32767878698e+001
+1.59070000000e+002, +3.80976417258e+001, +6.95370208217e+001, +3.57126751414e-002, +1.33190152208e+001
+1.60064000000e+002, +3.82316866673e+001, +6.96602227450e+001, +3.56442668668e-002, +1.32888254884e+001
+1.61063000000e+002, +3.84028709178e+001, +6.96823031937e+001, +3.55868713906e-002, +1.33344490844e+001
+1.62069000000e+002, +3.85813168729e+001, +6.97337678973e+001, +3.55421122080e-002, +1.33639059629e+001
+1.63082000000e+002, +3.87279282842e+001, +6.99141118391e+001, +3.54965936972e-002, +1.33002699455e+001
+1.64101000000e+002, +3.88637092528e+001, +7.00274967184e+001, +3.54254007204e-002, +1.32746436572e+001
+1.65126000000e+002, +3.90404522743e+001, +7.00824639984e+001, +3.53779223097e-002, +1.32998062384e+001
+1.66157000000e+002, +3.92232661918e+001, +7.01397750536e+001, +3.53358234493e-002, +1.33251913718e+001
+1.67195000000e+002, +3.93576974236e+001, +7.02331680660e+001, +3.52575029849e-002, +1.33105054477e+001
+1.68239000000e+002, +3.95125248733e+001, +7.03000265302e+001, +3.51912784701e-002, +1.33194675581e+001
+1.69290000000e+002, +3.96606413104e+001, +7.03822615112e+001, +3.51219037115e-002, +1.33157910233e+001
+1.70348000000e+002, +3.98130550058e+001, +7.04386980681e+001, +3.50501857137e-002, +1.33300167501e+001
+1.71412000000e+002, +3.99958587105e+001, +7.04864863042e+001, +3.50029139165e-002, +1.33597838861e+001
+1.72483000000e+002, +4.01820911368e+001, +7.05136813477e+001, +3.49534163012e-002, +1.34040127415e+001
+1.73560000000e+002, +4.03333584016e+001, +7.05598041105e+001, +3.48772059382e-002, +1.34238600072e+001
+1.74644000000e+002, +4.04821899544e+001, +7.06858389187e+001, +3.48155505012e-002, +1.33893891981e+001
+1.75735000000e+002, +4.06548936550e+001, +7.07278656760e+001, +3.47559381794e-002, +1.34183646720e+001
+1.76833000000e+002, +4.08314815880e+001, +7.08477253063e+001, +3.47154559555e-002, +1.33959884565e+001
+1.77937000000e+002, +4.09583694277e+001, +7.07735949529e+001, +3.45916985775e-002, +1.34876661039e+001
+1.79049000000e+002, +4.11595665360e+001, +7.13306050011e+001, +3.46612226838e-002, +1.31754647431e+001
+1.80167000000e+002, +4.13202256994e+001, +7.13945755898e+001, +3.45936159330e-002, +1.31831782066e+001
+1.81293000000e+002, +4.14845244614e+001, +7.15107925923e+001, +3.45389522872e-002, +1.31558220754e+001
+1.82425000000e+002, +4.16389742528e+001, +7.16121451113e+001, +3.44727460052e-002, +1.31349267589e+001
+1.83565000000e+002, +4.18201726799e+001, +7.16628025331e+001, +3.44178397568e-002, +1.31569932603e+001
+1.84711000000e+002, +4.20212291688e+001, +7.17328227208e+001, +3.43826389468e-002, +1.31714917670e+001
+1.85865000000e+002, +4.21791123308e+001, +7.18082046216e+001, +3.43124099289e-002, +1.31682716938e+001
+1.87026000000e+002, +4.23507709743e+001, +7.19023471567e+001, +3.42566263514e-002, +1.31557372336e+001
+1.88194000000e+002, +4.25349752350e+001, +7.19366241614e+001, +3.41987702383e-002, +1.31887680889e+001
+1.89370000000e+002, +4.27155762641e+001, +7.20451673740e+001, +3.41517245437e-002, +1.31678094741e+001
+1.90553000000e+002, +4.28969537007e+001, +7.21360519711e+001, +3.41012926095e-002, +1.31589746908e+001
+1.91743000000e+002, +4.30431451202e+001, +7.22373628559e+001, +3.40244731146e-002, +1.31313595975e+001
+1.92941000000e+002, +4.32501609970e+001, +7.23071889280e+001, +3.39890735763e-002, +1.31443090003e+001
+1.94146000000e+002, +4.34114839778e+001, +7.24259187143e+001, +3.39264462477e-002, +1.31076056445e+001
+1.95359000000e+002, +4.36153483220e+001, +7.25013163079e+001, +3.38882155342e-002, +1.31144325457e+001
+1.96579000000e+002, +4.37973666734e+001, +7.25592368735e+001, +3.38292077748e-002, +1.31269297256e+001
+1.97807000000e+002, +4.40014973357e+001, +7.26634395544e+001, +3.37951282469e-002, +1.31117442285e+001
+1.99042000000e+002, +4.41795316535e+001, +7.27476976264e+001, +3.37367726524e-002, +1.31027633444e+001
+2.00286000000e+002, +4.43503246335e+001, +7.28346765258e+001, +3.36726703601e-002, +1.30891043364e+001
+2.01537000000e+002, +4.45369087420e+001, +7.29022031990e+001, +3.36166475935e-002, +1.30940102486e+001
+2.02796000000e+002, +4.47222764596e+001, +7.29796624910e+001, +3.35609159077e-002, +1.30907082075e+001
+2.04063000000e+002, +4.49407762610e+001, +7.30314619454e+001, +3.35247531085e-002, +1.31158100489e+001
+2.05337000000e+002, +4.51111975477e+001, +7.31584489274e+001, +3.34656269331e-002, +1.30698855520e+001
+2.06620000000e+002, +4.52855038990e+001, +7.32558975654e+001, +3.34034696047e-002, +1.30466496043e+001
+2.07910000000e+002, +4.54929492286e+001, +7.33270686284e+001, +3.33607173825e-002, +1.30522900450e+001
+2.09209000000e+002, +4.56768195091e+001, +7.34001885503e+001, +3.33002710850e-002, +1.30491919441e+001
+2.10516000000e+002, +4.58489159972e+001, +7.34756472443e+001, +3.32312239891e-002, +1.30404794362e+001
+2.11831000000e+002, +4.60524062809e+001, +7.35328450430e+001, +3.31813135893e-002, +1.30542753119e+001
+2.13154000000e+002, +4.62622011241e+001, +7.36278370693e+001, +3.31417741509e-002, +1.30401737760e+001
+2.14486000000e+002, +4.64606117261e+001, +7.37013285345e+001, +3.30896512547e-002, +1.30389129895e+001
+2.15825000000e+002, +4.66662145062e+001, +7.37809968221e+001, +3.30432802980e-002, +1.30343212124e+001
+2.17174000000e+002, +4.68601063378e+001, +7.38449414753e+001, +3.29851503105e-002, +1.30382523463e+001
+2.18530000000e+002, +4.70501258155e+001, +7.39453753672e+001, +3.29300622855e-002, +1.30118853349e+001
+2.19895000000e+002, +4.72454958097e+001, +7.40250431561e+001, +3.28746555730e-002, +1.30027719319e+001
+2.21269000000e+002, +4.74555021249e+001, +7.41409075377e+001, +3.28346664862e-002, +1.29682833868e+001
+2.22651000000e+002, +4.76453385746e+001, +7.42202485543e+001, +3.27742509387e-002, +1.29566818725e+001
+2.24042000000e+002, +4.78668556059e+001, +7.42921642510e+001, +3.27337784985e-002, +1.29590943769e+001
+2.25441000000e+002, +4.80615795136e+001, +7.43933047213e+001, +3.26791454804e-002, +1.29301205854e+001
+2.26849000000e+002, +4.83152638989e+001, +7.44385127884e+001, +3.26549192566e-002, +1.29616492011e+001
+2.28266000000e+002, +4.84847676672e+001, +7.45531875580e+001, +3.25841458874e-002, +1.29136136181e+001
+2.29692000000e+002, +4.86938871720e+001, +7.46263928784e+001, +3.25329746443e-002, +1.29093331288e+001
+2.31127000000e+002, +4.89102760042e+001, +7.47214358315e+001, +3.24894280184e-002, +1.28884527527e+001
+2.32571000000e+002, +4.91391136463e+001, +7.48062043382e+001, +3.24518456010e-002, +1.28786088363e+001
+2.34024000000e+002, +4.93065422477e+001, +7.49185416423e+001, +3.23774129992e-002, +1.28291705916e+001
+2.35485000000e+002, +4.95507231178e+001, +7.49407179471e+001, +3.23392546214e-002, +1.28741855349e+001
+2.36956000000e+002, +4.97708442774e+001, +7.50419512025e+001, +3.22965614675e-002, +1.28464391099e+001
+2.38437000000e+002, +4.99831704496e+001, +7.51474712316e+001, +3.22486869763e-002, +1.28122877522e+001
+2.39926000000e+002, +5.02079363792e+001, +7.52307965580e+001, +3.22050476730e-002, +1.27993110102e+001
+2.41425000000e+002, +5.04334440025e+001, +7.53176350862e+001, +3.21616464362e-002, +1.27828716569e+001
+2.42933000000e+002, +5.06306874356e+001, +7.54359968290e+001, +3.21043055347e-002, +1.27316601274e+001
+2.44450000000e+002, +5.08526562077e+001, +7.55259175555e+001, +3.20579747381e-002, +1.27102166362e+001
+2.45977000000e+002, +5.10944517468e+001, +7.55978381893e+001, +3.20207928901e-002, +1.27085406945e+001
+2.47514000000e+002, +5.12951133291e+001, +7.56703599041e+001, +3.19572834814e-002, +1.26955543072e+001
+2.49060000000e+002, +5.15459209057e+001, +7.57238374409e+001, +3.19217942790e-002, +1.27110096788e+001
+2.50615000000e+002, +5.17786939373e+001, +7.58114346331e+001, +3.18793469566e-002, +1.26916779626e+001
+2.52181000000e+002, +5.20331431354e+001, +7.58871892519e+001, +3.18476840415e-002, +1.26873380266e+001
+2.53756000000e+002, +5.22442290649e+001, +7.60001506584e+001, +3.17941003027e-002, +1.26388896346e+001
+2.55341000000e+002, +5.24776072213e+001, +7.60797333945e+001, +3.17488471040e-002, +1.26246108238e+001
+2.56936000000e+002, +5.26972690768e+001, +7.61410385666e+001, +3.16922117439e-002, +1.26227190058e+001
+2.58541000000e+002, +5.29138217598e+001, +7.62429345333e+001, +3.16387216675e-002, +1.25832069525e+001
+2.60156000000e+002, +5.31711656254e+001, +7.63276713123e+001, +3.16066382343e-002, +1.25680101148e+001
+2.61781000000e+002, +5.34345721239e+001, +7.63514111988e+001, +3.15692249079e-002, +1.26087574731e+001
+2.63416000000e+002, +5.36487367042e+001, +7.64493598773e+001, +3.15120505182e-002, +1.25701505664e+001
+2.65062000000e+002, +5.38894382957e+001, +7.65229221919e+001, +3.14665775745e-002, +1.25592747887e+001
+2.66718000000e+002, +5.41184106270e+001, +7.66400299849e+001, +3.14193940859e-002, +1.25050443920e+001
+2.68384000000e+002, +5.43614229829e+001, +7.67443875932e+001, +3.13780821092e-002, +1.24648425562e+001
+2.70060000000e+002, +5.46099497689e+001, +7.68048377699e+001, +3.13336796420e-002, +1.24657403376e+001
+2.71747000000e+002, +5.48690671795e+001, +7.69127076460e+001, +3.13006671793e-002, +1.24242927810e+001
+2.73444000000e+002, +5.51290980897e+001, +7.69277509173e+001, +3.12557379802e-002, +1.24690740797e+001
+2.75152000000e+002, +5.53655985673e+001, +7.70467195262e+001, +3.12099443917e-002, +1.24105570781e+001
+2.76871000000e+002, +5.56175326787e+001, +7.71060574242e+001, +3.11647125583e-002, +1.24108889609e+001
+2.78601000000e+002, +5.58601209892e+001, +7.72044456804e+001, +3.11184620389e-002, +1.23714992694e+001
+2.80341000000e+002, +5.61309915173e+001, +7.72717549765e+001, +3.10835473694e-002, +1.23671777714e+001
+2.82092000000e+002, +5.63616445306e+001, +7.73903071019e+001, +3.10319714021e-002, +1.23042168896e+001
+2.83854000000e+002, +5.66151203506e+001, +7.74344542202e+001, +3.09833675246e-002, +1.23169786332e+001
+2.85627000000e+002, +5.68719919370e+001, +7.75385070986e+001, +3.09432147268e-002, +1.22720329410e+001
+2.87411000000e+002, +5.71517051740e+001, +7.75686565432e+001, +3.09059783504e-002, +1.23030235794e+001
+2.89207000000e+002, +5.73925691094e+001, +7.76586476600e+001, +3.08541337857e-002, +1.22668293524e+001
+2.91013000000e+002, +5.76561369666e+001, +7.77122157218e+001, +3.08097576820e-002, +1.22704984668e+001
+2.92831000000e+002, +5.79179492303e+001, +7.77806105034e+001, +3.07654910972e-002, +1.22586555269e+001
+2.94660000000e+002, +5.81823249105e+001, +7.78686991352e+001, +3.07242771905e-002, +1.22271725360e+001
+2.96501000000e+002, +5.84439335853e+001, +7.79897146404e+001, +3.06846534799e-002, +1.21614390588e+001
+2.98353000000e+002, +5.87393222331e+001, +7.80099066484e+001, +3.06506015149e-002, +1.22026573166e+001
+3.00217000000e+002, +5.90195171736e+001, +7.80488816230e+001, +3.06100111366e-002, +1.22215912423e+001
+3.02092000000e+002, +5.92669781211e+001, +7.81548215820e+001, +3.05594736507e-002, +1.21656044052e+001
+3.03979000000e+002, +5.95341000484e+001, +7.82912867545e+001, +3.05218027766e-002, +1.20816245192e+001
+3.05878000000e+002, +5.97958327131e+001, +7.83726913494e+001, +3.04746039298e-002, +1.20515384987e+001
+3.07788000000e+002, +6.01089423612e+001, +7.84371070622e+001, +3.04510995349e-002, +1.20484447747e+001
+3.09711000000e+002, +6.03650953623e+001, +7.85191018863e+001, +3.03998563628e-002, +1.20151425555e+001
+3.11646000000e+002, +6.06358655147e+001, +7.85995603628e+001, +3.03552431419e-002, +1.19855799958e+001
+3.13592000000e+002, +6.09383404350e+001, +7.86368897627e+001, +3.03213336329e-002, +1.20064468468e+001
+3.15551000000e+002, +6.12202110065e+001, +7.87612159248e+001, +3.02856036384e-002, +1.19317165713e+001
+3.17522000000e+002, +6.14962673724e+001, +7.88063480426e+001, +3.02380475158e-002, +1.19380038505e+001
+3.19506000000e+002, +6.17909114019e+001, +7.88667913908e+001, +3.02005467820e-002, +1.19312497779e+001
+3.21501000000e+002, +6.20386910447e+001, +7.89757475289e+001, +3.01447184997e-002, +1.18633168566e+001
+3.23510000000e+002, +6.23334614102e+001, +7.90597358754e+001, +3.01084231567e-002, +1.18299846112e+001
+3.25530000000e+002, +6.26302987346e+001, +7.90987808584e+001, +3.00680348479e-002, +1.18444126881e+001
+3.27564000000e+002, +6.29519653883e+001, +7.91418133688e+001, +3.00391334541e-002, +1.18588143082e+001
+3.29610000000e+002, +6.32512048851e+001, +7.92104180660e+001, +3.00014412901e-002, +1.18407964996e+001
+3.31669000000e+002, +6.35102040933e+001, +7.93098125774e+001, +2.99471309459e-002, +1.17810367110e+001
+3.33741000000e+002, +6.38155832890e+001, +7.93303130986e+001, +2.99063271583e-002, +1.18152462487e+001
+3.35825000000e+002, +6.41333390542e+001, +7.94126993888e+001, +2.98767888115e-002, +1.17834417136e+001
+3.37923000000e+002, +6.44498395997e+001, +7.94279636190e+001, +2.98393108003e-002, +1.18247151929e+001
+3.40034000000e+002, +6.47406480994e+001, +7.94693376501e+001, +2.97918733135e-002, +1.18321107146e+001
+3.42158000000e+002, +6.50602067981e+001, +7.95503500743e+001, +2.97608654013e-002, +1.18000605195e+001
+3.44295000000e+002, +6.53722882910e+001, +7.95500575031e+001, +2.97179862570e-002, +1.18569914516e+001
+3.46446000000e+002, +6.56735635562e+001, +7.96159387575e+001, +2.96758551104e-002, +1.18373659170e+001
+3.48610000000e+002, +6.60076944091e+001, +7.97014607670e+001, +2.96497627497e-002, +1.18006662118e+001
+3.50788000000e+002, +6.63003536952e+001, +7.97821437979e+001, +2.96038569231e-002, +1.17611162622e+001
+3.52979000000e+002, +6.66443859237e+001, +7.98333504677e+001, +2.95775137580e-002, +1.17635228008e+001
+3.55184000000e+002, +6.69514127528e+001, +7.99526871907e+001, +2.95402763883e-002, +1.16804330134e+001
+3.57402000000e+002, +6.72173805135e+001, +8.00362984300e+001, +2.94811635634e-002, +1.16302362081e+001
+3.59635000000e+002, +6.74918416990e+001, +8.03893404311e+001, +2.94490273600e-002, +1.12679103091e+001
+3.61881000000e+002, +6.78190031683e+001, +8.04550996282e+001, +2.94138148722e-002, +1.12457787774e+001
+3.64142000000e+002, +6.81262612942e+001, +8.05125172951e+001, +2.93685479248e-002, +1.12293967627e+001
+3.66416000000e+002, +6.84648541600e+001, +8.05614871490e+001, +2.93355218347e-002, +1.12274881364e+001
+3.68705000000e+002, +6.88016446382e+001, +8.06587156244e+001, +2.93050337157e-002, +1.11675290615e+001
+3.71008000000e+002, +6.91300608874e+001, +8.07107889704e+001, +2.92665036223e-002, +1.11588354972e+001
+3.73326000000e+002, +6.94640590225e+001, +8.07989413685e+001, +2.92326279350e-002, +1.11072632064e+001
+3.75658000000e+002, +6.97706206414e+001, +8.08749018858e+001, +2.91856088122e-002, +1.10649634373e+001
+3.78004000000e+002, +7.01344985796e+001, +8.09452913448e+001, +2.91614743313e-002, +1.10375909284e+001
+3.80366000000e+002, +7.04759895535e+001, +8.09953205625e+001, +2.91255364014e-002, +1.10305587090e+001
+3.82741000000e+002, +7.08336816632e+001, +8.10562241090e+001, +2.90965951562e-002, +1.10121707466e+001
+3.85132000000e+002, +7.11878601748e+001, +8.11110970595e+001, +2.90649065857e-002, +1.09998794657e+001
+3.87538000000e+002, +7.15402021661e+001, +8.11367630102e+001, +2.90294527489e-002, +1.10226599745e+001
+3.89959000000e+002, +7.19073566105e+001, +8.12192892379e+001, +2.90037691171e-002, +1.09768830531e+001
+3.92395000000e+002, +7.22450325206e+001, +8.12895917541e+001, +2.89645353446e-002, +1.09408155922e+001
+3.94846000000e+002, +7.25877064575e+001, +8.13252167081e+001, +2.89240202158e-002, +1.09480956328e+001
+3.97312000000e+002, +7.29234791988e+001, +8.14132312705e+001, +2.88841961282e-002, +1.08879863976e+001
+3.99794000000e+002, +7.32676621143e+001, +8.14558751850e+001, +2.88435913508e-002, +1.08854521275e+001
+4.02291000000e+002, +7.36485816283e+001, +8.15625406247e+001, +2.88215970807e-002, +1.08064396711e+001
+4.04804000000e+002, +7.40138686989e+001, +8.15870194496e+001, +2.87865596585e-002, +1.08287580244e+001
+4.07333000000e+002, +7.43459034751e+001, +8.16642452411e+001, +2.87418734772e-002, +1.07781988339e+001
+4.09877000000e+002, +7.47893668738e+001, +8.16404212925e+001, +2.87321044059e-002, +1.08732577742e+001
+4.12437000000e+002, +7.51235323955e+001, +8.17885555230e+001, +2.86921454677e-002, +1.07296411558e+001
+4.15014000000e+002, +7.54557803041e+001, +8.18585474080e+001, +2.86451194471e-002, +1.06858560612e+001
+4.17606000000e+002, +7.58518050885e+001, +8.18864703242e+001, +2.86187253674e-002, +1.07053452401e+001
+4.20215000000e+002, +7.62143470796e+001, +8.19636170038e+001, +2.85824361600e-002, +1.06549102339e+001
+4.22840000000e+002, +7.65714701084e+001, +8.20350967982e+001, +2.85430996049e-002, +1.06102391995e+001
+4.25481000000e+002, +7.69749382423e+001, +8.20809408981e+001, +2.85185780682e-002, +1.06051471071e+001
+4.28139000000e+002, +7.73337199009e+001, +8.21436567240e+001, +2.84779459135e-002, +1.05707294681e+001
+4.30813000000e+002, +7.77550707563e+001, +8.21890064885e+001, +2.84584841938e-002, +1.05673548057e+001
+4.33504000000e+002, +7.81439336550e+001, +8.22244143320e+001, +2.84256716850e-002, +1.05723578555e+001
