!Agilent Technologies,E4990A,MY54101349,A.02.20
!Date: Wed Sep 21 01:14:12 2022

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+9.08230000000e+001, +3.34731141878e+001, +7.97986466591e+001, +5.77297908857e-002, +5.92835587980e+000
+9.13900000000e+001, +3.36435389225e+001, +7.98335614158e+001, +5.76700389405e-002, +5.93836084344e+000
+9.19610000000e+001, +3.38192076681e+001, +7.98945473867e+001, +5.76221732875e-002, +5.93393226589e+000
+9.25350000000e+001, +3.39944929911e+001, +7.99305885364e+001, +5.75679852099e-002, +5.94363467598e+000
+9.31130000000e+001, +3.41465962936e+001, +8.00004051182e+001, +5.74790038248e-002, +5.92925644923e+000
+9.36950000000e+001, +3.43129086576e+001, +8.00922128231e+001, +5.74163228285e-002, +5.90398154765e+000
+9.42800000000e+001, +3.45033710317e+001, +8.01547195370e+001, +5.73876843806e-002, +5.89966955024e+000
+9.48690000000e+001, +3.46588565202e+001, +8.02150648371e+001, +5.72988342850e-002, +5.89028649423e+000
+9.54620000000e+001, +3.48478824311e+001, +8.02473645324e+001, +5.72590179014e-002, +5.90305135972e+000
+9.60580000000e+001, +3.50091679329e+001, +8.03051621723e+001, +5.71769983333e-002, +5.89556383690e+000
+9.66580000000e+001, +3.51880885376e+001, +8.03995917450e+001, +5.71284773601e-002, +5.86852064241e+000
+9.72620000000e+001, +3.53601685105e+001, +8.04562479276e+001, +5.70608620001e-002, +5.86274079109e+000
+9.78690000000e+001, +3.55409452120e+001, +8.05110317130e+001, +5.70060083754e-002, +5.85919861337e+000
+9.84810000000e+001, +3.57075078143e+001, +8.05893723398e+001, +5.69302032976e-002, +5.83849733816e+000
+9.90960000000e+001, +3.58864038043e+001, +8.06302052013e+001, +5.68670427193e-002, +5.84251605304e+000
+9.97150000000e+001, +3.60784626598e+001, +8.06749204245e+001, +5.68237838856e-002, +5.84600159457e+000
+1.00338000000e+002, +3.62447426086e+001, +8.07719365105e+001, +5.67469223160e-002, +5.81237611968e+000
+1.00964000000e+002, +3.64194310047e+001, +8.08878473291e+001, +5.66853941605e-002, +5.76765417523e+000
+1.01595000000e+002, +3.66196475437e+001, +8.09028607742e+001, +5.66453970431e-002, +5.78988726823e+000
+1.02230000000e+002, +3.68024715810e+001, +8.09784037434e+001, +5.65864860034e-002, +5.77087556019e+000
+1.02868000000e+002, +3.69862701636e+001, +8.10170213472e+001, +5.65224157493e-002, +5.77507458250e+000
+1.03511000000e+002, +3.71688114377e+001, +8.10681521818e+001, +5.64564715974e-002, +5.77081179150e+000
+1.04157000000e+002, +3.73558343488e+001, +8.11305470151e+001, +5.63982473293e-002, +5.75965842162e+000
+1.04808000000e+002, +3.75361658967e+001, +8.12038419916e+001, +5.63296999158e-002, +5.74001434413e+000
+1.05463000000e+002, +3.77336000025e+001, +8.12488580841e+001, +5.62811216420e-002, +5.74090628969e+000
+1.06122000000e+002, +3.79336478214e+001, +8.12830832308e+001, +5.62333116344e-002, +5.74894560082e+000
+1.06784000000e+002, +3.81147257782e+001, +8.13376337891e+001, +5.61596366073e-002, +5.74051646888e+000
+1.07451000000e+002, +3.83156428514e+001, +8.13934247412e+001, +5.61135241913e-002, +5.73389043593e+000
+1.08123000000e+002, +3.84957943571e+001, +8.14541637685e+001, +5.60359219130e-002, +5.72049697131e+000
+1.08798000000e+002, +3.87109507031e+001, +8.14737783153e+001, +5.60023902507e-002, +5.73936388000e+000
+1.09478000000e+002, +3.88945278677e+001, +8.15214982013e+001, +5.59254336907e-002, +5.73454336933e+000
+1.10161000000e+002, +3.90760027766e+001, +8.16274719965e+001, +5.58533151322e-002, +5.68980513180e+000
+1.10850000000e+002, +3.92811791693e+001, +8.17278767527e+001, +5.58119043020e-002, +5.65156939857e+000
+1.11542000000e+002, +3.94778913753e+001, +8.17776474718e+001, +5.57504302504e-002, +5.64593298415e+000
+1.12239000000e+002, +3.96809724316e+001, +8.18380345567e+001, +5.56976813550e-002, +5.63358149883e+000
+1.12940000000e+002, +3.98812032290e+001, +8.18546861908e+001, +5.56335984516e-002, +5.65053529441e+000
+1.13645000000e+002, +4.00872478258e+001, +8.19390939131e+001, +5.55857772455e-002, +5.62126193538e+000
+1.14355000000e+002, +4.02997545258e+001, +8.19859661775e+001, +5.55399118793e-002, +5.61841645142e+000
+1.15070000000e+002, +4.04921667557e+001, +8.20277957162e+001, +5.54640231945e-002, +5.61596708814e+000
+1.15788000000e+002, +4.06908777490e+001, +8.20676153825e+001, +5.53959652084e-002, +5.61551927525e+000
+1.16512000000e+002, +4.09083235560e+001, +8.21099218614e+001, +5.53516045495e-002, +5.61560904794e+000
+1.17239000000e+002, +4.11029957771e+001, +8.22157935011e+001, +5.52841986462e-002, +5.56709123269e+000
+1.17972000000e+002, +4.13120962076e+001, +8.22626021693e+001, +5.52263438290e-002, +5.56197089956e+000
+1.18709000000e+002, +4.15420158605e+001, +8.23098879941e+001, +5.51950932277e-002, +5.55895156025e+000
+1.19450000000e+002, +4.17651668287e+001, +8.23225118895e+001, +5.51489853909e-002, +5.57969310983e+000
+1.20196000000e+002, +4.19724251470e+001, +8.23577915887e+001, +5.50832395310e-002, +5.58176838288e+000
+1.20947000000e+002, +4.21845146533e+001, +8.24091923595e+001, +5.50244210077e-002, +5.57246305944e+000
+1.21703000000e+002, +4.23933221137e+001, +8.24709681628e+001, +5.49611532783e-002, +5.55473517396e+000
+1.22463000000e+002, +4.26131106225e+001, +8.25133231294e+001, +5.49085941485e-002, +5.55230275811e+000
+1.23228000000e+002, +4.28193743039e+001, +8.25808203392e+001, +5.48403005968e-002, +5.52916087596e+000
+1.23998000000e+002, +4.30394668554e+001, +8.26264707697e+001, +5.47855505785e-002, +5.52357450892e+000
+1.24772000000e+002, +4.32516687292e+001, +8.26843816398e+001, +5.47212662256e-002, +5.50745063982e+000
+1.25551000000e+002, +4.35181448049e+001, +8.27246376949e+001, +5.47217109686e-002, +5.51105401743e+000
+1.26336000000e+002, +4.37182530036e+001, +8.27696728711e+001, +5.46372197218e-002, +5.50230720895e+000
+1.27125000000e+002, +4.39323071782e+001, +8.28382945645e+001, +5.45722215006e-002, +5.47704555315e+000
+1.27919000000e+002, +4.41811290633e+001, +8.28656154518e+001, +5.45439157094e-002, +5.48716263658e+000
+1.28718000000e+002, +4.44097503173e+001, +8.28701361239e+001, +5.44863723683e-002, +5.51207986039e+000
+1.29522000000e+002, +4.46255320443e+001, +8.29298569482e+001, +5.44183155573e-002, +5.49270477354e+000
+1.30331000000e+002, +4.48513127574e+001, +8.29677137958e+001, +5.43585864154e-002, +5.49108452094e+000
+1.31145000000e+002, +4.50902404706e+001, +8.30222959891e+001, +5.43153237814e-002, +5.47770202735e+000
+1.31964000000e+002, +4.53384094738e+001, +8.30388592531e+001, +5.42772349712e-002, +5.49484062458e+000
+1.32789000000e+002, +4.55716295626e+001, +8.31074696629e+001, +5.42253726470e-002, +5.46893331662e+000
+1.33618000000e+002, +4.58007322869e+001, +8.31583909407e+001, +5.41656582417e-002, +5.45601422829e+000
+1.34453000000e+002, +4.60277068516e+001, +8.31772199718e+001, +5.40981622050e-002, +5.46803397556e+000
+1.35293000000e+002, +4.62948397410e+001, +8.31975588177e+001, +5.40765959900e-002, +5.48345132609e+000
+1.36138000000e+002, +4.65201788866e+001, +8.32468915547e+001, +5.40080553151e-002, +5.47036709435e+000
+1.36988000000e+002, +4.67535437806e+001, +8.32861400710e+001, +5.39465484990e-002, +5.46600276442e+000
+1.37844000000e+002, +4.69892062423e+001, +8.33410325569e+001, +5.38878273124e-002, +5.44884227140e+000
+1.38705000000e+002, +4.72578718853e+001, +8.33815277499e+001, +5.38639503704e-002, +5.44681989042e+000
+1.39571000000e+002, +4.75054727107e+001, +8.34240148074e+001, +5.38148157209e-002, +5.44036382105e+000
+1.40443000000e+002, +4.77704369969e+001, +8.34261100678e+001, +5.37792016060e-002, +5.46897230127e+000
+1.41320000000e+002, +4.79957797293e+001, +8.34888854922e+001, +5.37043208039e-002, +5.44252701108e+000
+1.42203000000e+002, +4.82658592427e+001, +8.35162039620e+001, +5.36740878255e-002, +5.45028772080e+000
+1.43091000000e+002, +4.85020777644e+001, +8.35675478504e+001, +5.36074892574e-002, +5.43377416995e+000
+1.43985000000e+002, +4.87527565352e+001, +8.36093953024e+001, +5.35543819943e-002, +5.42647303562e+000
+1.44885000000e+002, +4.90266745010e+001, +8.36261724265e+001, +5.35224914584e-002, +5.44269491467e+000
+1.45790000000e+002, +4.92868447792e+001, +8.36604098255e+001, +5.34760723449e-002, +5.44230716674e+000
+1.46700000000e+002, +4.95494681689e+001, +8.36845510445e+001, +5.34300272940e-002, +5.45055615109e+000
+1.47617000000e+002, +4.98016756877e+001, +8.37105582555e+001, +5.33710645361e-002, +5.45583063240e+000
+1.48539000000e+002, +5.00581317974e+001, +8.37641225790e+001, +5.33183845056e-002, +5.43740693699e+000
+1.49467000000e+002, +5.03185449920e+001, +8.37815084856e+001, +5.32647602988e-002, +5.45051486636e+000
+1.50400000000e+002, +5.05930856079e+001, +8.38243060498e+001, +5.32274640871e-002, +5.44268306448e+000
+1.51340000000e+002, +5.08802313055e+001, +8.38749889934e+001, +5.32021507407e-002, +5.42882471954e+000
+1.52285000000e+002, +5.11218720404e+001, +8.39081708273e+001, +5.31263990140e-002, +5.42516910096e+000
+1.53236000000e+002, +5.14050916578e+001, +8.39116499280e+001, +5.30895327604e-002, +5.45212121811e+000
+1.54194000000e+002, +5.16684861179e+001, +8.39547078723e+001, +5.30342611017e-002, +5.44144578569e+000
+1.55157000000e+002, +5.19615689057e+001, +8.39871794722e+001, +5.30072333719e-002, +5.44302605956e+000
+1.56126000000e+002, +5.22282328561e+001, +8.40157476036e+001, +5.29513587116e-002, +5.44506054977e+000
+1.57101000000e+002, +5.24824159955e+001, +8.40413166802e+001, +5.28813035660e-002, +5.44826648670e+000
+1.58082000000e+002, +5.27873527850e+001, +8.40518638143e+001, +5.28595036567e-002, +5.47025755971e+000
+1.59070000000e+002, +5.30563320558e+001, +8.41079226950e+001, +5.28042189002e-002, +5.44649729875e+000
+1.60064000000e+002, +5.33630277811e+001, +8.40992188156e+001, +5.27788186389e-002, +5.48604470605e+000
+1.61063000000e+002, +5.36375889476e+001, +8.41284759058e+001, +5.27241023277e-002, +5.48702657515e+000
+1.62069000000e+002, +5.39314278350e+001, +8.41799773033e+001, +5.26887219774e-002, +5.46886056614e+000
+1.63082000000e+002, +5.42232291409e+001, +8.41814822667e+001, +5.26448884263e-002, +5.49703345683e+000
+1.64101000000e+002, +5.45143738061e+001, +8.42190277890e+001, +5.26024009953e-002, +5.49100904585e+000
+1.65126000000e+002, +5.48113435127e+001, +8.42402106433e+001, +5.25626169819e-002, +5.50075993613e+000
+1.66157000000e+002, +5.50840830524e+001, +8.42689865747e+001, +5.24990471002e-002, +5.50060538037e+000
+1.67195000000e+002, +5.53939376378e+001, +8.43050764609e+001, +5.24699025756e-002, +5.49682831308e+000
+1.68239000000e+002, +5.56932287974e+001, +8.43039058322e+001, +5.24259295022e-002, +5.52765971875e+000
+1.69290000000e+002, +5.60100681886e+001, +8.43152794641e+001, +5.23978910506e-002, +5.54804301644e+000
+1.70348000000e+002, +5.63056087764e+001, +8.43493202706e+001, +5.23503076096e-002, +5.54402862268e+000
+1.71412000000e+002, +5.66690405641e+001, +8.43167431467e+001, +5.23582054651e-002, +5.61187656754e+000
+1.72483000000e+002, +5.69957018188e+001, +8.43474753604e+001, +5.23358212065e-002, +5.61380369681e+000
+1.73560000000e+002, +5.73114705215e+001, +8.43299203774e+001, +5.22976235105e-002, +5.66237954321e+000
+1.74644000000e+002, +5.76382192459e+001, +8.43515955567e+001, +5.22712889563e-002, +5.67296390444e+000
+1.75735000000e+002, +5.80054599944e+001, +8.43271601218e+001, +5.22755457465e-002, +5.73372654467e+000
+1.76833000000e+002, +5.83788702858e+001, +8.43197729796e+001, +5.22847182340e-002, +5.77812729839e+000
+1.77937000000e+002, +5.87009643777e+001, +8.43669031465e+001, +5.22512586975e-002, +5.76195609035e+000
+1.79049000000e+002, +5.87105355216e+001, +8.46600220086e+001, +5.19607409659e-002, +5.46391532771e+000
+1.80167000000e+002, +5.90055426676e+001, +8.47022039048e+001, +5.19013342310e-002, +5.44811666680e+000
+1.81293000000e+002, +5.93283960348e+001, +8.47457635562e+001, +5.18648375938e-002, +5.43301258763e+000
+1.82425000000e+002, +5.96575144706e+001, +8.47684247236e+001, +5.18308120333e-002, +5.43965514496e+000
+1.83565000000e+002, +5.99837146375e+001, +8.47800041481e+001, +5.17915273369e-002, +5.45732626391e+000
+1.84711000000e+002, +6.02866598896e+001, +8.48223046008e+001, +5.17336209779e-002, +5.44056279580e+000
+1.85865000000e+002, +6.06516617101e+001, +8.48285805279e+001, +5.17242032301e-002, +5.46688590345e+000
+1.87026000000e+002, +6.09754814361e+001, +8.48642591820e+001, +5.16804593302e-002, +5.45825710599e+000
+1.88194000000e+002, +6.13045207853e+001, +8.48720106780e+001, +5.16374892993e-002, +5.47945067336e+000
+1.89370000000e+002, +6.16287076693e+001, +8.48994383554e+001, +5.15903979047e-002, +5.47904236141e+000
+1.90553000000e+002, +6.19647456241e+001, +8.49436363534e+001, +5.15532024863e-002, +5.46130550195e+000
+1.91743000000e+002, +6.22880802534e+001, +8.49752289207e+001, +5.15030937617e-002, +5.45559035105e+000
+1.92941000000e+002, +6.26177003394e+001, +8.49978136094e+001, +5.14559376214e-002, +5.45987255919e+000
+1.94146000000e+002, +6.29561432494e+001, +8.50121548943e+001, +5.14140808400e-002, +5.47368442413e+000
+1.95359000000e+002, +6.33105687829e+001, +8.50333772493e+001, +5.13841538475e-002, +5.48113793362e+000
+1.96579000000e+002, +6.36538734066e+001, +8.50640065164e+001, +5.13445373955e-002, +5.47695846228e+000
+1.97807000000e+002, +6.39996008466e+001, +8.50895573697e+001, +5.13048972695e-002, +5.47827072257e+000
+1.99042000000e+002, +6.43338266710e+001, +8.51218093008e+001, +5.12553029413e-002, +5.47079833581e+000
+2.00286000000e+002, +6.46873527663e+001, +8.51238730930e+001, +5.12170154374e-002, +5.49853976921e+000
+2.01537000000e+002, +6.50518513601e+001, +8.51639515498e+001, +5.11889430893e-002, +5.48418229781e+000
+2.02796000000e+002, +6.53731459428e+001, +8.51817675476e+001, +5.11237492243e-002, +5.49101343097e+000
+2.04063000000e+002, +6.57558696620e+001, +8.52038066536e+001, +5.11054248986e-002, +5.49795593884e+000
+2.05337000000e+002, +6.61174110272e+001, +8.51951965625e+001, +5.10669465122e-002, +5.53808590791e+000
+2.06620000000e+002, +6.64735143239e+001, +8.52484901294e+001, +5.10271499817e-002, +5.50629827424e+000
+2.07910000000e+002, +6.68235874803e+001, +8.52382309105e+001, +5.09768467656e-002, +5.54722042984e+000
+2.09209000000e+002, +6.72056500502e+001, +8.52574990722e+001, +5.09514001638e-002, +5.55641346724e+000
+2.10516000000e+002, +6.75641310889e+001, +8.52741223883e+001, +5.09063808070e-002, +5.56651626926e+000
+2.11831000000e+002, +6.79303760393e+001, +8.53240574019e+001, +5.08682459278e-002, +5.53768645862e+000
+2.13154000000e+002, +6.83207850425e+001, +8.53271041964e+001, +5.08432740723e-002, +5.56589163052e+000
+2.14486000000e+002, +6.86985913106e+001, +8.53542878997e+001, +5.08089035525e-002, +5.56418438602e+000
+2.15825000000e+002, +6.90669275744e+001, +8.53661072799e+001, +5.07652582050e-002, +5.57981654490e+000
+2.17174000000e+002, +6.94460896349e+001, +8.53791177308e+001, +5.07278154522e-002, +5.59473041266e+000
+2.18530000000e+002, +6.98244454827e+001, +8.54085012899e+001, +5.06897988566e-002, +5.58951849262e+000
+2.19895000000e+002, +7.02102637187e+001, +8.54301724977e+001, +5.06550267180e-002, +5.59393255696e+000
+2.21269000000e+002, +7.06097755155e+001, +8.54690390641e+001, +5.06296590866e-002, +5.57801612885e+000
+2.22651000000e+002, +7.10025499554e+001, +8.54688225493e+001, +5.05952692487e-002, +5.60931191378e+000
+2.24042000000e+002, +7.14061212018e+001, +8.54835058796e+001, +5.05679587548e-002, +5.62295225778e+000
+2.25441000000e+002, +7.17892174309e+001, +8.55270992181e+001, +5.05267905707e-002, +5.59866693545e+000
+2.26849000000e+002, +7.22035131301e+001, +8.55423724768e+001, +5.05040139907e-002, +5.61178807968e+000
+2.28266000000e+002, +7.25786019902e+001, +8.55260751229e+001, +5.04501147922e-002, +5.66152242848e+000
+2.29692000000e+002, +7.29760875439e+001, +8.55530089141e+001, +5.04133341366e-002, +5.65832750416e+000
+2.31127000000e+002, +7.33763123961e+001, +8.55656499544e+001, +5.03759622999e-002, +5.67321937791e+000
+2.32571000000e+002, +7.37873591356e+001, +8.56074391511e+001, +5.03464682068e-002, +5.65134228940e+000
+2.34024000000e+002, +7.41776690527e+001, +8.56357079070e+001, +5.03004411018e-002, +5.64474477722e+000
+2.35485000000e+002, +7.46136632930e+001, +8.56377466793e+001, +5.02823195018e-002, +5.67527560082e+000
+2.36956000000e+002, +7.50259281437e+001, +8.56567280975e+001, +5.02475402761e-002, +5.68184983438e+000
+2.38437000000e+002, +7.54384378991e+001, +8.56994288590e+001, +5.02128231055e-002, +5.65702790266e+000
+2.39926000000e+002, +7.58516509228e+001, +8.56981865670e+001, +5.01744496155e-002, +5.68965418654e+000
+2.41425000000e+002, +7.62599116703e+001, +8.57155678475e+001, +5.01324398269e-002, +5.69720860427e+000
+2.42933000000e+002, +7.67006855383e+001, +8.57485071591e+001, +5.01113552706e-002, +5.68616494039e+000
+2.44450000000e+002, +7.71234215655e+001, +8.57598757045e+001, +5.00755883541e-002, +5.70224353269e+000
+2.45977000000e+002, +7.75459746364e+001, +8.57688357292e+001, +5.00379607127e-002, +5.72139200212e+000
+2.47514000000e+002, +7.79791717088e+001, +8.58001740333e+001, +5.00070460228e-002, +5.71081772733e+000
+2.49060000000e+002, +7.84168248426e+001, +8.58053052369e+001, +4.99758829614e-002, +5.73586543484e+000
+2.50615000000e+002, +7.88702132666e+001, +8.58218799332e+001, +4.99540099778e-002, +5.74627398023e+000
+2.52181000000e+002, +7.92502931648e+001, +8.58310496266e+001, +4.98836230753e-002, +5.76131590125e+000
+2.53756000000e+002, +7.97336908936e+001, +8.58451402697e+001, +4.98772837468e-002, +5.77690076855e+000
+2.55341000000e+002, +8.01813897148e+001, +8.58786530748e+001, +4.98481045029e-002, +5.76256110776e+000
+2.56936000000e+002, +8.06257220428e+001, +8.58923583770e+001, +4.98140389029e-002, +5.77525867456e+000
+2.58541000000e+002, +8.10918731566e+001, +8.59154583120e+001, +4.97924555519e-002, +5.77603900686e+000
+2.60156000000e+002, +8.15443810331e+001, +8.59281485718e+001, +4.97602654526e-002, +5.79025511551e+000
+2.61781000000e+002, +8.20054077906e+001, +8.59394440925e+001, +4.97316594595e-002, +5.80686524977e+000
+2.63416000000e+002, +8.24612397410e+001, +8.59506383944e+001, +4.96983883322e-002, +5.82307232307e+000
+2.65062000000e+002, +8.29332621772e+001, +8.59866182024e+001, +4.96746819169e-002, +5.80445418066e+000
+2.66718000000e+002, +8.33787090172e+001, +8.59990106116e+001, +4.96321670204e-002, +5.81764100896e+000
+2.68384000000e+002, +8.38254503553e+001, +8.60214957513e+001, +4.95897088340e-002, +5.81599509277e+000
+2.70060000000e+002, +8.43431486387e+001, +8.60267269936e+001, +4.95866291880e-002, +5.84423194548e+000
+2.71747000000e+002, +8.47698456312e+001, +8.60649575373e+001, +4.95303851241e-002, +5.81737032439e+000
+2.73444000000e+002, +8.52293205792e+001, +8.60750105625e+001, +4.94903965681e-002, +5.83398297306e+000
+2.75152000000e+002, +8.57080092273e+001, +8.60756184150e+001, +4.94594583242e-002, +5.86584226674e+000
+2.76871000000e+002, +8.62124384564e+001, +8.60876078183e+001, +4.94423729643e-002, +5.88236714658e+000
+2.78601000000e+002, +8.66860802893e+001, +8.61093507853e+001, +4.94065787538e-002, +5.88186428949e+000
+2.80341000000e+002, +8.71593287096e+001, +8.61341217882e+001, +4.93694255408e-002, +5.87637957642e+000
+2.82092000000e+002, +8.76967054267e+001, +8.61370654341e+001, +4.93656466990e-002, +5.90811482725e+000
+2.83854000000e+002, +8.81641489981e+001, +8.61721057623e+001, +4.93227379223e-002, +5.88580935800e+000
+2.85627000000e+002, +8.86651798086e+001, +8.61868807222e+001, +4.92959788506e-002, +5.89644458007e+000
+2.87411000000e+002, +8.91643480910e+001, +8.62055232317e+001, +4.92668620752e-002, +5.90069267779e+000
+2.89207000000e+002, +8.96757088785e+001, +8.62261590193e+001, +4.92428763383e-002, +5.90230596096e+000
+2.91013000000e+002, +9.01905942924e+001, +8.62386102590e+001, +4.92189640342e-002, +5.91663744144e+000
+2.92831000000e+002, +9.06676981071e+001, +8.62462306478e+001, +4.91725740102e-002, +5.93590320325e+000
+2.94660000000e+002, +9.11747393556e+001, +8.62395797956e+001, +4.91402587339e-002, +5.97965932432e+000
+2.96501000000e+002, +9.16975510915e+001, +8.62803301368e+001, +4.91174553628e-002, +5.94886879183e+000
+2.98353000000e+002, +9.22273725301e+001, +8.62951394569e+001, +4.90954216679e-002, +5.95945278085e+000
+3.00217000000e+002, +9.27447592877e+001, +8.63113135793e+001, +4.90652014182e-002, +5.96675814374e+000
+3.02092000000e+002, +9.32772296258e+001, +8.63180536663e+001, +4.90409860191e-002, +5.99006462517e+000
+3.03979000000e+002, +9.37973194633e+001, +8.63398727631e+001, +4.90094959030e-002, +5.98781754347e+000
+3.05878000000e+002, +9.43031653595e+001, +8.63390422192e+001, +4.89678477251e-002, +6.02147385278e+000
+3.07788000000e+002, +9.48656342186e+001, +8.63555420780e+001, +4.89551293468e-002, +6.03012517219e+000
+3.09711000000e+002, +9.54208137408e+001, +8.63829708300e+001, +4.89373726502e-002, +6.01982674601e+000
+3.11646000000e+002, +9.59592272508e+001, +8.63673298167e+001, +4.89070917285e-002, +6.07993694920e+000
+3.13592000000e+002, +9.64918678209e+001, +8.63892351520e+001, +4.88745645519e-002, +6.07686771921e+000
+3.15551000000e+002, +9.70490704402e+001, +8.64187295000e+001, +4.88532017336e-002, +6.06209931828e+000
+3.17522000000e+002, +9.75620783112e+001, +8.64083105119e+001, +4.88060302165e-002, +6.11185047353e+000
+3.19506000000e+002, +9.81496122663e+001, +8.64485390164e+001, +4.87971957827e-002, +6.07987803943e+000
+3.21501000000e+002, +9.87194392200e+001, +8.64522980619e+001, +4.87761383821e-002, +6.10871163960e+000
+3.23510000000e+002, +9.92692424306e+001, +8.64548480415e+001, +4.87433370516e-002, +6.13832362828e+000
+3.25530000000e+002, +9.98478153275e+001, +8.64788528849e+001, +4.87244610091e-002, +6.13234665728e+000
+3.27564000000e+002, +1.00407573430e+002, +8.64920173173e+001, +4.86940535688e-002, +6.14369875834e+000
+3.29610000000e+002, +1.00999019147e+002, +8.65036814258e+001, +4.86774490902e-002, +6.15936521482e+000
+3.31669000000e+002, +1.01572477641e+002, +8.65002436882e+001, +4.86497492722e-002, +6.20042021846e+000
+3.33741000000e+002, +1.02168448546e+002, +8.65354977940e+001, +4.86332101821e-002, +6.17405263438e+000
+3.35825000000e+002, +1.02793142397e+002, +8.65271422007e+001, +4.86264967216e-002, +6.22676609535e+000
+3.37923000000e+002, +1.03337546828e+002, +8.65240410699e+001, +4.85803714363e-002, +6.26532663077e+000
+3.40034000000e+002, +1.03940366231e+002, +8.65411210549e+001, +4.85612859254e-002, +6.27094729699e+000
+3.42158000000e+002, +1.04564095764e+002, +8.65275337602e+001, +4.85487363561e-002, +6.33332954794e+000
+3.44295000000e+002, +1.05190168355e+002, +8.65505342365e+001, +4.85374572797e-002, +6.32910016119e+000
+3.46446000000e+002, +1.05777282773e+002, +8.65586722792e+001, +4.85057423814e-002, +6.34942877432e+000
+3.48610000000e+002, +1.06437004504e+002, +8.65733952030e+001, +4.85060376931e-002, +6.36172817340e+000
+3.50788000000e+002, +1.07046995834e+002, +8.65815637468e+001, +4.84815454727e-002, +6.38295303419e+000
+3.52979000000e+002, +1.07736612098e+002, +8.65656930310e+001, +4.84901964626e-002, +6.45386247238e+000
+3.55184000000e+002, +1.08324107325e+002, +8.66061044406e+001, +4.84539845541e-002, +6.41278912349e+000
+3.57402000000e+002, +1.09004089064e+002, +8.66492358979e+001, +4.84577056859e-002, +6.37112940435e+000
+3.59635000000e+002, +1.09221811150e+002, +8.67671466096e+001, +4.82587272889e-002, +6.15945498746e+000
+3.61881000000e+002, +1.09757485843e+002, +8.67777459069e+001, +4.81949285225e-002, +6.16939170706e+000
+3.64142000000e+002, +1.10416694626e+002, +8.67987629782e+001, +4.81843361919e-002, +6.16600625977e+000
+3.66416000000e+002, +1.11108484531e+002, +8.67943729404e+001, +4.81851087577e-002, +6.21313782360e+000
+3.68705000000e+002, +1.11713910238e+002, +8.68067806814e+001, +4.81474767783e-002, +6.22283836202e+000
+3.71008000000e+002, +1.12402791800e+002, +8.68040643513e+001, +4.81435355539e-002, +6.26653198076e+000
+3.73326000000e+002, +1.13026922278e+002, +8.67936514977e+001, +4.81097840452e-002, +6.32183697947e+000
+3.75658000000e+002, +1.13683621039e+002, +8.68286675660e+001, +4.80905546614e-002, +6.28919786702e+000
+3.78004000000e+002, +1.14373483820e+002, +8.68158044613e+001, +4.80815069977e-002, +6.35300017892e+000
+3.80366000000e+002, +1.14982912193e+002, +8.68405552266e+001, +4.80386868646e-002, +6.33725704654e+000
+3.82741000000e+002, +1.15651952280e+002, +8.68551598150e+001, +4.80190529549e-002, +6.34469617090e+000
+3.85132000000e+002, +1.16290712986e+002, +8.68758463091e+001, +4.79854558004e-002, +6.33781510091e+000
+3.87538000000e+002, +1.17000689080e+002, +8.68758225182e+001, +4.79786818582e-002, +6.37655713234e+000
+3.89959000000e+002, +1.17661654041e+002, +8.68756016248e+001, +4.79501639143e-002, +6.41303278207e+000
+3.92395000000e+002, +1.18360236794e+002, +8.68873814323e+001, +4.79359479454e-002, +6.42680994240e+000
+3.94846000000e+002, +1.19015854992e+002, +8.69160046339e+001, +4.79035590930e-002, +6.40303944022e+000
+3.97312000000e+002, +1.19715862234e+002, +8.69117522712e+001, +4.78860462945e-002, +6.44957190392e+000
+3.99794000000e+002, +1.20401173187e+002, +8.69348284727e+001, +4.78622172622e-002, +6.43806998382e+000
+4.02291000000e+002, +1.21099972133e+002, +8.69390349041e+001, +4.78413911651e-002, +6.46655805310e+000
+4.04804000000e+002, +1.21771695278e+002, +8.69594452565e+001, +4.78090237605e-002, +6.45911007581e+000
+4.07333000000e+002, +1.22489843671e+002, +8.69480096305e+001, +4.77918883149e-002, +6.52161578731e+000
+4.09877000000e+002, +1.23231347499e+002, +8.69655217146e+001, +4.77835499505e-002, +6.52348325699e+000
+4.12437000000e+002, +1.23928761579e+002, +8.69646570201e+001, +4.77556659760e-002, +6.56226986434e+000
+4.15014000000e+002, +1.24633957515e+002, +8.69654772093e+001, +4.77292250424e-002, +6.59782973277e+000
+4.17606000000e+002, +1.25397211019e+002, +8.69753231641e+001, +4.77238907000e-002, +6.61671590319e+000
+4.20215000000e+002, +1.26127345665e+002, +8.69841391058e+001, +4.77041240659e-002, +6.63586232077e+000
+4.22840000000e+002, +1.26819145226e+002, +8.69694469447e+001, +4.76673596490e-002, +6.70473409699e+000
+4.25481000000e+002, +1.27562429014e+002, +8.70055375420e+001, +4.76507065664e-002, +6.66378987106e+000
+4.28139000000e+002, +1.28322074671e+002, +8.70120950937e+001, +4.76371658148e-002, +6.68880677123e+000
+4.30813000000e+002, +1.29095314836e+002, +8.70112127249e+001, +4.76267190964e-002, +6.73109742258e+000
+4.33504000000e+002, +1.29845510676e+002, +8.70400871891e+001, +4.76073694771e-002, +6.70486495373e+000
